Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Чаплыгинская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876					
1	"Число избирателей, внесенных в список избирателей"	26027	2763	2412	2723	2475	252	301	437	373	100	265	606	620	278	361	353	281	358	1488	1221	1195	897	389	454	324	75	712	303	428	281	110	831	277	332	863	802	87					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23771	2516	2196	2469	2264	298	275	391	338	89	242	565	572	254	325	316	257	323	1352	1118	1076	816	358	413	289	77	638	276	392	254	101	757	255	298	775	752	84					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13096	1451	1125	1324	1248	159	150	195	243	35	122	242	301	107	161	152	101	190	796	710	696	414	205	149	210	51	278	133	182	151	69	439	145	74	462	573	53					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3590	133	154	126	147	93	67	110	48	34	92	111	160	95	109	118	77	87	121	125	109	138	101	180	71	24	110	111	136	66	32	92	70	148	108	58	29					
6	Число погашенных избирательных бюллетеней	7085	932	917	1019	869	46	58	86	47	20	28	212	111	52	55	46	79	46	435	283	271	264	52	84	8	2	250	32	74	37	0	226	40	76	205	121	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3590	133	154	126	147	93	67	110	48	34	92	111	160	95	109	118	77	87	121	125	109	138	101	180	71	24	110	111	136	66	32	92	70	148	108	58	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13031	1449	1125	1322	1246	159	150	195	243	35	122	242	301	107	161	152	101	190	796	710	696	414	205	149	210	51	278	133	182	151	69	438	145	74	462	515	53					
9	Число недействительных избирательных бюллетеней	334	36	27	25	45	1	1	4	5	0	4	11	11	3	4	3	1	11	21	13	27	4	3	1	2	6	7	3	2	0	1	18	5	0	15	14	0					
10	Число действительных избирательных бюллетеней	16287	1546	1252	1423	1348	251	216	301	286	69	210	342	450	199	266	267	177	266	896	822	778	548	303	328	279	69	381	241	316	217	100	512	210	222	555	559	82					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	325	20	20	20	20	4	4	4	4	4	4	15	15	4	4	4	4	4	15	15	15	4	4	4	4	4	12	4	4	4	4	15	4	4	15	30	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	185	17	20	16	19	0	0	1	0	0	0	15	9	4	1	2	2	1	7	5	9	4	0	2	1	0	0	1	3	1	2	1	2	2	4	24	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	94	6	8	12	8	0	0	4	0	0	0	1	1	2	1	2	2	2	3	1	3	3	0	2	3	0	3	0	1	4	0	5	3	2	7	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	140	3	0	4	1	4	4	3	4	4	4	0	6	0	3	2	2	3	8	10	6	0	4	2	3	4	12	3	1	3	2	14	2	2	11	6	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2239	297	219	277	295	14	20	44	9	6	14	31	32	9	26	36	16	16	157	96	110	82	3	28	7	3	41	10	18	12	10	86	19	24	70	97	5					
		13.47%	18.77%	17.12%	19.13%	21.18%	5.56%	9.22%	14.43%	3.09%	8.70%	6.54%	8.78%	6.94%	4.46%	9.63%	13.33%	8.99%	5.78%	17.12%	11.50%	13.66%	14.86%	0.98%	8.51%	2.49%	4.00%	10.57%	4.10%	5.66%	5.53%	9.90%	16.23%	8.84%	10.81%	12.28%	16.93%	6.10%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1973	198	163	207	169	20	31	24	51	3	10	19	28	23	17	34	8	23	127	112	114	78	60	43	8	4	53	32	27	18	11	89	15	15	49	87	3					
		11.87%	12.52%	12.74%	14.30%	12.13%	7.94%	14.29%	7.87%	17.53%	4.35%	4.67%	5.38%	6.07%	11.39%	6.30%	12.59%	4.49%	8.30%	13.85%	13.41%	14.16%	14.13%	19.61%	13.07%	2.85%	5.33%	13.66%	13.11%	8.49%	8.29%	10.89%	16.79%	6.98%	6.76%	8.60%	15.18%	3.66%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	175	24	22	12	19	0	0	1	1	0	0	2	2	1	2	2	0	0	5	11	17	9	2	5	1	0	2	4	2	0	1	5	3	3	4	13	0					
		1.05%	1.52%	1.72%	0.83%	1.36%	0.00%	0.00%	0.33%	0.34%	0.00%	0.00%	0.57%	0.43%	0.50%	0.74%	0.74%	0.00%	0.00%	0.55%	1.32%	2.11%	1.63%	0.65%	1.52%	0.36%	0.00%	0.52%	1.64%	0.63%	0.00%	0.99%	0.94%	1.40%	1.35%	0.70%	2.27%	0.00%					
