Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Чаплыгинская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920					
1	"Число избирателей, внесенных в списки избирателей"	26374	2937	2165	2736	2615	340	318	472	327	113	296	647	666	317	381	359	300	346	1598	1108	1134	907	385	480	309	97	694	328	389	296	113	905	312	322	826	743	93					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25886	2922	2107	2676	2606	337	313	423	316	111	291	660	668	293	360	375	294	340	1583	1094	1117	866	350	460	300	96	670	316	388	295	110	884	297	319	777	778	94					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14189	1504	1028	1299	1342	198	217	229	187	43	202	365	349	153	196	157	159	172	865	665	695	552	228	205	194	63	331	157	247	176	71	479	182	111	592	504	72					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4514	170	153	160	143	107	69	156	72	42	82	141	184	138	137	154	105	142	187	159	126	180	119	255	67	27	127	140	108	91	31	170	88	184	152	135	13					
6	Число погашенных избирательных бюллетеней	7183	1248	926	1217	1121	32	27	38	57	26	7	154	135	2	27	64	30	26	531	270	296	134	3	0	39	6	212	19	33	28	8	235	27	24	33	139	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4514	170	153	160	143	107	69	156	72	42	82	141	184	138	137	154	105	142	187	159	126	180	119	255	67	27	127	140	108	91	31	170	88	184	152	135	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14185	1503	1028	1298	1342	198	217	229	187	43	202	365	349	153	196	157	159	172	865	664	695	552	228	205	194	63	331	157	247	176	71	478	182	111	592	504	72					
9	Число недействительных избирательных бюллетеней	628	24	144	33	11	13	16	4	1	0	3	5	4	0	7	19	13	9	8	12	27	40	28	24	0	0	2	10	0	17	0	71	9	7	58	8	1					
10	Число действительных избирательных бюллетеней	18071	1649	1037	1425	1474	292	270	381	258	85	281	501	529	291	326	292	251	305	1044	811	794	692	319	436	261	90	456	287	355	250	102	577	261	288	686	631	84					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	441	44	48	58	46	6	3	4	3	2	3	17	7	8	4	4	3	8	31	21	21	9	4	5	3	2	7	3	4	6	2	9	5	3	8	28	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	365	44	48	58	46	4	0	1	2	0	0	15	7	5	4	4	0	8	28	13	18	3	4	1	0	0	0	2	4	5	0	5	5	0	4	27	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	77	6	9	9	5	3	1	1	1	0	2	2	1	3	0	2	0	0	3	2	1	2	1	0	2	2	1	2	1	4	1	1	3	0	4	2	0					
