Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Ливенская городская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №799	УИК №811					
1	"Число избирателей, внесенных в списки избирателей"	41567	1226	1064	1089	1134	1140	2829	1347	1246	1345	1286	1695	2124	1360	1627	1359	1308	1267	1370	1249	1758	2456	1308	2340	1442	1523	1968	237	1201	269					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40870	1200	1000	1000	1100	1100	2800	1300	1200	1300	1300	1700	2100	1300	1600	1300	1300	1200	1400	1200	1700	2500	1300	2300	1400	1600	2000	200	1200	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	27613	833	634	613	729	719	1716	862	882	843	880	1045	1452	863	1025	797	919	871	984	901	1313	1727	883	1534	894	1231	1582	158	647	76					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2416	83	125	208	119	67	225	57	30	80	44	82	91	84	78	167	78	37	17	28	9	47	27	71	90	36	40	26	177	193					
6	Число погашенных избирательных бюллетеней	10841	284	241	179	252	314	859	381	288	377	376	573	557	353	497	336	303	292	399	271	378	726	390	695	416	333	378	16	376	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2416	83	125	208	119	67	225	57	30	80	44	82	91	84	78	167	78	37	17	28	9	47	27	71	90	36	40	26	177	193					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27598	833	634	613	728	719	1716	862	873	843	880	1043	1452	863	1025	797	919	871	984	901	1313	1724	883	1534	894	1231	1582	158	647	76					
9	Число недействительных избирательных бюллетеней	493	12	24	85	10	6	7	6	9	11	9	16	46	17	10	13	8	3	8	10	7	47	12	37	21	27	14	4	8	6					
10	Число действительных избирательных бюллетеней	29521	904	735	736	837	780	1934	913	894	912	915	1109	1497	930	1093	951	989	905	993	919	1315	1724	898	1568	963	1240	1608	180	816	263					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	557	20	10	10	14	19	26	15	20	20	15	25	30	25	25	15	15	20	15	15	35	35	25	20	15	30	25	3	15	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	489	17	10	7	12	16	22	15	19	20	13	18	26	21	24	15	15	20	15	12	27	31	15	20	15	26	23	3	12	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	278	9	6	7	8	7	10	18	17	5	7	8	23	10	7	4	7	1	9	4	15	5	7	35	13	10	2	6	11	7					
14	Число погашенных неиспользованных открепительных удостоверений	68	3	0	3	2	3	4	0	1	0	2	7	4	4	1	0	0	0	0	3	8	4	10	0	0	4	2	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	0	4	0	2	1	2	0	2	3	3	0	4	1	3	2	0	0	2	1	6	2	0	0	1	3	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	340	9	10	5	6	13	28	11	12	16	4	16	16	16	17	10	11	1	14	5	21	15	13	19	4	22	16	2	8	0					
		1.13%	0.98%	1.32%	0.61%	0.71%	1.65%	1.44%	1.20%	1.33%	1.73%	0.43%	1.42%	1.04%	1.69%	1.54%	1.04%	1.10%	0.11%	1.40%	0.54%	1.59%	0.85%	1.43%	1.18%	0.41%	1.74%	0.99%	1.09%	0.97%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	196	4	7	2	7	6	13	10	3	5	2	9	4	7	10	12	3	1	6	4	16	11	6	12	8	8	11	1	8	0					
		0.65%	0.44%	0.92%	0.24%	0.83%	0.76%	0.67%	1.09%	0.33%	0.54%	0.22%	0.80%	0.26%	0.74%	0.91%	1.24%	0.30%	0.11%	0.60%	0.43%	1.21%	0.62%	0.66%	0.75%	0.81%	0.63%	0.68%	0.54%	0.97%	0.00%					
20	3.Политическая партия «Демократическая партия России»	31	1	1	2	1	1	0	1	3	1	2	0	1	1	0	0	1	2	0	1	4	1	1	1	1	1	3	0	0	0					
		0.10%	0.11%	0.13%	0.24%	0.12%	0.13%	0.00%	0.11%	0.33%	0.11%	0.22%	0.00%	0.06%	0.11%	0.00%	0.00%	0.10%	0.22%	0.00%	0.11%	0.30%	0.06%	0.11%	0.06%	0.10%	0.08%	0.18%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5911	172	152	80	177	149	379	153	177	169	211	249	368	179	232	181	195	201	215	177	288	382	200	301	202	263	260	49	122	28					
		19.69%	18.78%	20.03%	9.74%	20.90%	18.96%	19.53%	16.65%	19.60%	18.31%	22.84%	22.13%	23.85%	18.90%	21.03%	18.78%	19.56%	22.14%	21.48%	19.05%	21.79%	21.57%	21.98%	18.75%	20.53%	20.76%	16.03%	26.63%	14.81%	10.41%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	254	7	5	1	1	1	7	7	8	8	8	13	9	11	9	5	8	13	7	15	18	34	15	14	10	9	7	2	1	1					
		0.85%	0.76%	0.66%	0.12%	0.12%	0.13%	0.36%	0.76%	0.89%	0.87%	0.87%	1.16%	0.58%	1.16%	0.82%	0.52%	0.80%	1.43%	0.70%	1.61%	1.36%	1.92%	1.65%	0.87%	1.02%	0.71%	0.43%	1.09%	0.12%	0.37%					
23	6.Политическая партия «Партия социальной справедливости»	58	2	1	1	3	0	3	2	1	1	0	1	4	2	0	0	4	1	1	4	7	4	1	2	3	2	5	0	2	1					
