Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Пролетарская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883					
1	"Число избирателей, внесенных в список"	68695	1685	1992	1676	1787	231	1542	1893	1496	2171	1853	2489	2612	2074	2664	2160	2778	230	1603	2027	2075	2445	2182	1980	2280	2330	2061	2209	2282	1826	2624	1876	2645	2389	2528					
2	Число полученных избирательных бюллетеней	68290	1700	2000	1800	1900	250	1500	2000	1600	2200	1700	2500	2400	2000	2700	2000	2700	240	1600	1900	2200	2500	2000	2000	2100	2300	2000	2200	2300	1900	2500	1900	2700	2400	2600					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	56449	1317	1539	1301	1338	184	1407	1631	1189	1704	1543	2011	2127	1669	2330	1799	2233	214	1322	1830	1856	2055	1693	1528	1849	2045	1660	1756	1943	1318	2179	1563	2359	1881	2076					
5	"Число избирательных бюллетеней, выданных вне помещения"	3360	120	143	118	137	47	67	44	142	35	30	72	121	51	86	86	74	16	28	33	134	105	227	98	98	37	95	129	131	263	189	23	145	118	118					
6	Число погашенных избирательных бюллетеней	8481	263	318	381	425	19	26	325	269	461	127	417	152	280	284	115	393	10	250	37	210	340	80	374	153	218	245	315	226	319	132	314	196	401	406					
7	Число избирательных бюллетеней в переносных ящиках	3360	120	143	118	137	47	67	44	142	35	30	72	121	51	86	86	74	16	28	33	134	105	227	98	98	37	95	129	131	263	189	23	145	118	118					
8	Число бюллетеней в стационарных ящиках для голосования	56427	1317	1539	1300	1338	184	1407	1631	1189	1704	1543	2011	2127	1669	2325	1798	2228	214	1322	1830	1856	2055	1693	1528	1843	2045	1660	1756	1943	1318	2179	1563	2355	1881	2076					
9	Число недействительных избирательных бюллетеней	1312	0	6	35	9	0	21	11	11	15	14	201	205	14	11	12	15	1	10	17	12	10	0	7	7	3	75	133	9	19	116	15	7	128	163					
10	Число действительных избирательных бюллетеней	58475	1437	1676	1383	1466	231	1453	1664	1320	1724	1559	1882	2043	1706	2400	1872	2287	229	1340	1846	1978	2150	1920	1619	1934	2079	1680	1752	2065	1562	2252	1571	2493	1871	2031					
11	Число полученных открепительных  удостоверений	2076	50	60	60	60	0	58	68	50	60	50	80	75	60	88	60	70	1	50	60	70	70	60	60	60	70	60	60	60	60	70	60	98	78	80					
12	Число выданных открепительных удостоверений	1798	50	60	40	50	0	58	68	37	45	44	65	68	48	83	56	65	1	39	60	70	50	48	52	51	63	40	54	48	52	58	55	96	59	65					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1419	21	53	73	26	222	11	34	15	17	6	44	280	4	23	9	43	24	17	87	27	15	28	24	16	14	25	17	56	19	25	15	44	63	22					
14	Число неиспользованных открепительных удостоверений	278	0	0	20	10	0	0	0	13	15	6	15	7	12	5	4	5	0	11	0	0	20	12	8	9	7	20	6	12	8	12	5	2	19	15					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	1383	43	29	58	47	1	14	54	14	47	45	64	72	53	62	39	72	0	22	15	26	36	25	52	45	55	42	30	33	17	40	51	96	47	37					
		2.31%	2.99%	1.72%	4.09%	3.19%	0.43%	0.95%	3.22%	1.05%	2.70%	2.86%	3.07%	3.20%	3.08%	2.57%	2.07%	3.13%	0.00%	1.63%	0.81%	1.31%	1.67%	1.30%	3.20%	2.32%	2.64%	2.39%	1.59%	1.59%	1.08%	1.69%	3.22%	3.84%	2.35%	1.69%					
19	. Малышкин Олег Александрович	968	14	22	30	24	1	10	27	8	39	27	40	31	35	42	40	50	0	32	5	10	37	37	30	47	36	29	25	27	25	19	46	38	43	42					
		1.62%	0.97%	1.31%	2.12%	1.63%	0.43%	0.68%	1.61%	0.60%	2.24%	1.72%	1.92%	1.38%	2.03%	1.74%	2.12%	2.17%	0.00%	2.37%	0.27%	0.50%	1.71%	1.93%	1.85%	2.42%	1.73%	1.65%	1.33%	1.30%	1.58%	0.80%	2.90%	1.52%	2.15%	1.91%					
20	. Миронов Сергей Михайлович	292	6	9	3	7	0	9	9	4	10	22	5	17	11	8	3	12	0	8	5	8	9	4	15	12	8	3	8	5	15	11	14	13	15	4					
		0.49%	0.42%	0.54%	0.21%	0.47%	0.00%	0.61%	0.54%	0.30%	0.58%	1.40%	0.24%	0.76%	0.64%	0.33%	0.16%	0.52%	0.00%	0.59%	0.27%	0.40%	0.42%	0.21%	0.92%	0.62%	0.38%	0.17%	0.42%	0.24%	0.95%	0.46%	0.88%	0.52%	0.75%	0.18%					
