Выборы Президента Российской Федерации																																									
Дата голосования: 02.03.2008																																									
																																									
Наименование Избирательной комиссии:    Пролетарская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
	Число участковых избирательных комиссий	34																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																							
																																									
		Сумма	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844					
1	"Число избирателей, включенных в списки избирателей"	75095	1844	2159	2097	2063	111	1633	1916	1614	2769	1996	2635	2457	2070	2771	2412	2674	250	1847	2074	2374	2774	2307	2021	2904	2813	2399	2340	2314	2099	2754	2292	2671	2717	2924					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	73300	1750	2200	2000	2000	200	1550	2000	1550	2600	1900	2550	2400	2100	2650	2400	2700	250	1750	2100	2400	2550	2200	2000	2850	2650	2300	2300	2300	2000	2600	2300	2700	2600	2900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	65553	1658	1812	1659	1694	27	1381	1880	1416	2512	1619	2387	2162	1790	1957	2108	2460	181	1721	2027	2150	2164	1915	1824	2772	2505	2153	2039	1995	1531	2375	2150	2389	2340	2800					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3309	57	150	145	204	84	141	36	77	52	126	71	91	74	139	100	68	69	18	47	80	98	50	103	19	58	87	99	125	368	166	26	116	124	41					
6	Число погашенных избирательных бюллетеней	4438	35	238	196	102	89	28	84	57	36	155	92	147	236	554	192	172	0	11	26	170	288	235	73	59	87	60	162	180	101	59	124	195	136	59					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3309	57	150	145	204	84	141	36	77	52	126	71	91	74	139	100	68	69	18	47	80	98	50	103	19	58	87	99	125	368	166	26	116	124	41					
8	Число бюллетеней в стационарных ящиках для голосования	65506	1657	1799	1653	1694	27	1381	1880	1415	2512	1616	2387	2161	1790	1957	2106	2460	181	1721	2027	2143	2158	1913	1824	2772	2503	2153	2039	1995	1531	2375	2150	2389	2340	2797					
