Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Верхнемамонская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619					
1	"Число избирателей, внесенных в списки избирателей"	16875	584	1108	1953	1747	817	622	702	40	61	1108	706	1041	669	662	1704	842	551	1451	507					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16841	576	1112	1815	1779	803	636	723	41	62	1094	714	1048	677	674	1713	843	556	1455	520					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12932	413	893	1570	1627	679	452	550	36	39	749	561	655	440	512	1323	656	416	973	388					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3221	147	200	220	96	107	160	139	3	22	315	131	360	219	138	240	163	122	344	95					
6	Число погашенных избирательных бюллетеней	688	16	19	25	56	17	24	34	2	1	30	22	33	18	24	150	24	18	138	37					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3221	147	200	220	96	107	160	139	3	22	315	131	360	219	138	240	163	122	344	95					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12932	413	893	1570	1627	679	452	550	36	39	749	561	655	440	512	1323	656	416	973	388					
9	Число недействительных избирательных бюллетеней	121	2	3	8	26	0	0	1	2	0	22	2	3	7	0	3	12	6	21	3					
10	Число действительных избирательных бюллетеней	16032	558	1090	1782	1697	786	612	688	37	61	1042	690	1012	652	650	1560	807	532	1296	480					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	295	25	20	50	51	5	17	26	0	3	12	4	10	10	10	8	10	4	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	250	20	16	35	37	5	17	26	0	2	10	4	10	10	10	8	10	4	16	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	116	2	5	18	18	8	5	3	3	1	22	1	4	5	0	11	0	1	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	45	5	4	15	14	0	0	0	0	1	2	0	0	0	0	0	0	0	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	304	16	10	43	40	13	11	7	1	2	5	1	17	27	4	57	12	4	34	0					
		1.88%	2.86%	0.91%	2.40%	2.32%	1.65%	1.80%	1.02%	2.56%	3.28%	0.47%	0.14%	1.67%	4.10%	0.62%	3.65%	1.47%	0.74%	2.58%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	29	4	0	5	8	2	0	0	0	0	1	1	0	1	0	3	0	2	2	0					
		0.18%	0.71%	0.00%	0.28%	0.46%	0.25%	0.00%	0.00%	0.00%	0.00%	0.09%	0.14%	0.00%	0.15%	0.00%	0.19%	0.00%	0.37%	0.15%	0.00%					
20	3.Политическая партия «Демократическая партия России»	16	0	0	4	5	0	0	0	0	0	2	0	0	0	0	2	0	0	3	0					
		0.10%	0.00%	0.00%	0.22%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.23%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1272	40	51	259	150	70	12	11	5	6	58	65	86	83	32	143	57	40	100	4					
		7.87%	7.14%	4.67%	14.47%	8.71%	8.91%	1.96%	1.60%	12.82%	9.84%	5.45%	9.39%	8.47%	12.59%	4.92%	9.15%	6.96%	7.43%	7.59%	0.83%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	18	0	0	4	2	1	0	0	0	0	0	0	0	0	0	3	0	0	8	0					
		0.11%	0.00%	0.00%	0.22%	0.12%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.61%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	14	0	2	4	1	0	0	2	0	0	0	0	0	4	0	0	0	0	1	0					
		0.09%	0.00%	0.18%	0.22%	0.06%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	968	60	12	186	134	67	11	21	0	2	41	19	29	31	27	140	41	48	85	14					
		5.99%	10.71%	1.10%	10.39%	7.78%	8.52%	1.80%	3.05%	0.00%	3.28%	3.85%	2.75%	2.86%	4.70%	4.15%	8.96%	5.01%	8.92%	6.45%	2.90%					
