Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Верхнемамонская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619					
1	"Число избирателей, внесенных в список избирателей"	16614	593	1133	1021	910	1940	868	602	660	91	1012	682	965	656	659	1636	820	506	1389	471					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17237	631	1169	1051	943	1988	889	634	713	107	1011	705	985	678	694	1680	871	550	1445	493					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11407	399	736	674	588	1602	548	392	461	56	599	451	659	422	469	1268	554	300	889	340					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3070	105	171	74	142	132	145	171	139	31	290	200	271	163	119	254	109	144	315	95					
6	Число погашенных избирательных бюллетеней	2760	127	262	303	213	254	196	71	113	20	122	54	55	93	106	158	208	106	241	58					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3070	105	171	74	142	132	145	171	139	31	290	200	271	163	119	254	109	144	315	95					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11407	399	736	674	588	1602	548	392	461	56	599	451	659	422	469	1268	554	300	889	340					
9	Число недействительных избирательных бюллетеней	132	3	6	17	15	3	11	2	2	0	14	0	2	14	4	4	14	5	10	6					
10	Число действительных избирательных бюллетеней	14345	501	901	731	715	1731	682	561	598	87	875	651	928	571	584	1518	649	439	1194	429					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	405	21	26	30	27	32	12	21	25	5	22	7	16	20	16	16	30	32	23	24					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	405	21	26	30	27	32	12	21	25	5	22	7	16	20	16	16	30	32	23	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	106	2	8	8	6	16	1	7	4	1	14	1	5	6	3	4	5	3	10	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	0	0	1	0	10	0	7	13	0	0	0	0	0	0	2	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2462	103	173	139	144	298	174	61	124	15	98	49	188	110	100	118	128	96	246	98					
		17.01%	20.44%	19.07%	18.58%	19.73%	17.19%	25.11%	10.83%	20.67%	17.24%	11.02%	7.53%	20.22%	18.80%	17.01%	7.75%	19.31%	21.62%	20.43%	22.53%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1109	63	100	101	95	141	67	21	34	1	52	8	18	60	59	81	45	43	79	41					
		7.66%	12.50%	11.03%	13.50%	13.01%	8.13%	9.67%	3.73%	5.67%	1.15%	5.85%	1.23%	1.94%	10.26%	10.03%	5.32%	6.79%	9.68%	6.56%	9.43%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	90	4	9	6	2	12	5	0	5	1	6	1	5	8	1	7	6	1	11	0					
		0.62%	0.79%	0.99%	0.80%	0.27%	0.69%	0.72%	0.00%	0.83%	1.15%	0.67%	0.15%	0.54%	1.37%	0.17%	0.46%	0.90%	0.23%	0.91%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2037	88	161	188	144	223	119	49	81	12	78	45	57	106	116	199	129	76	134	32					
		14.07%	17.46%	17.75%	25.13%	19.73%	12.86%	17.17%	8.70%	13.50%	13.79%	8.77%	6.91%	6.13%	18.12%	19.73%	13.07%	19.46%	17.12%	11.13%	7.36%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	113	5	6	15	8	15	3	3	5	0	12	2	3	1	5	3	11	2	13	1					
		0.78%	0.99%	0.66%	2.01%	1.10%	0.87%	0.43%	0.53%	0.83%	0.00%	1.35%	0.31%	0.32%	0.17%	0.85%	0.20%	1.66%	0.45%	1.08%	0.23%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8504	238	452	278	316	1042	313	426	347	58	629	546	655	285	302	1109	328	219	705	256					
		58.74%	47.22%	49.83%	37.17%	43.29%	60.09%	45.17%	75.67%	57.83%	66.67%	70.75%	83.87%	70.43%	48.72%	51.36%	72.86%	49.47%	49.32%	58.55%	58.85%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	30	0	0	4	6	0	1	1	2	0	0	0	2	1	1	1	2	2	6	1					
		0.21%	0.00%	0.00%	0.53%	0.82%	0.00%	0.14%	0.18%	0.33%	0.00%	0.00%	0.00%	0.22%	0.17%	0.17%	0.07%	0.30%	0.45%	0.50%	0.23%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
