Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Избербашская городская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957					
1	"Число избирателей, внесенных в списки"	25679	1537	1819	1597	1631	1758	1744	1787	1587	1772	1650	1739	1703	2841	1617	897					
2	"Число бюллетеней, полученных участковыми комиссиями"	25517	1537	1819	1597	1631	1708	1694	1787	1587	1772	1650	1677	1703	2841	1617	897					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21972	1204	1512	1313	1325	1515	1554	1523	1361	1541	1462	1560	1510	2391	1385	816					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	184	41	7	16	17	14	5	0	8	0	6	5	21	23	21	0					
6	Число погашенных бюллетеней	3361	292	300	268	289	179	135	264	218	231	182	112	172	427	211	81					
7	Число бюллетеней в переносных ящиках для голосования	184	41	7	16	17	14	5	0	8	0	6	5	21	23	21	0					
8	Число бюллетеней в стационарных ящиках для голосования	21972	1204	1512	1313	1325	1515	1554	1523	1361	1541	1462	1560	1510	2391	1385	816					
9	Число недействительных бюллетеней	108	4	0	14	8	7	4	7	43	3	4	2	6	6	0	0					
10	Число действительных бюллетеней	22048	1241	1519	1315	1334	1522	1555	1516	1326	1538	1464	1563	1525	2408	1406	816					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	50	3	3	3	3	3	3	5	6	3	3	3	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	54	4	4	4	4	3	3	5	6	3	3	3	3	3	3	3					
15	Число открепительных удостоверений выданных ТИК	11	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1321	52	98	122	66	81	78	146	88	84	91	92	63	135	96	29					
		5.96%	4.17%	6.45%	9.17%	4.91%	5.29%	5.00%	9.58%	6.42%	5.45%	6.19%	5.87%	4.11%	5.59%	6.82%	3.55%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	7	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.04%	0.0%	0.0%					
28	"11. ""Истинные патриоты России"""	143	5	6	4	7	12	6	9	11	11	10	13	16	15	9	9					
		0.64%	0.40%	0.39%	0.30%	0.52%	0.78%	0.38%	0.59%	0.80%	0.71%	0.68%	0.83%	1.04%	0.62%	0.64%	1.10%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	26	2	3	3	4	0	0	0	0	4	0	6	2	0	0	2					
		0.11%	0.16%	0.19%	0.22%	0.29%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.38%	0.13%	0.0%	0.0%	0.24%					
30	"13. ""Демократическая партия России"""	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.04%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	19	0	2	2	1	2	3	0	4	3	0	0	0	0	0	2					
		0.08%	0.0%	0.13%	0.15%	0.07%	0.13%	0.19%	0.0%	0.29%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	19065	1102	1302	1082	1135	1341	1323	1278	1164	1338	1282	1326	1345	2100	1224	723					
		86.04%	88.51%	85.71%	81.41%	84.57%	87.70%	84.86%	83.91%	85.02%	86.82%	87.32%	84.72%	87.85%	86.99%	87.05%	88.60%					
38	"21. ""Российская Конституционно-демократическая партия"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1381	74	102	101	117	83	141	76	53	93	79	118	81	147	69	47					
		6.23%	5.94%	6.71%	7.59%	8.71%	5.42%	9.04%	4.99%	3.87%	6.03%	5.38%	7.53%	5.29%	6.08%	4.90%	5.75%					
																						
41	Против всех	83	6	6	1	4	3	2	7	6	5	2	8	12	9	8	4					
		0.37%	0.48%	0.39%	0.07%	0.29%	0.19%	0.12%	0.45%	0.43%	0.32%	0.13%	0.51%	0.78%	0.37%	0.56%	0.49%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
