Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
"Наименование Избирательной комиссии:    Барнаул, Железнодорожная"																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58					
1	"Число избирателей, внесенных в списки"	90559	2075	2406	2878	2384	2405	2250	2363	1989	1965	1923	1035	1252	1214	2173	1992	1932	2185	2374	2746	2526	2229	1793	2509	2167	1705	1992	2088	2002	1993	1859	2086	2402	2301	1926	2401	1855	1948	2150	2907	2777	1873	1921	1608					
2	"Число бюллетеней, полученных участковыми комиссиями"	89380	2000	2410	2770	2390	2400	2150	2390	1910	1970	1930	1030	1250	1240	2130	1980	1900	2210	2310	2650	2510	2290	1720	2450	2180	1680	1840	2050	2020	1990	1860	2080	2460	2290	1850	2410	1840	1950	2150	2800	2690	1810	1820	1620					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	48238	857	1488	1460	1558	1578	1120	1588	1229	1192	1158	606	818	754	1251	1099	933	1257	1029	1547	1316	1485	670	860	1027	813	836	987	1055	1042	1030	1181	1399	1260	1034	1297	937	1112	1281	1384	1242	851	645	972					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1894	28	27	33	47	38	7	49	46	54	74	43	30	49	56	27	34	30	30	81	42	46	39	48	23	33	121	29	46	51	35	34	67	61	44	49	63	51	34	46	59	12	42	36					
6	Число погашенных бюллетеней	39250	1115	895	1278	785	784	1023	753	635	724	698	381	402	437	823	854	933	923	1251	1022	1152	759	1011	1542	1130	834	883	1034	919	897	795	865	994	969	772	1064	840	787	835	1370	1389	947	1133	613					
7	Число бюллетеней в переносных ящиках для голосования	1894	28	27	33	47	38	7	49	46	54	74	43	30	49	56	27	34	30	30	81	42	46	39	48	23	33	121	29	46	51	35	34	67	61	44	49	63	51	34	46	59	12	42	36					
8	Число бюллетеней в стационарных ящиках для голосования	48192	855	1488	1459	1558	1577	1120	1588	1229	1186	1158	605	818	754	1251	1099	933	1255	1029	1547	1312	1448	670	860	1027	821	839	987	1057	1042	1029	1177	1411	1256	1034	1295	937	1112	1280	1384	1242	851	645	967					
9	Число недействительных бюллетеней	469	9	4	6	9	14	13	11	7	5	9	5	3	9	0	20	8	11	19	17	6	9	11	12	5	17	10	13	10	16	7	12	19	15	13	11	8	13	23	15	15	13	9	8					
10	Число действительных бюллетеней	49617	874	1511	1486	1596	1601	1114	1626	1268	1235	1223	643	845	794	1307	1106	959	1274	1040	1611	1348	1485	698	896	1045	837	950	1003	1093	1077	1057	1199	1459	1302	1065	1333	992	1150	1291	1415	1286	850	678	995					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1134	19	48	49	37	24	49	41	66	28	30	18	18	18	18	33	30	30	19	19	39	39	18	19	24	24	19	19	19	23	18	18	27	18	18	34	18	18	23	19	19	19	19	29					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	873	8	48	40	33	16	44	40	62	22	22	12	15	15	15	20	25	25	15	17	38	31	4	7	21	20	6	11	18	18	7	13	26	10	12	28	13	11	23	13	11	9	8	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	568	8	17	21	18	21	30	28	21	17	18	12	20	11	15	13	14	8	8	18	16	17	11	9	8	8	9	9	4	14	12	8	13	8	8	14	13	12	9	9	13	5	11	10					
14	Число погашенных открепительных удостоверений	261	11	0	9	4	8	5	1	4	6	8	6	3	3	3	13	5	5	4	2	1	8	14	12	3	4	13	8	1	5	11	5	1	8	6	6	5	7	0	6	8	10	11	8					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	541	13	23	17	14	16	5	15	32	17	5	8	9	9	13	13	9	13	10	13	21	13	5	10	14	6	15	17	10	10	11	12	12	7	17	17	14	11	13	17	5	12	3	15					
		1.08%	1.47%	1.51%	1.13%	0.87%	0.99%	0.44%	0.91%	2.50%	1.37%	0.40%	1.23%	1.06%	1.12%	0.99%	1.15%	0.93%	1.01%	0.94%	0.79%	1.55%	0.87%	0.70%	1.10%	1.33%	0.70%	1.56%	1.67%	0.90%	0.91%	1.03%	0.99%	0.81%	0.53%	1.57%	1.26%	1.4%	0.94%	0.98%	1.18%	0.38%	1.39%	0.43%	1.49%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3140	59	127	202	137	138	79	129	82	120	111	53	79	48	84	87	60	71	54	103	73	94	30	33	33	40	41	33	64	57	39	48	74	46	67	69	42	62	86	76	59	41	34	76					
		6.26%	6.68%	8.38%	13.53%	8.53%	8.54%	7.00%	7.88%	6.43%	9.67%	9.00%	8.17%	9.31%	5.97%	6.42%	7.72%	6.20%	5.52%	5.09%	6.32%	5.39%	6.29%	4.23%	3.63%	3.14%	4.68%	4.27%	3.24%	5.80%	5.21%	3.66%	3.96%	5.00%	3.49%	6.21%	5.13%	4.2%	5.33%	6.54%	5.31%	4.53%	4.75%	4.94%	7.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1460	23	28	12	46	49	10	48	24	29	35	20	29	26	26	25	38	33	11	49	48	49	27	27	27	43	30	20	33	33	34	36	56	59	37	31	46	45	61	30	38	32	18	39					
		2.91%	2.60%	1.84%	0.80%	2.86%	3.03%	0.88%	2.93%	1.88%	2.33%	2.84%	3.08%	3.41%	3.23%	1.98%	2.22%	3.92%	2.56%	1.03%	3.00%	3.54%	3.27%	3.80%	2.97%	2.57%	5.03%	3.12%	1.96%	2.99%	3.01%	3.19%	2.97%	3.78%	4.47%	3.43%	2.30%	4.6%	3.86%	4.64%	2.09%	2.92%	3.70%	2.62%	3.88%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2962	31	103	110	142	97	39	120	66	101	89	68	71	63	95	75	57	93	51	96	101	148	15	16	51	48	43	52	58	53	60	52	54	67	46	60	50	75	69	103	46	40	25	63					
		5.91%	3.51%	6.79%	7.37%	8.84%	6.00%	3.46%	7.33%	5.17%	8.14%	7.22%	10.49%	8.37%	7.84%	7.26%	6.66%	5.89%	7.23%	4.81%	5.89%	7.45%	9.90%	2.11%	1.76%	4.85%	5.62%	4.47%	5.11%	5.25%	4.84%	5.63%	4.29%	3.65%	5.08%	4.26%	4.46%	5.0%	6.44%	5.25%	7.20%	3.53%	4.63%	3.63%	6.28%					
22	"5. ""За Русь Святую"""	193	1	3	4	7	1	2	4	1	7	6	6	4	2	4	1	6	8	3	6	6	4	1	5	3	6	8	6	7	8	6	5	3	0	5	4	2	14	4	8	2	2	3	5					
