Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Красноармейская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957					
1	"Число избирателей, внесенных в списки"	75175	1615	2482	2418	1145	1090	1405	989	2678	1477	2546	1111	759	467	1941	2153	1522	1416	326	634	360	330	366	571	2279	778	941	361	98	160	1969	2118	2608	898	561	957	1008	1018	1086	1481	1061	1144	2412	2734	2905	1610	1005	2111	887	1720	218	166	598	2178	1251	2136	1409	1508					
2	"Число бюллетеней, полученных участковыми комиссиями"	79857	1690	2900	2470	1135	1315	1580	1125	2820	1630	2615	1135	840	930	2030	2260	1580	1500	350	710	400	340	395	620	2430	850	990	410	133	194	1950	2150	2600	870	570	1020	1020	1130	1250	1650	1130	1170	2570	3000	2870	1800	1140	2270	900	1850	230	190	630	2190	1320	2130	1360	1520					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	38916	843	1372	1138	577	619	676	468	1326	751	1159	526	285	396	1045	1253	862	774	219	483	264	219	281	356	1224	591	620	252	92	110	741	908	1183	434	279	474	549	521	590	752	616	634	1063	1472	1536	1076	424	1118	417	1028	128	126	368	888	658	939	511	702					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3100	19	122	67	18	92	63	59	41	51	51	55	57	71	32	34	28	62	2	28	10	17	20	15	174	29	47	18	0	12	89	97	71	78	53	107	80	120	65	58	190	69	15	59	8	57	53	111	56	73	13	7	52	67	22	38	46	52					
6	Число погашенных бюллетеней	37841	828	1406	1265	540	604	841	598	1453	828	1405	554	498	463	953	973	690	664	129	199	126	104	94	249	1032	230	323	140	41	72	1120	1145	1346	358	238	439	391	489	595	840	324	467	1492	1469	1326	667	663	1041	427	749	89	57	210	1235	640	1153	803	766					
7	Число бюллетеней в переносных ящиках для голосования	3099	19	122	67	18	92	63	59	41	51	51	55	57	71	32	34	28	62	2	28	10	17	20	15	174	29	47	18	0	12	89	97	71	78	53	107	80	120	65	58	190	69	15	59	8	57	53	111	55	73	13	7	52	67	22	38	46	52					
8	Число бюллетеней в стационарных ящиках для голосования	38869	841	1372	1138	577	619	676	467	1285	751	1159	526	285	396	1044	1253	862	774	219	483	264	219	280	356	1224	591	620	252	92	110	741	908	1183	434	279	474	549	521	590	752	616	634	1063	1472	1536	1076	424	1118	416	1028	128	126	368	888	658	939	511	702					
9	Число недействительных бюллетеней	700	20	24	18	13	2	15	5	20	12	65	6	7	44	13	20	13	16	0	8	5	6	4	7	14	14	2	5	0	2	4	11	15	8	5	3	5	16	9	7	9	9	25	26	18	6	6	27	9	17	7	0	13	14	8	20	7	16					
10	Число действительных бюллетеней	41268	840	1470	1187	582	709	724	521	1306	790	1145	575	335	423	1063	1267	877	820	221	503	269	230	296	364	1384	606	665	265	92	120	826	994	1239	504	327	578	624	625	646	803	797	694	1053	1505	1526	1127	471	1202	462	1084	134	133	407	941	672	957	550	738					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	695	15	25	24	10	12	14	11	21	15	25	10	8	9	18	19	14	13	3	6	4	3	4	5	18	7	9	4	1	2	15	19	20	8	5	9	9	10	11	14	10	10	24	26	25	18	7	18	8	16	2	2	5	19	12	18	12	14					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	251	3	21	9	1	6	4	6	10	5	13	4	1	2	4	5	6	3	0	4	0	2	1	2	12	0	1	1	0	0	5	9	16	6	3	4	2	0	0	0	1	2	5	7	3	18	3	10	0	12	0	0	3	2	4	4	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	187	2	6	19	1	1	1	1	10	3	4	0	1	1	4	14	6	2	2	0	2	2	3	2	6	3	5	0	0	0	3	3	4	1	2	0	2	2	4	7	2	0	5	7	5	2	4	5	5	6	1	3	2	2	3	0	3	3					
14	Число погашенных открепительных удостоверений	444	12	4	15	9	6	10	5	11	10	12	6	7	7	14	14	8	10	3	2	4	1	3	3	6	7	8	3	1	2	10	10	4	2	2	5	7	10	11	14	9	8	19	19	22	0	4	8	8	4	2	2	2	17	8	14	9	11					
15	Число открепительных удостоверений выданных ТИК	5	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	484	23	25	16	9	13	12	6	23	8	13	9	4	2	14	18	18	13	1	3	1	2	5	2	8	10	9	1	0	2	7	4	15	5	2	2	6	5	3	14	18	1	8	7	22	7	3	13	6	10	2	1	9	4	4	14	5	17					
		1.15%	2.67%	1.67%	1.32%	1.51%	1.82%	1.62%	1.14%	1.73%	0.99%	1.07%	1.54%	1.16%	0.42%	1.30%	1.39%	2.02%	1.55%	0.45%	0.58%	0.36%	0.84%	1.66%	0.53%	0.57%	1.61%	1.34%	0.37%	0.0%	1.63%	0.84%	0.39%	1.19%	0.97%	0.60%	0.34%	0.95%	0.78%	0.45%	1.72%	2.23%	0.14%	0.74%	0.45%	1.42%	0.61%	0.62%	1.05%	1.27%	0.90%	1.41%	0.75%	2.14%	0.41%	0.58%	1.43%	0.89%	2.25%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	607	13	29	33	13	17	11	12	24	20	19	10	10	5	9	11	15	10	6	4	4	2	5	5	19	2	9	2	0	0	12	20	27	2	4	7	10	6	6	4	14	8	20	27	10	10	7	12	3	25	6	4	6	13	9	8	2	6					
