Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Городовиковская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85					
1	"Число избирателей, внесенных в списки избирателей"	13168	1166	916	1471	1776	22	1194	967	798	147	201	126	74	66	563	107	1028	470	55	561	81	130	515	184	153	397					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12302	1100	840	1355	1600	56	1002	900	761	145	180	123	74	65	540	100	964	438	49	551	79	129	520	178	165	388					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8023	627	516	803	1072	4	661	656	523	119	160	98	72	49	354	80	546	274	37	357	79	94	292	126	73	351					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	552	46	50	61	54	18	19	24	57	3	1	0	2	2	52	4	75	25	3	22	0	1	14	6	5	8					
6	Число погашенных избирательных бюллетеней	3727	427	274	491	474	34	322	220	181	23	19	25	0	14	134	16	343	139	9	172	0	34	214	46	87	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	552	46	50	61	54	18	19	24	57	3	1	0	2	2	52	4	75	25	3	22	0	1	14	6	5	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8023	627	516	803	1072	4	661	656	523	119	160	98	72	49	354	80	546	274	37	357	79	94	292	126	73	351					
9	Число недействительных избирательных бюллетеней	52	8	4	9	0	0	4	5	0	0	1	1	0	0	2	0	7	4	0	1	1	2	0	2	0	1					
10	Число действительных избирательных бюллетеней	8523	665	562	855	1126	22	676	675	580	122	160	97	74	51	404	84	614	295	40	378	78	93	306	130	78	358					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	346	30	23	30	30	0	25	25	19	5	5	5	5	5	20	5	25	15	5	20	5	5	14	5	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	177	23	15	22	28	0	25	14	5	1	0	1	2	0	9	2	10	0	0	6	0	0	1	5	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	97	4	11	8	4	1	5	4	6	2	2	0	3	2	4	7	3	4	1	6	1	1	6	4	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	169	7	8	8	2	0	0	11	14	4	5	4	3	5	11	3	15	15	5	14	5	5	13	0	0	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	250	19	11	17	26	0	12	12	8	1	4	5	0	4	21	4	32	15	0	28	4	1	15	5	0	6					
		2.92%	2.82%	1.94%	1.97%	2.31%	0.00%	1.76%	1.76%	1.38%	0.82%	2.48%	5.10%	0.00%	7.84%	5.17%	4.76%	5.15%	5.02%	0.00%	7.39%	5.06%	1.05%	4.90%	3.79%	0.00%	1.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	2	0	2	6	0	4	1	2	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2					
		0.28%	0.30%	0.00%	0.23%	0.53%	0.00%	0.59%	0.15%	0.34%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%					
20	3.Политическая партия «Демократическая партия России»	15	2	1	0	2	0	2	2	1	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0					
		0.17%	0.30%	0.18%	0.00%	0.18%	0.00%	0.29%	0.29%	0.17%	0.00%	0.62%	1.02%	0.00%	0.00%	0.00%	0.00%	0.16%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1366	170	140	171	200	1	95	99	47	6	17	30	3	0	81	0	89	33	10	95	16	2	24	5	3	29					
		15.93%	25.26%	24.73%	19.79%	17.76%	4.55%	13.97%	14.56%	8.10%	4.92%	10.56%	30.61%	4.05%	0.00%	19.95%	0.00%	14.33%	11.04%	25.00%	25.07%	20.25%	2.11%	7.84%	3.79%	3.85%	8.08%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	45	1	4	6	6	0	0	4	2	0	3	0	0	0	1	0	2	3	0	2	1	0	0	5	1	4					
		0.52%	0.15%	0.71%	0.69%	0.53%	0.00%	0.00%	0.59%	0.34%	0.00%	1.86%	0.00%	0.00%	0.00%	0.25%	0.00%	0.32%	1.00%	0.00%	0.53%	1.27%	0.00%	0.00%	3.79%	1.28%	1.11%					
23	6.Политическая партия «Партия социальной справедливости»	9	1	0	2	3	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0					
		0.10%	0.15%	0.00%	0.23%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.25%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	446	34	25	75	51	1	44	37	24	2	7	3	0	4	12	2	39	26	1	20	2	2	7	6	0	22					
		5.20%	5.05%	4.42%	8.68%	4.53%	4.55%	6.47%	5.44%	4.14%	1.64%	4.35%	3.06%	0.00%	7.84%	2.96%	2.38%	6.28%	8.70%	2.50%	5.28%	2.53%	2.11%	2.29%	4.55%	0.00%	6.13%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	428	34	34	62	82	0	41	24	23	3	4	7	2	1	19	6	27	13	1	9	0	7	9	7	6	7					
		4.99%	5.05%	6.01%	7.18%	7.28%	0.00%	6.03%	3.53%	3.97%	2.46%	2.48%	7.14%	2.70%	1.96%	4.68%	7.14%	4.35%	4.35%	2.50%	2.37%	0.00%	7.37%	2.94%	5.30%	7.69%	1.95%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	65	8	1	8	5	0	10	3	5	3	0	1	0	0	1	2	8	5	1	3	0	0	0	0	1	0					
		0.76%	1.19%	0.18%	0.93%	0.44%	0.00%	1.47%	0.44%	0.86%	2.46%	0.00%	1.02%	0.00%	0.00%	0.25%	2.38%	1.29%	1.67%	2.50%	0.79%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5829	391	342	507	735	20	466	490	468	107	121	49	69	42	262	68	409	196	27	219	54	80	251	102	67	287					
