Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Городовиковская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74					
1	"Число избирателей, внесенных в список избирателей"	13989	1185	1118	1242	972	43	1390	1374	1077	815	138	205	124	69	54	574	105	1121	499	624	471	111	157	131	390					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13690	1142	1074	1147	941	40	1373	1313	1023	835	136	205	127	68	50	574	106	1086	516	633	482	113	170	139	397					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7793	699	630	643	513	0	743	730	651	460	97	155	93	48	35	295	67	561	279	280	277	92	101	98	246					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	531	43	31	38	20	39	26	22	34	33	2	1	2	2	0	19	6	114	23	46	16	0	4	4	6					
6	Число погашенных избирательных бюллетеней	5366	400	413	466	408	1	604	561	338	342	37	49	32	18	15	260	33	411	214	307	189	21	65	37	145					
7	Число избирательных бюллетеней в переносных ящиках для голосования	530	43	31	38	20	39	26	22	33	33	2	1	2	2	0	19	6	114	23	46	16	0	4	4	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7788	699	629	643	513	0	743	730	648	460	97	155	93	48	35	295	67	561	279	280	276	92	101	98	246					
9	Число недействительных избирательных бюллетеней	163	6	9	16	15	2	19	7	25	11	1	8	2	0	1	4	0	8	12	7	2	0	0	2	6					
10	Число действительных избирательных бюллетеней	8155	736	651	665	518	37	750	745	656	482	98	148	93	50	34	310	73	667	290	319	290	92	105	100	246					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	336	22	22	22	20	0	21	20	20	15	5	5	5	5	5	20	5	30	15	15	20	10	12	12	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	148	22	7	13	16	0	14	10	9	7	1	0	1	0	0	6	0	7	4	7	6	0	12	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	136	7	7	51	3	0	3	8	12	8	4	3	1	2	4	2	3	1	1	4	2	2	3	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	188	0	15	9	4	0	7	10	11	8	4	5	4	5	5	14	5	23	11	8	14	10	0	10	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	1	2	0	4	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
