Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Верхнедонская районная																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976					
1	"Число избирателей, внесенных в списки избирателей"	17465	121	186	224	604	175	138	2644	1500	321	152	775	712	101	58	1156	104	425	91	156	899	234	181	229	1364	217	156	388	51	117	162	690	92	191	69	229	431	406	196	89	799	231	61	340					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17210	123	187	217	612	173	139	2465	1453	306	143	799	719	96	55	1170	104	421	85	158	905	233	182	231	1307	212	167	390	49	119	155	706	98	194	68	225	443	396	198	88	791	227	61	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12643	99	164	157	500	126	116	1721	972	219	107	521	372	78	51	995	76	382	81	123	715	160	133	162	1047	167	139	270	35	99	136	440	81	160	42	166	270	291	142	71	588	164	49	256					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1781	11	13	28	48	31	14	80	107	76	36	84	167	15	1	54	18	23	0	18	108	36	32	46	143	10	17	87	14	13	0	57	7	8	23	35	63	46	33	15	98	44	0	22					
6	Число погашенных избирательных бюллетеней	2786	13	10	32	64	16	9	664	374	11	0	194	180	3	3	121	10	16	4	17	82	37	17	23	117	35	11	33	0	7	19	209	10	26	3	24	110	59	23	2	105	19	12	62					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1781	11	13	28	48	31	14	80	107	76	36	84	167	15	1	54	18	23	0	18	108	36	32	46	143	10	17	87	14	13	0	57	7	8	23	35	63	46	33	15	98	44	0	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12643	99	164	157	500	126	116	1721	972	219	107	521	372	78	51	995	76	382	81	123	715	160	133	162	1047	167	139	270	35	99	136	440	81	160	42	166	270	291	142	71	588	164	49	256					
9	Число недействительных избирательных бюллетеней	48	0	0	1	0	0	0	6	5	0	0	2	1	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	7	1	2	0	0	0	5	7	0	0	0	3	0	0	1					
10	Число действительных избирательных бюллетеней	14376	110	177	184	548	157	130	1795	1074	295	143	603	538	93	52	1044	94	405	81	141	823	196	165	208	1188	177	156	357	49	105	135	495	88	168	65	196	326	337	175	86	683	208	49	277					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	450	3	3	3	10	3	3	160	90	5	3	5	5	3	3	15	1	5	1	3	10	2	2	8	15	2	3	3	1	2	2	20	2	5	3	5	10	5	3	2	15	2	1	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	239	0	3	0	6	2	1	72	45	5	1	4	3	0	0	10	0	3	0	1	8	2	0	4	15	1	3	2	0	0	0	17	1	5	3	1	10	2	0	0	5	1	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	92	2	2	1	2	3	1	6	7	0	2	2	3	2	2	6	2	2	1	3	2	2	1	2	1	1	1	1	1	2	2	1	1	2	3	3	2	4	2	1	3	3	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	211	3	0	3	4	1	2	88	45	0	2	1	2	3	3	5	1	2	1	2	2	0	2	4	0	1	0	1	1	2	2	3	1	0	0	4	0	3	3	2	10	1	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	395	1	0	0	5	0	8	50	19	10	1	18	17	0	2	29	3	0	1	2	5	1	5	9	4	7	3	0	1	1	19	108	2	4	2	1	8	7	6	0	19	4	2	11					
		2.74%	0.91%	0.00%	0.00%	0.91%	0.00%	6.15%	2.78%	1.76%	3.39%	0.70%	2.98%	3.15%	0.00%	3.85%	2.76%	3.19%	0.00%	1.23%	1.42%	0.61%	0.51%	3.03%	4.33%	0.34%	3.95%	1.92%	0.00%	2.04%	0.89%	13.97%	21.73%	2.27%	2.38%	3.08%	0.50%	2.40%	2.08%	3.43%	0.00%	2.77%	1.92%	4.08%	3.96%					
19	2.Всероссийская политическая партия «Гражданская Сила»	17	0	0	0	1	0	0	6	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0					
		0.12%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.33%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
