Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Майнская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322					
1	"Число избирателей, внесенных в списки"	23913	2293	1710	1667	852	1045	1333	629	348	285	685	540	536	392	572	378	482	107	241	416	708	425	281	895	402	374	580	616	434	276	100	293	107	312	158	478	204	563	1369	656	171					
2	"Число бюллетеней, полученных участковыми комиссиями"	23739	2269	1675	1648	844	1028	1325	626	350	284	684	542	534	386	570	379	472	104	241	407	721	424	275	894	400	378	576	617	432	272	101	292	107	310	159	481	203	558	1356	648	167					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13183	1275	830	683	389	595	782	435	175	158	309	327	307	250	232	226	281	72	139	216	389	259	158	512	250	191	398	293	281	202	72	179	67	187	96	314	139	362	686	356	111					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1240	47	58	36	37	33	41	55	40	0	26	8	75	16	7	48	15	4	6	45	55	0	20	27	8	46	30	105	30	0	8	29	19	23	18	18	6	59	82	55	5					
6	Число погашенных бюллетеней	9316	947	787	929	418	400	502	136	135	126	349	207	152	120	331	105	176	28	96	146	277	165	97	355	142	141	148	219	121	70	21	84	21	100	45	149	58	137	588	237	51					
7	Число бюллетеней в переносных ящиках для голосования	1240	47	58	36	37	33	41	55	40	0	26	8	75	16	7	48	15	4	6	45	55	0	20	27	8	46	30	105	30	0	8	29	19	23	18	18	6	59	82	55	5					
8	Число бюллетеней в стационарных ящиках для голосования	13184	1275	830	681	389	595	782	440	175	157	309	327	307	250	232	226	281	72	139	215	389	259	158	512	250	191	398	293	281	202	72	179	67	187	96	314	139	362	686	356	111					
9	Число недействительных бюллетеней	324	32	15	36	4	8	11	5	11	0	0	5	6	11	8	0	8	3	7	18	2	7	12	15	14	7	0	6	4	4	0	5	2	8	0	12	9	4	14	8	3					
10	Число действительных бюллетеней	14100	1290	873	681	422	620	812	490	204	157	335	330	376	255	231	274	288	73	138	242	442	252	166	524	244	230	428	392	307	198	80	203	84	202	114	320	136	417	754	403	113					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	540	30	30	30	30	30	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	50	13	6	3	1	2	4	0	0	0	2	0	0	2	0	2	1	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	4	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	62	8	6	1	0	2	0	2	0	1	5	1	1	3	1	1	3	0	0	1	1	1	1	0	0	0	3	1	1	0	0	1	0	2	0	0	0	6	8	0	1					
14	Число погашенных открепительных удостоверений	490	17	24	27	29	28	26	10	10	10	8	10	10	8	10	8	9	10	10	10	5	10	10	9	10	10	9	10	10	10	10	10	10	9	10	10	10	8	26	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
