Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Спасская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088					
1	"Число избирателей, внесенных в список избирателей"	10128	376	334	144	188	202	80	177	520	225	107	398	107	337	181	132	97	352	89	341	1520	1435	1400	368	395	623					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10334	400	343	155	189	220	80	182	530	227	107	416	120	346	188	142	96	356	87	350	1528	1460	1412	370	409	621					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6205	202	196	93	161	134	48	119	375	117	80	287	77	200	121	109	71	184	64	245	1012	715	706	226	238	425					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1232	55	41	3	9	21	25	45	49	60	12	60	20	22	28	14	20	108	8	42	159	112	133	52	57	77					
6	Число погашенных избирательных бюллетеней	2897	143	106	59	19	65	7	18	106	50	15	69	23	124	39	19	5	64	15	63	357	633	573	92	114	119					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1232	55	41	3	9	21	25	45	49	60	12	60	20	22	28	14	20	108	8	42	159	112	133	52	57	77					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6205	202	196	93	161	134	48	119	375	117	80	287	77	200	121	109	71	184	64	245	1012	715	706	226	238	425					
9	Число недействительных избирательных бюллетеней	84	3	0	3	1	0	0	5	6	3	0	2	0	12	2	0	0	0	1	3	13	10	12	2	2	4					
10	Число действительных избирательных бюллетеней	7353	254	237	93	169	155	73	159	418	174	92	345	97	210	147	123	91	292	71	284	1158	817	827	276	293	498					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	384	20	15	10	5	10	5	10	20	10	5	15	7	15	7	10	5	15	5	15	35	46	35	20	24	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	234	17	12	4	0	9	0	1	4	1	0	1	1	6	7	5	0	5	1	6	35	46	33	13	22	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	52	2	4	2	1	2	1	1	2	1	1	3	0	1	2	1	1	2	1	2	10	1	4	1	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	150	3	3	6	5	1	5	9	16	9	5	14	6	9	0	5	5	10	4	9	0	0	2	7	2	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	3	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	2	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	592	23	28	9	8	16	6	1	56	8	14	19	7	23	11	5	4	14	5	3	62	83	89	28	30	40					
		7.96%	8.95%	11.81%	9.38%	4.71%	10.32%	8.22%	0.61%	13.21%	4.52%	15.22%	5.48%	7.22%	10.36%	7.38%	4.07%	4.40%	4.79%	6.94%	1.05%	5.29%	10.04%	10.61%	10.07%	10.17%	7.97%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	752	28	35	13	11	23	6	5	36	6	4	15	7	38	16	4	6	22	12	30	123	95	88	20	51	58					
		10.11%	10.89%	14.77%	13.54%	6.47%	14.84%	8.22%	3.05%	8.49%	3.39%	4.35%	4.32%	7.22%	17.12%	10.74%	3.25%	6.59%	7.53%	16.67%	10.45%	10.50%	11.49%	10.49%	7.19%	17.29%	11.55%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	1	1	1	1	1	0	1	5	0	0	3	0	1	1	0	0	0	0	4	5	8	7	0	3	3					
		0.62%	0.39%	0.42%	1.04%	0.59%	0.65%	0.00%	0.61%	1.18%	0.00%	0.00%	0.86%	0.00%	0.45%	0.67%	0.00%	0.00%	0.00%	0.00%	1.39%	0.43%	0.97%	0.83%	0.00%	1.02%	0.60%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1385	66	19	21	26	45	9	33	85	31	9	56	12	46	23	16	10	58	13	29	236	190	182	45	56	69					
		18.62%	25.68%	8.02%	21.88%	15.29%	29.03%	12.33%	20.12%	20.05%	17.51%	9.78%	16.14%	12.37%	20.72%	15.44%	13.01%	10.99%	19.86%	18.06%	10.10%	20.15%	22.97%	21.69%	16.19%	18.98%	13.75%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	74	2	3	1	3	2	0	0	2	1	0	2	0	2	4	1	1	0	0	1	19	10	10	1	6	3					
		0.99%	0.78%	1.27%	1.04%	1.76%	1.29%	0.00%	0.00%	0.47%	0.56%	0.00%	0.58%	0.00%	0.90%	2.68%	0.81%	1.10%	0.00%	0.00%	0.35%	1.62%	1.21%	1.19%	0.36%	2.03%	0.60%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4475	132	151	48	118	68	52	118	233	127	62	249	71	100	90	97	70	196	40	217	711	428	448	181	147	321					
		60.17%	51.36%	63.71%	50.00%	69.41%	43.87%	71.23%	71.95%	54.95%	71.75%	67.39%	71.76%	73.20%	45.05%	60.40%	78.86%	76.92%	67.12%	55.56%	75.61%	60.72%	51.75%	53.40%	65.11%	49.83%	63.94%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	29	2	0	0	2	0	0	1	1	1	3	1	0	0	2	0	0	2	1	0	2	3	3	1	0	4					
		0.39%	0.78%	0.00%	0.00%	1.18%	0.00%	0.00%	0.61%	0.24%	0.56%	3.26%	0.29%	0.00%	0.00%	1.34%	0.00%	0.00%	0.68%	1.39%	0.00%	0.17%	0.36%	0.36%	0.36%	0.00%	0.80%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
