Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Полевская городская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442	УИК №2443	УИК №2444					
1	"Число избирателей, внесенных в списки избирателей"	61662	909	1592	2263	2712	2478	1873	1323	1451	2002	1720	1634	1647	1929	1433	2579	2656	2133	1969	2899	2665	2229	2628	1925	1873	2315	1427	1708	1610	387	1199	579	664	988	854	1409					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	59000	850	1550	2100	2500	2400	1800	1200	1450	1900	1700	1650	1650	1800	1300	2600	2700	2100	1950	2800	2400	2250	2600	1900	1850	2300	1250	1500	1400	300	1200	450	600	850	750	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	34					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	34597	498	960	1344	1334	1426	957	745	789	1248	977	1046	997	1053	846	1557	1568	1305	1245	1800	1398	1249	1385	1110	1029	1350	667	821	523	257	634	315	365	553	510	736					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2072	27	49	119	162	41	44	11	29	33	37	21	15	77	85	31	18	15	16	14	207	57	42	34	37	45	41	65	245	16	88	41	57	53	57	143					
6	Число погашенных избирательных бюллетеней	22250	325	541	637	1004	933	799	444	632	619	686	583	638	670	369	1012	1114	780	689	986	795	944	1173	756	784	905	542	614	632	27	431	94	178	244	183	487					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2154	27	49	119	162	41	44	12	29	33	37	21	15	77	85	31	18	15	16	14	207	57	42	34	37	45	41	65	245	16	135	41	57	53	57	177					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34590	498	960	1344	1334	1426	957	744	789	1248	977	1046	996	1053	846	1557	1568	1305	1245	1800	1395	1248	1385	1110	1029	1350	666	821	523	257	634	315	365	553	510	736					
9	Число недействительных избирательных бюллетеней	354	1	16	15	12	18	10	20	6	12	2	16	8	12	1	19	17	13	16	14	10	12	20	9	15	11	5	6	5	2	6	3	12	3	6	1					
10	Число действительных избирательных бюллетеней	36390	524	993	1448	1484	1449	991	736	812	1269	1012	1051	1003	1118	930	1569	1569	1307	1245	1800	1592	1293	1407	1135	1051	1384	702	880	763	271	763	353	410	603	561	912					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	625	9	16	22	25	24	18	17	15	19	17	22	17	18	13	26	27	22	20	28	24	23	26	20	20	23	13	15	14	3	12	5	6	9	13	24					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	585	8	16	21	25	24	18	17	14	19	15	21	17	10	9	26	26	22	20	27	24	23	26	19	17	23	13	8	12	3	8	5	5	7	13	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	463	9	11	20	18	14	12	17	10	18	14	17	10	14	7	6	12	10	11	11	3	7	11	10	14	14	5	21	13	12	6	37	15	17	24	13					
14	Число погашенных неиспользованных открепительных удостоверений	40	1	0	1	0	0	0	0	1	0	2	1	0	8	4	0	1	0	0	1	0	0	0	1	3	0	0	7	2	0	4	0	1	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	2	2	1	1	0	1	1	4	1	0	0	0	0	1	1	1	0	3	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	727	8	27	28	27	42	14	15	22	23	25	20	22	49	17	27	30	30	15	23	28	20	22	24	26	30	13	18	11	6	8	10	4	13	11	19					
		1.98%	1.52%	2.68%	1.91%	1.80%	2.86%	1.40%	1.98%	2.69%	1.80%	2.47%	1.87%	2.18%	4.34%	1.83%	1.70%	1.89%	2.27%	1.19%	1.27%	1.75%	1.53%	1.54%	2.10%	2.44%	2.15%	1.84%	2.03%	1.43%	2.20%	1.04%	2.81%	0.95%	2.15%	1.94%	2.08%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1048	13	24	34	50	38	21	21	17	29	34	35	29	29	40	58	72	60	45	77	37	35	35	22	32	24	14	14	23	11	7	9	11	6	8	34					
		2.85%	2.48%	2.38%	2.32%	3.34%	2.59%	2.10%	2.78%	2.08%	2.26%	3.35%	3.28%	2.87%	2.57%	4.30%	3.65%	4.54%	4.55%	3.57%	4.24%	2.31%	2.68%	2.45%	1.92%	3.00%	1.72%	1.98%	1.58%	2.99%	4.03%	0.91%	2.53%	2.61%	0.99%	1.41%	3.72%					
20	3.Политическая партия «Демократическая партия России»	27	0	2	0	1	2	0	0	0	1	0	0	1	0	1	2	0	0	1	1	5	2	3	0	0	0	0	0	1	1	1	0	0	0	2	0					
		0.07%	0.00%	0.20%	0.00%	0.07%	0.14%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.10%	0.00%	0.11%	0.13%	0.00%	0.00%	0.08%	0.06%	0.31%	0.15%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.37%	0.13%	0.00%	0.00%	0.00%	0.35%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2460	40	67	89	108	117	69	44	57	120	66	92	74	101	73	98	95	95	80	65	105	98	86	109	83	90	40	71	36	14	42	12	36	27	22	39					
		6.69%	7.62%	6.64%	6.08%	7.22%	7.98%	6.89%	5.82%	6.97%	9.37%	6.51%	8.62%	7.32%	8.94%	7.84%	6.17%	5.99%	7.20%	6.34%	3.58%	6.55%	7.51%	6.03%	9.53%	7.79%	6.45%	5.66%	8.01%	4.69%	5.13%	5.46%	3.37%	8.53%	4.46%	3.88%	4.27%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	419	6	12	25	23	24	16	5	9	21	12	14	15	13	19	19	13	11	13	14	11	20	8	10	12	14	10	9	16	2	9	3	1	4	2	4					
		1.14%	1.14%	1.19%	1.71%	1.54%	1.64%	1.60%	0.66%	1.10%	1.64%	1.18%	1.31%	1.48%	1.15%	2.04%	1.20%	0.82%	0.83%	1.03%	0.77%	0.69%	1.53%	0.56%	0.87%	1.13%	1.00%	1.41%	1.02%	2.08%	0.73%	1.17%	0.84%	0.24%	0.66%	0.35%	0.44%					
23	6.Политическая партия «Партия социальной справедливости»	107	0	2	4	2	3	4	1	1	4	1	5	2	1	2	6	6	4	6	10	4	4	8	5	3	2	3	2	1	1	2	1	2	0	4	1					
		0.29%	0.00%	0.20%	0.27%	0.13%	0.20%	0.40%	0.13%	0.12%	0.31%	0.10%	0.47%	0.20%	0.09%	0.21%	0.38%	0.38%	0.30%	0.48%	0.55%	0.25%	0.31%	0.56%	0.44%	0.28%	0.14%	0.42%	0.23%	0.13%	0.37%	0.26%	0.28%	0.47%	0.00%	0.71%	0.11%					
24	7.Политическая партия «Либерально-демократическая партия России»	3861	66	103	159	142	137	94	78	65	111	91	90	98	109	105	190	202	139	117	263	188	137	179	129	112	174	90	86	98	12	76	26	26	57	51	61					
		10.51%	12.57%	10.21%	10.87%	9.49%	9.34%	9.39%	10.32%	7.95%	8.67%	8.97%	8.43%	9.69%	9.65%	11.28%	11.96%	12.74%	10.53%	9.28%	14.50%	11.74%	10.50%	12.54%	11.28%	10.51%	12.47%	12.73%	9.71%	12.76%	4.40%	9.88%	7.30%	6.16%	9.41%	8.99%	6.68%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2475	26	83	137	81	127	72	51	62	98	74	84	64	64	72	110	86	66	96	129	118	101	87	77	73	88	56	59	31	32	36	16	24	25	34	36					
		6.74%	4.95%	8.23%	9.36%	5.41%	8.66%	7.19%	6.75%	7.58%	7.65%	7.30%	7.87%	6.33%	5.66%	7.73%	6.93%	5.42%	5.00%	7.61%	7.11%	7.37%	7.74%	6.10%	6.73%	6.85%	6.31%	7.92%	6.66%	4.04%	11.72%	4.68%	4.49%	5.69%	4.13%	5.99%	3.94%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	220	5	3	8	6	13	9	4	4	8	4	3	6	5	12	4	9	6	8	14	13	10	13	7	8	2	2	6	4	0	3	3	1	4	6	7					
		0.60%	0.95%	0.30%	0.55%	0.40%	0.89%	0.90%	0.53%	0.49%	0.62%	0.39%	0.28%	0.59%	0.44%	1.29%	0.25%	0.57%	0.45%	0.63%	0.77%	0.81%	0.77%	0.91%	0.61%	0.75%	0.14%	0.28%	0.68%	0.52%	0.00%	0.39%	0.84%	0.24%	0.66%	1.06%	0.77%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	24577	350	654	938	1029	921	680	509	564	840	694	688	678	733	577	1034	1027	878	846	1177	1061	855	946	735	690	947	466	606	537	183	574	271	305	462	418	704					
		66.89%	66.67%	64.82%	64.11%	68.78%	62.78%	67.93%	67.33%	68.95%	65.57%	68.44%	64.48%	67.06%	64.87%	61.98%	65.11%	64.75%	66.52%	67.09%	64.88%	66.23%	65.52%	66.29%	64.25%	64.73%	67.89%	65.91%	68.40%	69.92%	67.03%	74.64%	76.12%	72.27%	76.24%	73.72%	77.11%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	469	10	16	26	15	25	12	8	11	14	11	20	14	14	12	21	29	18	18	27	22	11	20	17	12	13	8	9	5	9	5	2	0	5	3	7					
		1.28%	1.90%	1.59%	1.78%	1.00%	1.70%	1.20%	1.06%	1.34%	1.09%	1.08%	1.87%	1.38%	1.24%	1.29%	1.32%	1.83%	1.36%	1.43%	1.49%	1.37%	0.84%	1.40%	1.49%	1.13%	0.93%	1.13%	1.02%	0.65%	3.30%	0.65%	0.56%	0.00%	0.83%	0.53%	0.77%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
