Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Малоярославецкая																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494					
1	"Число избирателей, внесенных в список избирателей"	45163	594	1311	1034	472	717	188	316	280	1058	340	430	480	1966	2090	2077	1645	1401	1840	1599	2123	2811	2628	2352	2415	1401	1299	2005	1443	655	620	682	257	955	2556	355	768					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	45700	595	1399	1056	524	727	187	332	286	1089	347	425	481	2025	2192	2095	1654	1410	1826	1608	2131	2752	2648	2347	2445	1410	1265	2003	1451	679	612	690	309	946	2632	365	757					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20568	210	687	347	300	354	59	167	150	421	141	174	264	959	1025	1008	826	675	625	599	944	1246	1148	919	1274	807	457	647	635	457	430	186	100	392	1255	252	428					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2509	89	167	58	51	39	39	66	32	179	67	76	63	153	168	25	38	17	88	50	66	50	39	46	29	9	62	17	9	63	28	188	110	158	93	20	57					
6	Число погашенных избирательных бюллетеней	22623	296	545	651	173	334	89	99	104	489	139	175	154	913	999	1062	790	718	1113	959	1121	1456	1461	1382	1142	594	746	1339	807	159	154	316	99	396	1284	93	272					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2509	89	167	58	51	39	39	66	32	179	67	76	63	153	168	25	38	17	88	50	66	50	39	46	29	9	62	17	9	63	28	188	110	158	93	20	57					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20563	210	687	347	300	354	59	167	150	421	141	174	264	959	1025	1008	826	675	625	599	942	1245	1148	919	1274	807	457	645	635	457	430	186	100	392	1255	252	428					
9	Число недействительных избирательных бюллетеней	411	5	14	4	5	8	0	0	7	7	4	2	7	22	12	14	21	14	12	16	19	21	24	16	29	11	2	12	13	23	7	4	1	9	39	3	4					
10	Число действительных избирательных бюллетеней	22661	294	840	401	346	385	98	233	175	593	204	248	320	1090	1181	1019	843	678	701	633	989	1274	1163	949	1274	805	517	650	631	497	451	370	209	541	1309	269	481					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	932	10	90	20	60	10	5	25	15	30	5	12	10	66	105	23	20	17	20	14	20	22	23	15	30	20	10	10	20	30	20	10	50	10	60	10	15					
