Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Малоярославецкая																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485					
1	"Число избирателей, внесенных в списки избирателей"	44607	644	678	633	1553	288	959	388	89	2667	359	721	1390	945	444	829	108	412	268	1125	320	413	485	1955	2096	1998	1540	1614	1508	1678	2427	2438	2602	2448	2391	1444	823	1927					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41970	635	540	592	1491	272	920	338	89	2572	345	694	1366	888	407	810	91	404	269	1099	302	387	467	1816	1940	1877	1453	1532	1395	1577	2222	2290	2474	2257	2295	1387	635	1842					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21201	381	454	200	713	97	459	206	9	1447	240	336	647	361	291	458	52	143	132	421	148	157	288	952	1010	989	763	843	567	675	1094	1097	1204	1192	1263	826	361	725					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2761	89	38	197	18	85	165	63	71	123	28	115	174	100	45	73	24	101	40	191	77	78	70	110	178	9	21	23	65	37	87	51	44	59	19	4	78	11					
6	Число погашенных избирательных бюллетеней	18008	165	48	195	760	90	296	69	9	1002	77	243	545	427	71	279	15	160	97	487	77	152	109	754	752	879	669	666	763	865	1041	1142	1226	1006	1013	557	196	1106					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2761	89	38	197	18	85	165	63	71	123	28	115	174	100	45	73	24	101	40	191	77	78	70	110	178	9	21	23	65	37	87	51	44	59	19	4	78	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21198	381	454	200	713	97	459	206	9	1447	240	336	647	361	291	458	52	143	132	421	148	157	288	952	1010	989	763	842	567	675	1092	1097	1204	1192	1263	826	361	725					
9	Число недействительных избирательных бюллетеней	242	0	2	4	4	0	3	1	0	33	6	1	3	3	0	3	1	1	0	2	0	2	1	6	16	13	11	17	9	12	11	12	13	11	19	10	8	4					
10	Число действительных избирательных бюллетеней	23717	470	490	393	727	182	621	268	80	1537	262	450	818	458	336	528	75	243	172	610	225	233	357	1056	1172	985	773	848	623	700	1168	1136	1235	1240	1263	820	431	732					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	573	9	6	8	20	4	12	5	2	35	5	9	23	12	6	11	2	6	10	21	4	5	6	25	21	27	20	15	19	21	30	31	33	31	31	19	9	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	310	7	6	4	9	2	6	3	0	35	0	4	23	2	2	10	0	3	5	16	0	3	1	16	17	7	13	9	6	7	16	16	14	24	7	6	2	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	450	4	183	6	2	1	10	0	3	21	2	5	7	7	2	14	3	7	2	8	3	14	5	8	19	10	13	7	9	7	11	6	12	13	10	5	6	5					
14	Число погашенных неиспользованных открепительных удостоверений	263	2	0	4	11	2	6	2	2	0	5	5	0	10	4	1	2	3	5	5	4	2	5	9	4	20	7	6	13	14	14	15	19	7	24	13	7	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	0	0	0	1	0	0	0	0	7	0	0	1	1	0	3	0	1	0	1	0	0	0	1	0	1	1	3	3	0	1	0	1	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	877	9	21	5	18	12	20	4	0	138	15	6	17	8	7	14	1	5	7	17	6	6	14	41	67	38	32	14	19	16	41	36	52	59	46	26	20	20					
		3.66%	1.91%	4.27%	1.26%	2.46%	6.59%	3.21%	1.49%	0.00%	8.79%	5.60%	1.33%	2.07%	1.74%	2.08%	2.64%	1.32%	2.05%	4.07%	2.78%	2.67%	2.55%	3.91%	3.86%	5.64%	3.81%	4.08%	1.62%	3.01%	2.25%	3.48%	3.14%	4.17%	4.72%	3.59%	3.13%	4.56%	2.72%					
19	2.Всероссийская политическая партия «Гражданская Сила»	226	3	9	4	6	0	4	2	1	6	3	5	11	1	0	1	0	0	0	2	1	1	2	4	12	14	5	9	7	7	7	14	23	13	20	21	2	6					
		0.94%	0.64%	1.83%	1.01%	0.82%	0.00%	0.64%	0.74%	1.25%	0.38%	1.12%	1.11%	1.34%	0.22%	0.00%	0.19%	0.00%	0.00%	0.00%	0.33%	0.44%	0.43%	0.56%	0.38%	1.01%	1.40%	0.64%	1.04%	1.11%	0.98%	0.59%	1.22%	1.84%	1.04%	1.56%	2.53%	0.46%	0.82%					
20	3.Политическая партия «Демократическая партия России»	27	0	0	0	0	1	0	0	0	1	1	0	1	2	0	0	1	0	1	0	0	0	0	1	2	2	2	0	0	0	2	1	1	4	1	2	0	1					
		0.11%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.06%	0.37%	0.00%	0.12%	0.43%	0.00%	0.00%	1.32%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.09%	0.17%	0.20%	0.26%	0.00%	0.00%	0.00%	0.17%	0.09%	0.08%	0.32%	0.08%	0.24%	0.00%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2857	40	92	21	122	17	46	23	11	124	17	33	69	63	15	35	6	11	35	79	23	15	29	157	150	138	156	157	68	70	144	162	207	188	115	82	47	90					
		11.92%	8.51%	18.70%	5.29%	16.69%	9.34%	7.37%	8.55%	13.75%	7.90%	6.34%	7.32%	8.40%	13.67%	4.46%	6.59%	7.89%	4.51%	20.35%	12.91%	10.22%	6.38%	8.10%	14.78%	12.63%	13.83%	19.90%	18.15%	10.76%	9.83%	12.21%	14.11%	16.59%	15.03%	8.97%	9.88%	10.71%	12.23%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	141	3	6	2	5	2	2	0	0	5	0	1	3	5	0	0	0	3	1	2	0	1	0	8	1	8	7	6	4	6	4	13	8	6	8	14	4	3					
		0.59%	0.64%	1.22%	0.50%	0.68%	1.10%	0.32%	0.00%	0.00%	0.32%	0.00%	0.22%	0.37%	1.08%	0.00%	0.00%	0.00%	1.23%	0.58%	0.33%	0.00%	0.43%	0.00%	0.75%	0.08%	0.80%	0.89%	0.69%	0.63%	0.84%	0.34%	1.13%	0.64%	0.48%	0.62%	1.69%	0.91%	0.41%					
