Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Ленинградская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037					
1	"Число избирателей, внесенных в списки"	51814	1897	1598	1948	2594	2430	1700	1400	1291	1480	1488	2352	1681	2399	2280	2075	1863	304	366	812	2409	85	1028	1124	506	1454	1509	2229	826	1663	1379	131	1305	1635	1422	669	161	321					
2	"Число бюллетеней, полученных участковыми комиссиями"	51483	1650	1620	1830	2620	2370	1650	1340	1270	1500	1500	2380	1700	2430	2250	2040	1840	290	360	800	2370	82	1030	1120	500	1460	1490	2180	820	1630	1370	130	1290	1620	1420	1040	158	333					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	26312	824	813	872	1076	1120	688	641	612	756	777	1084	779	941	1012	998	775	182	216	576	1288	60	710	814	354	698	771	1102	679	895	694	98	717	775	978	642	98	197					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1238	119	26	33	48	19	21	33	48	29	15	33	31	25	45	24	31	21	20	18	82	4	23	46	18	23	15	43	0	38	42	9	43	43	46	27	8	89					
6	Число погашенных бюллетеней	23933	707	781	925	1496	1231	941	666	610	715	708	1263	890	1464	1193	1018	1034	87	124	206	1000	18	297	260	128	739	704	1035	141	697	634	23	530	802	396	371	52	47					
7	Число бюллетеней в переносных ящиках для голосования	1238	119	26	33	48	19	21	33	48	29	15	33	31	25	45	24	31	21	20	18	82	4	23	46	18	23	15	43	0	38	42	9	43	43	46	27	8	89					
8	Число бюллетеней в стационарных ящиках для голосования	26311	824	813	872	1075	1120	688	641	612	756	777	1084	779	941	1012	998	775	182	216	576	1288	60	710	814	354	698	771	1102	679	895	694	98	717	775	978	642	98	197					
9	Число недействительных бюллетеней	301	13	7	9	9	16	5	7	4	4	2	10	5	14	11	10	15	1	1	0	19	0	5	3	4	7	11	21	2	22	8	0	7	10	10	6	0	23					
10	Число действительных бюллетеней	27248	930	832	896	1114	1123	704	667	656	781	790	1107	805	952	1046	1012	791	202	235	594	1351	64	728	857	368	714	775	1124	677	911	728	107	753	808	1014	663	106	263					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	450	14	13	18	22	20	14	11	11	12	12	20	14	20	18	18	14	3	4	7	22	2	9	10	4	12	13	20	7	14	12	2	11	14	12	9	2	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	107	3	10	3	3	2	2	3	1	6	4	13	2	2	7	2	3	1	0	0	2	1	7	2	2	3	1	2	1	1	2	0	0	6	8	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	74	3	2	4	0	2	2	16	2	0	2	7	3	0	4	2	4	1	0	0	0	0	2	2	0	0	1	3	4	0	1	0	0	2	3	2	0	0					
14	Число погашенных открепительных удостоверений	343	11	3	15	19	18	12	8	10	6	8	7	12	18	11	16	11	2	4	7	20	1	2	8	2	9	12	18	6	13	10	2	11	8	4	7	2	10					
