Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Вяземская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62					
1	"Число избирателей, внесенных в списки избирателей"	65751	2383	2506	2306	2550	2128	2496	2574	1523	2354	1240	2192	2313	2355	2540	2172	1312	869	1594	1026	2007	2062	2025	356	2777	1241	2536	1191	649	288	196	171	561	1368	120	552	290	322	1638	652	486	373	515	681	758	593	272	1166	378	285	466	343					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	63010	2320	2490	2280	2470	2060	2440	2370	1480	2270	1110	2120	2250	2090	2490	2140	1280	830	1550	980	1930	2000	1940	360	2400	1220	2470	1130	620	260	190	160	530	1340	110	520	300	320	1500	600	460	360	500	660	760	580	200	1140	360	280	460	330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	28891	1025	1309	1020	1185	842	931	1005	872	1078	489	1009	866	1169	998	1102	596	346	669	360	886	968	889	176	1157	625	1407	529	267	201	95	48	254	522	69	201	107	132	471	293	155	207	117	361	336	275	165	452	174	145	222	114					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3404	32	28	20	29	51	60	161	27	46	114	41	28	24	23	13	30	24	11	45	21	19	41	117	22	91	6	103	150	21	46	66	74	219	28	118	81	81	259	93	106	65	124	57	88	51	28	134	57	87	59	85					
6	Число погашенных избирательных бюллетеней	30715	1263	1153	1240	1256	1167	1449	1204	581	1146	507	1070	1356	897	1469	1025	654	460	870	575	1023	1013	1010	67	1221	504	1057	498	203	38	49	46	202	599	13	201	112	107	770	214	199	88	259	242	336	254	7	554	129	48	179	131					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3404	32	28	20	29	51	60	161	27	46	114	41	28	24	23	13	30	24	11	45	21	19	41	117	22	91	6	103	150	21	46	66	74	219	28	118	81	81	259	93	106	65	124	57	88	51	28	134	57	87	59	85					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28876	1025	1309	1020	1181	842	927	1005	872	1077	489	1009	866	1169	998	1102	596	346	669	360	886	968	889	176	1155	625	1407	529	267	201	95	48	254	521	69	201	107	132	471	293	155	207	117	361	336	273	165	451	174	145	222	114					
9	Число недействительных избирательных бюллетеней	666	11	26	22	11	11	27	27	13	16	14	20	18	37	21	45	17	4	15	12	10	23	11	66	26	12	12	15	6	1	1	0	6	16	0	5	1	0	8	16	4	5	0	7	9	10	6	5	2	2	6	8					
10	Число действительных избирательных бюллетеней	31614	1046	1311	1018	1199	882	960	1139	886	1107	589	1030	876	1156	1000	1070	609	366	665	393	897	964	919	227	1151	704	1401	617	411	221	140	114	322	724	97	314	187	213	722	370	257	267	241	411	415	314	187	580	229	230	275	191					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	933	33	30	30	30	30	30	30	20	30	15	30	30	30	25	30	20	10	20	15	30	30	30	5	30	20	40	20	10	5	5	10	10	20	5	10	20	5	20	10	10	20	10	10	10	8	7	15	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	419	21	28	13	22	14	14	11	15	11	4	9	11	16	18	3	4	7	7	2	14	12	12	0	14	10	26	5	0	1	1	0	2	5	0	1	16	4	12	9	2	17	5	2	2	2	6	6	0	1	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	312	11	7	12	16	10	10	10	11	10	9	10	4	7	7	6	0	7	13	5	9	4	5	4	2	7	8	6	4	3	1	1	3	3	3	4	1	2	7	6	1	5	5	3	3	3	31	8	1	2	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	514	12	2	17	8	16	16	19	5	19	11	21	19	14	7	27	16	3	13	13	16	18	18	5	16	10	14	15	10	4	4	10	8	15	5	9	4	1	8	1	8	3	5	8	8	6	1	9	5	4	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	2	1	0	1	0	1	0	0	1	0	0	1	3	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	714	15	25	18	26	29	22	27	28	31	15	18	22	29	17	22	9	7	10	9	11	22	23	7	27	12	31	14	16	3	1	1	5	8	3	6	5	2	18	12	6	6	4	11	11	6	2	28	8	10	15	1					
