Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
Наименование Избирательной комиссии:    Вяземская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62					
1	"Число избирателей, внесенных в список избирателей"	65837	2323	2511	1772	2608	2368	2528	2490	1475	2345	1355	2077	2141	2260	2465	2127	1319	1023	1517	1017	2410	2175	2358	311	2201	1259	2787	1407	567	290	183	159	554	1409	134	527	269	327	1533	729	457	413	544	678	736	579	477	1210	339	266	479	349					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	65660	2330	2530	1770	2510	2360	2520	2370	1480	2360	1220	2110	2160	2140	2550	2130	1320	1040	1530	1020	2430	2200	2360	312	2220	1280	2790	1170	613	297	186	163	565	1450	133	516	275	331	1580	691	461	459	558	678	771	586	461	1215	351	275	481	352					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	24272	872	1139	755	975	814	748	754	662	878	380	783	677	974	796	821	481	324	507	293	815	677	765	148	742	516	1491	717	233	176	99	44	249	393	68	141	106	128	411	337	149	172	117	272	306	188	182	408	158	136	185	110					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3042	23	12	15	12	16	30	147	25	24	153	34	23	19	18	14	13	13	5	24	12	29	34	114	13	85	5	61	145	19	32	49	106	255	15	71	57	65	286	70	92	59	111	32	106	85	20	167	43	65	39	80					
6	Число погашенных избирательных бюллетеней	38346	1435	1379	1000	1523	1530	1742	1469	793	1458	687	1293	1460	1147	1736	1295	826	703	1018	703	1603	1494	1561	50	1465	679	1294	392	235	102	55	70	210	802	50	304	112	138	883	284	220	228	330	374	359	313	259	640	150	74	257	162					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3045	23	12	15	12	16	30	147	25	24	153	34	23	19	18	14	13	13	5	24	12	29	34	114	13	85	5	61	145	19	32	49	106	258	15	71	57	65	286	70	92	59	111	32	106	85	20	167	43	65	39	80					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24267	872	1139	755	975	814	748	754	662	878	380	783	677	974	796	821	481	324	507	293	815	677	765	148	742	516	1491	717	233	176	99	44	249	388	68	141	106	128	411	337	149	172	117	272	306	188	182	408	158	136	185	110					
9	Число недействительных избирательных бюллетеней	638	15	18	13	15	8	12	20	9	14	8	17	6	17	11	8	6	7	8	4	10	8	16	25	11	9	24	8	3	1	0	0	3	258	0	3	1	0	5	2	5	4	4	4	4	2	2	1	2	0	3	4					
10	Число действительных избирательных бюллетеней	26674	880	1133	757	972	822	766	881	678	888	525	800	694	976	803	827	488	330	504	313	817	698	783	237	744	592	1472	770	375	194	131	93	352	388	83	209	162	193	692	405	236	227	224	300	408	271	200	574	199	201	221	186					
