Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Чернышковская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681					
1	"Число избирателей, внесенных в списки избирателей"	12780	1566	1118	578	1174	135	79	452	580	565	182	144	336	333	679	725	165	130	360	129	810	261	120	909	263	395	227	254	111					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12100	1100	900	540	900	130	70	420	600	600	200	150	400	350	750	750	180	160	400	140	800	250	120	900	250	410	240	280	110					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8188	906	647	332	581	120	52	301	385	399	78	99	218	246	470	481	75	40	275	87	586	162	85	580	186	307	183	207	100					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1034	37	20	35	34	0	1	20	41	50	62	17	49	23	94	47	46	62	41	21	78	28	5	99	42	49	22	11	0					
6	Число погашенных избирательных бюллетеней	2878	157	233	173	285	10	17	99	174	151	60	34	133	81	186	222	59	58	84	32	136	60	30	221	22	54	35	62	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1034	37	20	35	34	0	1	20	41	50	62	17	49	23	94	47	46	62	41	21	78	28	5	99	42	49	22	11	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8188	906	647	332	581	120	52	301	385	399	78	99	218	246	470	481	75	40	275	87	586	162	85	580	186	307	183	207	100					
9	Число недействительных избирательных бюллетеней	73	7	7	5	5	0	0	4	6	2	1	0	3	2	2	3	1	0	2	0	4	0	2	3	3	2	4	5	0					
10	Число действительных избирательных бюллетеней	9149	936	660	362	610	120	53	317	420	447	139	116	264	267	562	525	120	102	314	108	660	190	88	676	225	354	201	213	100					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	289	30	20	20	15	5	4	6	8	22	5	5	16	6	10	10	5	5	7	5	10	5	5	38	6	7	5	5	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	182	23	18	17	11	0	0	1	5	17	0	0	3	4	8	10	4	4	7	0	5	0	0	34	4	5	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	113	10	7	3	6	3	3	3	4	2	3	3	2	4	2	12	4	5	2	3	5	0	3	7	5	4	3	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	107	7	2	3	4	5	4	5	3	5	5	5	13	2	2	0	1	1	0	5	5	5	5	4	2	2	5	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	597	44	22	12	8	8	2	28	47	34	1	2	10	20	44	40	6	6	50	6	58	25	7	68	16	15	11	4	3					
		6.47%	4.67%	3.30%	3.27%	1.30%	6.67%	3.77%	8.72%	11.03%	7.57%	0.71%	1.72%	3.75%	7.43%	7.80%	7.58%	4.96%	5.88%	15.82%	5.56%	8.73%	13.16%	7.78%	10.01%	7.02%	4.21%	5.37%	1.83%	3.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	19	0	2	2	2	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	1	3	0	1	0	1	0	0	0					
		0.21%	0.00%	0.30%	0.54%	0.33%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.75%	0.00%	0.00%	0.38%	0.00%	0.00%	0.32%	0.00%	0.15%	1.58%	0.00%	0.15%	0.00%	0.28%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1640	212	128	81	79	19	6	35	61	100	25	10	49	46	107	82	5	11	64	11	94	18	17	142	11	129	33	45	20					
		17.78%	22.48%	19.19%	22.07%	12.85%	15.83%	11.32%	10.90%	14.32%	22.27%	17.86%	8.62%	18.35%	17.10%	18.97%	15.53%	4.13%	10.78%	20.25%	10.19%	14.16%	9.47%	18.89%	20.91%	4.82%	36.24%	16.10%	20.64%	20.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	12	2	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0					
		0.13%	0.21%	0.15%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.63%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
