Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Чернышковская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №4201	УИК №4202	УИК №4203	УИК №4204	УИК №4205	УИК №4206	УИК №4207	УИК №4208	УИК №4209	УИК №4210	УИК №4211	УИК №4212	УИК №4213	УИК №4214	УИК №4215	УИК №4216	УИК №4217	УИК №4218	УИК №4219	УИК №4220	УИК №4221	УИК №4222	УИК №4223	УИК №4224	УИК №4225					
1	"Число избирателей, внесенных в список избирателей"	13662	1617	871	798	1246	124	85	437	679	602	201	162	436	368	818	1070	549	825	263	120	1048	278	428	236	288	113					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12221	1300	800	700	950	126	85	400	650	600	200	163	400	350	750	950	500	750	250	122	900	250	400	230	280	115					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7120	830	470	436	567	82	53	265	308	336	76	96	212	221	417	458	277	493	161	70	499	185	235	133	146	94					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1103	85	21	30	38	8	0	12	54	35	50	9	40	33	86	204	82	72	24	6	77	44	34	16	43	0					
6	Число погашенных избирательных бюллетеней	3998	385	309	234	345	36	32	123	288	229	74	58	148	96	247	288	141	185	65	46	324	21	131	81	91	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1103	85	21	30	38	8	0	12	54	35	50	9	40	33	86	204	82	72	24	6	77	44	34	16	43	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7120	830	470	436	567	82	53	265	308	336	76	96	212	221	417	458	277	493	161	70	499	185	235	133	146	94					
9	Число недействительных избирательных бюллетеней	93	13	12	6	2	0	1	4	0	2	1	4	2	2	5	5	4	6	0	0	6	5	7	1	5	0					
10	Число действительных избирательных бюллетеней	8130	902	479	460	603	90	52	273	362	369	125	101	250	252	498	657	355	559	185	76	570	224	262	148	184	94					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	198	20	18	18	14	1	1	3	21	12	1	1	6	6	10	12	8	10	2	1	12	5	7	3	5	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	126	15	6	8	14	1	0	2	21	12	0	1	0	3	8	4	7	5	1	0	6	2	7	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	81	11	2	5	3	1	2	4	2	2	2	1	2	3	3	5	1	1	4	2	3	16	2	1	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	72	5	12	10	0	0	1	1	0	0	1	0	6	3	2	8	1	5	1	1	6	3	0	3	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1403	166	91	84	105	14	6	59	103	58	8	17	22	25	91	105	60	78	44	14	99	33	50	34	27	10					
		17.06%	18.14%	18.53%	18.03%	17.36%	15.56%	11.32%	21.30%	28.45%	15.63%	6.35%	16.19%	8.73%	9.84%	18.09%	15.86%	16.71%	13.81%	23.78%	18.42%	17.19%	14.41%	18.59%	22.82%	14.29%	10.64%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1096	147	63	43	73	10	18	47	34	31	9	21	39	48	62	84	51	85	16	17	93	32	25	22	16	10					
		13.33%	16.07%	12.83%	9.23%	12.07%	11.11%	33.96%	16.97%	9.39%	8.36%	7.14%	20.00%	15.48%	18.90%	12.33%	12.69%	14.21%	15.04%	8.65%	22.37%	16.15%	13.97%	9.29%	14.77%	8.47%	10.64%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	5	10	6	1	0	0	0	3	3	0	0	3	0	4	8	1	2	0	0	4	1	2	1	2	1					
		0.69%	0.55%	2.04%	1.29%	0.17%	0.00%	0.00%	0.00%	0.83%	0.81%	0.00%	0.00%	1.19%	0.00%	0.80%	1.21%	0.28%	0.35%	0.00%	0.00%	0.69%	0.44%	0.74%	0.67%	1.06%	1.06%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1674	202	108	111	127	23	1	49	52	95	16	8	52	70	85	96	66	135	26	5	157	21	94	29	24	22					
		20.36%	22.08%	21.99%	23.82%	20.99%	25.56%	1.89%	17.69%	14.36%	25.61%	12.70%	7.62%	20.63%	27.56%	16.90%	14.50%	18.38%	23.89%	14.05%	6.58%	27.26%	9.17%	34.94%	19.46%	12.70%	23.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	8	2	6	6	0	1	0	2	2	0	1	3	0	6	2	2	7	0	0	5	0	2	0	2	0					
		0.69%	0.87%	0.41%	1.29%	0.99%	0.00%	1.89%	0.00%	0.55%	0.54%	0.00%	0.95%	1.19%	0.00%	1.19%	0.30%	0.56%	1.24%	0.00%	0.00%	0.87%	0.00%	0.74%	0.00%	1.06%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3818	374	197	210	287	43	25	118	165	180	92	54	131	108	249	361	175	251	97	40	210	137	89	62	112	51					
		46.43%	40.87%	40.12%	45.06%	47.44%	47.78%	47.17%	42.60%	45.58%	48.52%	73.02%	51.43%	51.98%	42.52%	49.50%	54.53%	48.75%	44.42%	52.43%	52.63%	36.46%	59.83%	33.09%	41.61%	59.26%	54.26%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	25	0	8	0	4	0	1	0	3	0	0	0	0	1	1	1	0	1	2	0	2	0	0	0	1	0					
		0.30%	0.00%	1.63%	0.00%	0.66%	0.00%	1.89%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.39%	0.20%	0.15%	0.00%	0.18%	1.08%	0.00%	0.35%	0.00%	0.00%	0.00%	0.53%	0.00%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
