Выборы Президента Российской Федерации																																																																							
Дата голосования: 04.03.2012																																																																							
																																																																							
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №7																																																																							
																																																																							
Сводная таблица итогов голосования																																																																							
																																																																							
	Число участковых избирательных комиссий	60																																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	60																																																																					
																																																																							
		Сумма	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621									
1	Число избирателей, включенных в список избирателей	125957	1981	2038	1664	1431	2086	2241	2019	2627	1552	2474	2503	2412	2600	2792	1501	1989	1985	1987	2322	2401	2172	2015	1722	2636	1482	2388	1940	2459	469	2382	1982	2321	2373	2057	1621	1726	1735	2245	2346	2066	2005	1783	2017	2206	2037	2263	2094	2808	2842	2009	2067	2722	2141	2398	2564	2120	1873	2217	2063	986									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	105400	1400	1500	1200	1000	1500	1600	1500	1900	1100	1800	1800	1700	1900	2000	1100	1400	1400	1500	1700	1700	1600	1500	1300	1900	1100	1800	1400	1700	500	1700	1800	2200	2300	1900	1500	1600	1700	2100	2200	1900	1900	1700	2100	2100	1900	2200	2000	2700	2600	1900	1900	2500	2200	2300	2300	2100	1700	2100	1800	1000									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	75224	1148	1176	958	823	1274	1296	1143	1423	886	1451	1502	1376	1735	1493	812	1188	1223	1129	1368	1513	1329	1165	1158	1495	730	1330	1061	1447	208	1315	1138	1338	1512	1020	1122	1008	1192	1234	1456	1128	1307	1074	1560	1314	1119	1388	1323	1816	1564	1154	1284	1699	1339	1522	1491	1322	1102	1421	1136	986									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4813	29	23	13	24	29	43	22	55	26	25	38	42	24	23	20	20	21	17	18	32	26	25	77	34	1	33	22	47	213	35	174	161	279	221	114	125	151	122	180	167	24	34	29	158	156	80	177	103	118	254	100	140	26	149	59	55	138	166	96	0									
6	Число погашенных избирательных бюллетеней	25363	223	301	229	153	197	261	335	422	188	324	260	282	141	484	268	192	156	354	314	155	245	310	65	371	369	437	317	206	79	350	488	701	509	659	264	467	357	744	564	605	569	592	511	628	625	732	500	781	918	492	516	661	835	629	750	723	460	513	568	14									
