Выборы Президента Российской Федерации																																			
Дата голосования: 18.03.2018																																			
																																			
Наименование Избирательной комиссии:    Партизанская																																			
																																			
Сводная таблица итогов голосования																																			
																																			
	Число участковых избирательных комиссий	24																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	24																																	
																																			
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324									
1	"Число избирателей, включенных в список избирателей"	21138	457	877	1207	594	773	500	799	718	470	1255	437	570	501	1366	1618	1648	1662	1363	1312	557	666	500	699	589									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21600	495	940	1300	620	785	495	750	695	490	1260	430	585	525	1370	1650	1720	1670	1410	1360	560	665	490	715	620									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	147	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12862	170	489	660	305	439	291	580	558	258	778	246	301	357	914	1098	1048	1028	837	748	331	381	325	366	354									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	577	6	60	76	30	30	10	10	5	11	34	34	19	6	18	38	43	26	31	36	5	10	10	19	10									
6	Число погашенных избирательных бюллетеней	8014	223	391	564	285	316	194	160	132	221	448	150	265	162	438	514	629	616	542	576	224	274	155	279	256									
7	Число избирательных бюллетеней в переносных ящиках для голосования	724	102	60	76	30	30	10	10	5	11	34	34	19	6	18	38	43	26	31	36	5	10	10	70	10									
8	Число бюллетеней в стационарных ящиках для голосования	12861	170	489	660	305	439	291	580	558	258	778	246	301	357	914	1097	1048	1028	837	748	331	381	325	366	354									
9	Число недействительных избирательных бюллетеней	284	4	18	19	9	8	6	8	20	5	13	3	6	5	21	21	20	25	23	17	5	5	9	4	10									
10	Число действительных избирательных бюллетеней	13301	268	531	717	326	461	295	582	543	264	799	277	314	358	911	1114	1071	1029	845	767	331	386	326	432	354									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
13	Бабурин Сергей Николаевич	76	2	6	5	0	2	2	1	3	1	3	1	5	3	2	6	6	5	4	8	2	1	4	1	3									
		0.56%	0.74%	1.09%	0.68%	0.00%	0.43%	0.66%	0.17%	0.53%	0.37%	0.37%	0.36%	1.56%	0.83%	0.21%	0.53%	0.55%	0.47%	0.46%	1.02%	0.60%	0.26%	1.19%	0.23%	0.82%									
14	Грудинин Павел Николаевич	2936	30	120	183	46	85	47	113	114	45	169	27	60	97	170	249	275	250	202	174	104	92	96	100	88									
		21.61%	11.03%	21.86%	24.86%	13.73%	18.12%	15.61%	19.15%	20.25%	16.73%	20.81%	9.64%	18.75%	26.72%	18.24%	21.94%	25.21%	23.72%	23.27%	22.19%	30.95%	23.53%	28.66%	22.94%	24.18%									
15	Жириновский Владимир Вольфович	1179	17	49	56	51	30	24	66	46	29	69	34	34	33	88	92	92	73	63	67	27	41	30	38	30									
		8.68%	6.25%	8.93%	7.61%	15.22%	6.40%	7.97%	11.19%	8.17%	10.78%	8.50%	12.14%	10.63%	9.09%	9.44%	8.11%	8.43%	6.93%	7.26%	8.55%	8.04%	10.49%	8.96%	8.72%	8.24%									
16	Путин Владимир Владимирович	8736	212	333	455	214	332	219	386	362	183	532	212	203	212	631	728	659	673	550	509	190	246	190	284	221									
		64.31%	77.94%	60.66%	61.82%	63.88%	70.79%	72.76%	65.42%	64.30%	68.03%	65.52%	75.71%	63.44%	58.40%	67.70%	64.14%	60.40%	63.85%	63.36%	64.92%	56.55%	62.92%	56.72%	65.14%	60.71%									
17	Собчак Ксения Анатольевна	176	3	9	6	8	5	0	5	9	3	11	2	8	6	11	18	20	17	10	3	4	5	3	4	6									
		1.30%	1.10%	1.64%	0.82%	2.39%	1.07%	0.00%	0.85%	1.60%	1.12%	1.35%	0.71%	2.50%	1.65%	1.18%	1.59%	1.83%	1.61%	1.15%	0.38%	1.19%	1.28%	0.90%	0.92%	1.65%									
18	Сурайкин Максим Александрович	64	2	4	3	3	2	1	1	3	1	5	0	1	1	2	8	8	3	3	2	1	0	2	3	5									
		0.47%	0.74%	0.73%	0.41%	0.90%	0.43%	0.33%	0.17%	0.53%	0.37%	0.62%	0.00%	0.31%	0.28%	0.21%	0.70%	0.73%	0.28%	0.35%	0.26%	0.30%	0.00%	0.60%	0.69%	1.37%									
19	Титов Борис Юрьевич	67	1	4	5	3	1	2	2	5	0	5	0	1	4	5	7	4	3	8	1	3	1	0	2	0									
		0.49%	0.37%	0.73%	0.68%	0.90%	0.21%	0.66%	0.34%	0.89%	0.00%	0.62%	0.00%	0.31%	1.10%	0.54%	0.62%	0.37%	0.28%	0.92%	0.13%	0.89%	0.26%	0.00%	0.46%	0.00%									
20	Явлинский Григорий Алексеевич	67	1	6	4	1	4	0	8	1	2	5	1	2	2	2	6	7	5	5	3	0	0	1	0	1									
		0.49%	0.37%	1.09%	0.54%	0.30%	0.85%	0.00%	1.36%	0.18%	0.74%	0.62%	0.36%	0.63%	0.55%	0.21%	0.53%	0.64%	0.47%	0.58%	0.38%	0.00%	0.00%	0.30%	0.00%	0.27%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
