Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Кагальницкая 																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2576	УИК №2578	УИК №2579					
1	"Число избирателей, внесенных в списки"	23299	1288	783	1137	777	551	617	443	187	1193	162	160	54	443	683	171	1976	1921	2342	1057	306	94	2005	1392	607	693	125	149	255	697	61	389	148	171	112	150					
2	"Число бюллетеней, полученных участковыми комиссиями"	23326	1270	770	1100	760	545	610	440	189	1180	162	162	60	445	1000	172	1950	1880	2350	1050	300	96	1900	1350	600	700	123	149	255	690	61	385	151	169	151	151					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13499	610	405	563	397	221	293	256	137	864	161	159	54	273	609	121	988	908	1063	559	202	88	962	955	444	459	90	99	213	505	51	318	122	124	105	121					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1045	40	25	33	29	39	17	12	17	33	0	0	0	40	74	10	44	72	122	67	0	0	114	24	5	83	15	30	9	32	7	20	16	0	7	9					
6	Число погашенных бюллетеней	8782	620	340	504	334	285	300	172	35	283	1	3	6	132	317	41	918	900	1165	424	98	8	824	371	151	158	18	20	33	153	3	47	13	45	39	21					
7	Число бюллетеней в переносных ящиках для голосования	1044	40	25	33	29	39	17	12	17	33	0	0	0	40	74	10	44	72	122	67	0	0	114	24	5	82	15	30	9	32	7	20	16	0	7	9					
8	Число бюллетеней в стационарных ящиках для голосования	13497	609	405	563	397	221	293	256	137	864	161	159	54	273	609	121	988	908	1063	559	202	88	962	955	444	458	90	99	213	505	51	318	122	124	105	121					
9	Число недействительных бюллетеней	203	6	1	2	3	2	7	7	1	12	3	7	0	4	8	1	25	26	12	8	1	1	25	15	8	6	0	1	1	0	0	2	3	1	0	4					
10	Число действительных бюллетеней	14338	643	429	594	423	258	303	261	153	885	158	152	54	309	675	130	1007	954	1173	618	201	87	1051	964	441	534	105	128	221	537	58	336	135	123	112	126					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	494	20	20	20	20	20	20	20	8	20	8	8	8	8	20	8	20	20	20	20	8	8	20	20	8	18	8	8	8	20	8	20	8	8	8	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	80	2	2	1	0	3	1	0	0	2	1	1	0	1	2	0	3	3	13	2	3	0	11	4	3	17	0	0	1	4	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	36	1	0	2	1	1	2	1	0	2	0	0	0	2	4	1	2	3	0	0	0	0	3	3	1	3	0	2	1	0	1	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	414	18	18	19	20	17	19	20	8	18	7	7	8	7	18	8	17	17	7	18	5	8	9	16	5	1	8	8	7	16	8	20	8	8	8	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	242	8	9	6	10	1	5	4	1	21	0	1	1	12	9	3	19	15	13	9	3	0	19	24	8	9	2	4	1	10	0	7	0	0	4	4					
