Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Суровикинская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919	УИК №3920	УИК №3921	УИК №3922	УИК №3923	УИК №3924	УИК №3925	УИК №3926	УИК №3927	УИК №3928	УИК №3929	УИК №3930	УИК №3931	УИК №3932	УИК №3933	УИК №3934					
1	"Число избирателей, внесенных в список избирателей"	27730	2001	1861	1805	1881	1997	1942	2102	2017	611	242	633	111	114	613	559	374	109	816	186	418	540	563	101	149	1707	371	854	170	344	984	615	507	337	96					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23860	1500	1500	1500	1500	1500	1500	1500	1500	600	230	650	113	112	600	560	380	112	850	192	430	550	530	100	145	1500	360	820	174	335	950	600	520	350	97					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12440	936	771	793	913	903	851	939	884	235	141	266	47	86	242	308	197	85	381	76	195	276	281	60	94	693	165	352	70	191	434	191	203	127	54					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2148	69	82	100	95	79	105	170	93	107	18	80	8	0	109	62	32	6	91	15	76	75	54	13	1	143	25	79	59	27	65	104	54	42	10					
6	Число погашенных избирательных бюллетеней	9272	495	647	607	492	518	544	391	523	258	71	304	58	26	249	190	151	21	378	101	159	199	195	27	50	664	170	389	45	117	451	305	263	181	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2148	69	82	100	95	79	105	170	93	107	18	80	8	0	109	62	32	6	91	15	76	75	54	13	1	143	25	79	59	27	65	104	54	42	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12439	936	770	793	913	903	851	939	884	235	141	266	47	86	242	308	197	85	381	76	195	276	281	60	94	693	165	352	70	191	434	191	203	127	54					
9	Число недействительных избирательных бюллетеней	167	12	10	16	19	25	8	13	9	4	1	3	0	0	2	3	1	0	4	1	2	0	2	0	3	15	0	4	1	1	3	3	0	2	0					
10	Число действительных избирательных бюллетеней	14420	993	842	877	989	957	948	1096	968	338	158	343	55	86	349	367	228	91	468	90	269	351	333	73	92	821	190	427	128	217	496	292	257	167	64					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	297	15	15	15	27	18	19	17	21	2	2	12	2	2	6	5	6	8	8	4	8	8	5	2	2	15	4	8	7	3	6	2	6	15	2					
