Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Рыбно-Слободская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №2446	УИК №2447	УИК №2448	УИК №2449	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №2493	УИК №2494	УИК №2495	УИК №2496					
1	"Число избирателей, внесенных в списки"	22009	534	345	304	194	115	173	636	391	867	401	109	368	164	293	267	281	381	187	449	125	969	103	891	420	237	573	631	422	576	385	907	1131	837	882	856	995	444	279	197	152	197	156	183	167	324	166	375	434	441	554	541					
2	"Число бюллетеней, полученных участковыми комиссиями"	22160	537	347	306	196	115	175	639	391	875	401	109	368	167	291	269	284	383	188	451	125	968	104	883	418	242	563	634	422	579	382	922	1150	847	889	877	1009	444	281	196	154	201	157	187	168	324	168	384	436	446	560	548					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19920	493	345	304	194	115	173	620	387	691	292	105	368	164	246	248	248	363	159	380	122	870	96	816	386	237	492	566	407	549	342	741	906	729	805	759	818	422	267	177	136	197	145	183	167	324	144	330	424	421	521	526					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1176	36	0	0	0	0	0	10	2	157	109	4	0	0	44	18	33	15	28	63	3	79	7	67	32	0	54	47	11	20	24	32	19	16	27	23	22	8	8	19	14	0	9	0	0	0	22	44	4	13	29	4					
6	Число погашенных бюллетеней	1064	8	2	2	2	0	2	9	2	27	0	0	0	3	1	3	3	5	1	8	0	19	1	0	0	5	17	21	4	10	16	149	225	102	57	95	169	14	6	0	4	4	3	4	1	0	2	10	8	12	10	18					
7	Число бюллетеней в переносных ящиках для голосования	1176	36	0	0	0	0	0	10	2	157	109	4	0	0	44	18	33	15	28	63	3	79	7	67	32	0	54	47	11	20	24	32	19	16	27	23	22	8	8	19	14	0	9	0	0	0	22	44	4	13	29	4					
8	Число бюллетеней в стационарных ящиках для голосования	19920	493	345	304	194	115	173	620	387	691	292	105	368	164	246	248	248	363	159	380	122	870	96	816	386	237	492	566	407	549	342	741	906	729	805	759	818	422	267	177	136	197	145	183	167	324	144	330	424	421	521	526					
9	Число недействительных бюллетеней	181	0	0	2	0	5	8	6	0	5	0	0	0	4	3	0	0	0	0	0	0	3	0	2	0	5	1	34	0	0	3	44	0	3	0	24	9	3	0	0	0	0	0	0	8	0	1	6	1	0	0	1					
10	Число действительных бюллетеней	20915	529	345	302	194	110	165	624	389	843	401	109	368	160	287	266	281	378	187	443	125	946	103	881	418	232	545	579	418	569	363	729	925	742	832	758	831	427	275	196	150	197	154	183	159	324	165	368	427	434	550	529					
