Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Бутурлиновская																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546					
1	"Число избирателей, внесенных в список"	44548	2514	1083	677	1986	1889	2213	1535	1659	1755	1518	1159	1448	2995	746	223	242	837	656	331	145	1226	599	547	744	941	1448	1354	1225	558	714	663	670	1203	375	340	155	635	144	398	241	425	451	298	1804	1696	83					
2	Число полученных избирательных бюллетеней	44000	2500	1010	690	1960	1760	2040	1550	1600	1800	1510	1140	1430	2780	740	230	250	860	650	340	143	1220	600	550	750	950	1470	1340	1220	580	720	670	670	1220	380	360	175	650	145	400	240	440	460	300	1760	1667	80					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	25186	1236	589	392	1110	1005	1337	844	882	974	850	566	837	1617	426	152	141	468	487	265	119	644	324	214	462	540	907	766	671	311	492	433	381	802	250	239	119	451	134	318	145	281	284	147	868	653	53					
5	"Число избирательных бюллетеней, выданных вне помещения"	3638	97	53	62	116	75	39	99	78	87	151	48	56	20	166	25	48	148	47	33	13	152	90	168	127	99	111	57	119	99	110	86	112	77	40	35	14	76	7	17	33	74	42	50	154	217	11					
6	Число погашенных избирательных бюллетеней	15176	1167	368	236	734	680	664	607	640	739	509	526	537	1143	148	53	61	244	116	42	11	424	186	168	161	311	452	517	430	170	118	151	177	341	90	86	42	123	4	65	62	85	134	103	738	797	16					
7	Число избирательных бюллетеней в переносных ящиках	3638	97	53	62	116	75	39	99	78	87	151	48	56	20	166	25	48	148	47	33	13	152	90	168	127	99	111	57	119	99	110	86	112	77	40	35	14	76	7	17	33	74	42	50	154	217	11					
8	Число бюллетеней в стационарных ящиках для голосования	25178	1235	589	392	1110	1005	1337	844	881	974	850	566	837	1614	426	152	141	468	487	265	119	644	324	214	462	540	907	765	671	311	492	433	381	802	250	239	119	451	134	318	145	281	284	147	868	651	53					
9	Число недействительных избирательных бюллетеней	285	17	6	2	17	18	13	2	4	7	19	7	7	4	4	1	0	3	9	1	1	14	7	1	9	2	6	20	6	2	12	4	0	10	3	2	3	7	0	2	3	8	2	1	5	14	0					
10	Число действительных избирательных бюллетеней	28531	1315	636	452	1209	1062	1363	941	955	1054	982	607	886	1630	588	176	189	613	525	297	131	782	407	381	580	637	1012	802	784	408	590	515	493	869	287	272	130	520	141	333	175	347	324	196	1017	854	64					
11	Число полученных открепительных  удостоверений	316	12	12	9	9	12	14	20	13	28	8	8	12	22	3	3	5	15	3	3	3	3	3	3	3	3	4	4	3	3	8	3	3	3	3	3	3	6	3	5	3	3	5	3	8	8	3					
12	Число выданных открепительных удостоверений	162	9	6	6	4	2	14	9	9	19	5	6	9	15	2	1	3	13	0	0	0	1	0	2	0	0	0	1	3	2	1	0	2	0	0	0	0	4	0	3	0	1	4	0	5	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	131	4	6	2	5	7	18	4	9	9	2	2	1	8	4	0	0	1	5	0	0	2	2	2	0	2	4	4	2	0	2	2	1	2	0	0	1	1	0	0	2	2	2	0	5	4	2					
14	Число неиспользованных открепительных удостоверений	154	3	6	3	5	10	0	11	4	9	3	2	3	7	1	2	2	2	3	3	3	2	3	1	3	3	4	3	0	1	7	3	1	3	3	3	3	2	3	2	3	2	1	3	3	7	3					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																					
18	. Глазьев Сергей Юрьевич	598	30	21	12	34	26	46	35	34	17	30	22	19	41	10	2	1	6	7	0	9	15	3	9	14	3	10	13	5	6	14	3	12	15	2	3	3	10	0	3	2	6	4	2	22	15	2					
		2.08%	2.25%	3.27%	2.64%	2.77%	2.41%	3.34%	3.71%	3.55%	1.60%	3.00%	3.58%	2.13%	2.51%	1.69%	1.13%	0.53%	0.97%	1.31%	0.00%	6.82%	1.88%	0.72%	2.36%	2.38%	0.47%	0.98%	1.58%	0.63%	1.46%	2.33%	0.58%	2.43%	1.71%	0.69%	1.09%	2.26%	1.90%	0.00%	0.90%	1.12%	1.69%	1.23%	1.02%	2.15%	1.73%	3.12%					
19	. Малышкин Олег Александрович	845	39	13	8	37	35	31	25	36	26	27	9	55	51	15	2	4	11	9	5	1	22	25	12	14	19	26	28	25	20	40	20	7	12	1	7	23	19	10	16	11	2	11	2	19	15	0					
		2.93%	2.93%	2.02%	1.76%	3.02%	3.24%	2.25%	2.65%	3.75%	2.45%	2.70%	1.47%	6.16%	3.12%	2.53%	1.13%	2.12%	1.79%	1.69%	1.68%	0.76%	2.76%	6.04%	3.14%	2.38%	2.97%	2.55%	3.41%	3.16%	4.88%	6.64%	3.85%	1.42%	1.37%	0.34%	2.55%	17.29%	3.61%	7.09%	4.78%	6.18%	0.56%	3.37%	1.02%	1.86%	1.73%	0.00%					
20	. Миронов Сергей Михайлович	307	13	9	4	8	12	13	9	14	17	14	7	8	19	7	0	1	10	1	2	0	10	6	3	3	2	26	6	4	9	10	2	2	5	3	1	1	11	2	4	3	3	2	4	9	8	0					
		1.07%	0.98%	1.40%	0.88%	0.65%	1.11%	0.94%	0.95%	1.46%	1.60%	1.40%	1.14%	0.90%	1.16%	1.18%	0.00%	0.53%	1.62%	0.19%	0.67%	0.00%	1.26%	1.45%	0.79%	0.51%	0.31%	2.55%	0.73%	0.51%	2.20%	1.66%	0.39%	0.41%	0.57%	1.03%	0.36%	0.75%	2.09%	1.42%	1.19%	1.69%	0.85%	0.61%	2.03%	0.88%	0.92%	0.00%					
21	. Путин Владимир Владимирович	17441	761	362	237	703	610	825	546	554	670	606	363	534	1083	389	145	141	370	329	236	93	380	207	224	447	404	680	486	523	195	288	347	322	575	200	153	76	310	100	200	70	234	187	96	578	560	42					
		60.53%	57.13%	56.39%	52.20%	57.34%	56.48%	59.96%	57.90%	57.77%	63.15%	60.54%	59.12%	59.80%	66.28%	65.71%	81.92%	74.60%	60.06%	61.61%	79.19%	70.45%	47.74%	50.00%	58.64%	75.89%	63.22%	66.80%	59.12%	66.20%	47.56%	47.84%	66.86%	65.31%	65.42%	68.97%	55.84%	57.14%	58.82%	70.92%	59.70%	39.33%	65.92%	57.36%	48.73%	56.56%	64.52%	65.62%					
22	. Хакамада Ирина Муцуовна	559	29	20	14	32	38	47	31	10	19	16	11	21	42	12	4	3	7	7	3	0	9	1	6	9	14	10	11	6	14	11	8	3	10	6	6	1	7	1	5	3	11	5	4	26	6	0					
		1.94%	2.18%	3.12%	3.08%	2.61%	3.52%	3.42%	3.29%	1.04%	1.79%	1.60%	1.79%	2.35%	2.57%	2.03%	2.26%	1.59%	1.14%	1.31%	1.01%	0.00%	1.13%	0.24%	1.57%	1.53%	2.19%	0.98%	1.34%	0.76%	3.41%	1.83%	1.54%	0.61%	1.14%	2.07%	2.19%	0.75%	1.33%	0.71%	1.49%	1.69%	3.10%	1.53%	2.03%	2.54%	0.69%	0.00%					
23	. Харитонов Николай Михайлович	7999	388	202	151	343	313	333	259	261	271	256	184	213	317	133	21	33	196	159	49	28	325	160	126	89	190	250	246	206	152	218	130	143	235	68	90	24	147	27	102	83	85	111	83	344	235	20					
		27.76%	29.13%	31.46%	33.26%	27.98%	28.98%	24.20%	27.47%	27.22%	25.54%	25.57%	29.97%	23.85%	19.40%	22.47%	11.86%	17.46%	31.82%	29.78%	16.44%	21.21%	40.83%	38.65%	32.98%	15.11%	29.73%	24.56%	29.93%	26.08%	37.07%	36.21%	25.05%	29.01%	26.73%	23.45%	32.85%	18.05%	27.89%	19.15%	30.45%	46.63%	23.94%	34.05%	42.13%	33.66%	27.07%	31.25%					
																																																					
24	Против всех	782	55	9	26	52	28	68	36	46	34	33	11	36	77	22	2	6	13	13	2	0	21	5	1	4	5	10	12	15	12	9	5	4	17	7	12	2	16	1	3	3	6	4	5	19	15	0					
		2.71%	4.13%	1.40%	5.73%	4.24%	2.59%	4.94%	3.82%	4.80%	3.20%	3.30%	1.79%	4.03%	4.71%	3.72%	1.13%	3.17%	2.11%	2.43%	0.67%	0.00%	2.64%	1.21%	0.26%	0.68%	0.78%	0.98%	1.46%	1.90%	2.93%	1.50%	0.96%	0.81%	1.93%	2.41%	4.38%	1.50%	3.04%	0.71%	0.90%	1.69%	1.69%	1.23%	2.54%	1.86%	1.73%	0.00%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
