Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
"Наименование Избирательной комиссии:    Ульяновск, Засвияжская №2"																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971					
1	"Число избирателей, внесенных в списки"	95902	1639	1573	1352	2332	1916	2057	1958	2728	2662	2742	2867	2671	2082	2741	1739	2198	2503	2358	1644	1613	1945	2092	2071	1967	1803	2029	2728	2836	2525	2366	2933	2345	2891	2825	2853	2851	2061	1532	2045	1696	166	1527	2464	950	411	615					
2	"Число бюллетеней, полученных участковыми комиссиями"	94990	1622	1551	1340	2317	1912	2053	1922	2662	2634	2724	2820	2669	2070	2713	1726	2200	2471	2346	1613	1621	1920	2089	2043	1959	1771	2028	2707	2817	2513	2353	2897	2314	2864	2792	2825	2830	2039	1496	2038	1667	160	1496	2434	936	406	610					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	48665	934	880	756	1282	1033	992	945	1383	1427	1413	1576	1448	1121	1487	975	1076	1194	1275	699	846	1122	1106	1018	1038	952	1058	1261	1415	1222	1306	1593	1224	1484	1528	1400	1489	882	432	848	588	67	782	1163	410	211	324					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	825	12	19	16	13	23	20	7	20	7	18	23	30	18	10	13	16	46	17	4	15	19	21	22	41	16	26	33	23	26	20	18	19	14	8	14	20	14	30	5	27	9	24	20	3	5	1					
6	Число погашенных бюллетеней	45500	676	652	568	1022	856	1041	970	1259	1200	1293	1221	1191	931	1216	738	1108	1231	1054	910	760	779	962	1003	880	803	944	1413	1379	1265	1027	1286	1071	1366	1256	1411	1321	1143	1034	1185	1052	84	690	1251	523	190	285					
7	Число бюллетеней в переносных ящиках для голосования	817	12	19	16	13	23	20	7	20	7	18	23	30	18	10	13	16	46	17	4	15	19	21	22	41	16	26	33	23	26	19	18	19	14	1	14	20	14	30	5	27	9	24	20	3	5	1					
8	Число бюллетеней в стационарных ящиках для голосования	48538	934	878	756	1280	1027	990	945	1383	1427	1411	1576	1427	1121	1481	975	1060	1190	1275	696	846	1121	1100	1018	1038	952	1058	1261	1415	1222	1293	1593	1224	1484	1487	1399	1489	882	432	847	588	67	782	1163	410	211	324					
9	Число недействительных бюллетеней	1327	23	23	16	64	29	54	21	41	59	36	34	9	18	24	28	25	36	70	23	5	29	30	30	37	13	22	25	29	24	11	32	35	18	22	22	20	43	26	25	39	2	47	56	11	29	12					
10	Число действительных бюллетеней	48028	923	874	756	1229	1021	956	931	1362	1375	1393	1565	1448	1121	1467	960	1051	1200	1222	677	856	1111	1091	1010	1042	955	1062	1269	1409	1224	1301	1579	1208	1480	1466	1391	1489	853	436	827	576	74	759	1127	402	187	313					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	645	15	15	15	15	15	15	15	15	15	15	15	15	15	15	10	15	15	15	10	10	15	15	15	15	15	15	15	15	15	15	20	15	15	15	15	15	10	15	15	10	10	10	15	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	370	14	7	1	12	8	11	4	8	10	15	13	11	5	10	7	14	9	9	7	7	11	7	5	10	7	14	10	13	5	12	11	8	11	8	12	11	5	2	8	2	0	7	6	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	188	6	3	3	4	5	1	4	4	14	3	7	4	3	5	3	2	1	6	2	3	12	1	5	5	9	0	6	4	2	5	5	7	4	3	3	7	3	6	1	2	3	2	7	1	0	2					
14	Число погашенных открепительных удостоверений	275	1	8	14	3	7	4	11	7	5	0	2	4	10	5	3	1	6	6	3	3	4	8	10	5	8	1	5	2	10	3	9	7	4	7	3	4	5	13	7	8	10	3	9	7	10	10					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	"1. ""ЕДИНЕНИЕ"""	332	5	7	7	7	4	0	6	8	2	4	15	11	6	9	3	9	4	6	4	10	9	9	4	6	5	1	6	4	7	9	12	10	8	14	4	12	11	8	10	12	1	3	16	6	10	8					
		0.67%	0.52%	0.78%	0.90%	0.54%	0.38%	0.0%	0.63%	0.57%	0.13%	0.27%	0.93%	0.75%	0.52%	0.60%	0.30%	0.83%	0.32%	0.46%	0.57%	1.16%	0.78%	0.80%	0.38%	0.55%	0.51%	0.09%	0.46%	0.27%	0.56%	0.68%	0.74%	0.80%	0.53%	0.94%	0.28%	0.79%	1.22%	1.73%	1.17%	1.95%	1.31%	0.37%	1.35%	1.45%	4.62%	2.46%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1138	23	16	11	17	18	25	24	37	29	25	52	28	38	31	34	35	29	30	25	12	30	28	23	17	21	36	29	28	28	24	38	24	47	28	47	43	16	12	12	21	2	13	21	2	7	2					
