Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Ермаковская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217					
1	"Число избирателей, внесенных в список"	16849	681	858	952	1004	1139	872	983	561	150	252	207	483	282	971	494	705	524	605	921	306	187	1100	273	916	522	238	663					
2	Число полученных избирательных бюллетеней	16830	685	850	950	1000	1045	875	1015	575	150	260	225	500	300	975	500	715	525	600	900	300	190	1080	270	915	530	235	665					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9625	291	430	465	485	592	521	514	268	98	193	154	300	219	524	327	442	369	384	661	202	135	487	125	491	390	170	388					
5	"Число избирательных бюллетеней, выданных вне помещения"	1689	90	67	84	106	155	38	94	52	16	18	6	50	23	94	49	88	58	23	36	46	13	206	63	102	35	14	63					
6	Число погашенных избирательных бюллетеней	5518	304	355	401	409	298	316	407	255	36	49	65	150	58	357	124	185	98	193	203	52	42	387	82	322	105	51	214					
7	Число избирательных бюллетеней в переносных ящиках	1689	90	67	84	106	155	38	94	52	16	18	6	50	23	94	49	88	58	23	36	46	13	206	63	102	35	14	63					
8	Число бюллетеней в стационарных ящиках для голосования	9624	291	429	465	485	592	521	514	268	98	193	154	300	219	524	327	442	369	384	661	202	135	487	125	491	390	170	388					
9	Число недействительных избирательных бюллетеней	73	3	7	4	3	2	1	1	2	0	3	5	2	3	5	2	7	4	0	3	0	0	4	1	7	4	0	0					
10	Число действительных избирательных бюллетеней	11240	378	489	545	588	745	558	607	318	114	208	155	348	239	613	374	523	423	407	694	248	148	689	187	586	421	184	451					
11	Число полученных открепительных  удостоверений	208	5	7	10	10	10	5	5	5	5	5	5	7	10	15	7	7	7	7	7	7	5	10	7	10	10	10	10					
12	Число выданных открепительных удостоверений	47	1	1	1	0	0	4	2	1	0	0	1	4	7	8	0	3	0	0	1	1	2	5	0	2	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	2	5	3	2	2	6	2	2	1	2	0	0	1	0	0	0	1	7	1	0	2	1	1	1	1	1	2					
14	Число неиспользованных открепительных удостоверений	161	4	6	9	10	10	1	3	4	5	5	4	3	3	7	7	4	7	7	6	6	3	5	7	8	7	10	10					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	1704	84	119	112	113	163	130	145	47	13	28	16	23	21	96	79	94	37	35	78	27	9	58	9	87	23	11	47					
		15.06%	22.05%	23.99%	20.40%	19.12%	21.82%	23.26%	23.85%	14.69%	11.40%	13.27%	10.00%	6.57%	8.68%	15.53%	21.01%	17.74%	8.67%	8.60%	11.19%	10.89%	6.08%	8.37%	4.79%	14.67%	5.41%	5.98%	10.42%					
19	. Малышкин Олег Александрович	295	7	8	5	10	24	14	11	5	3	5	8	3	3	27	12	11	11	22	20	5	6	10	2	11	32	6	14					
		2.61%	1.84%	1.61%	0.91%	1.69%	3.21%	2.50%	1.81%	1.56%	2.63%	2.37%	5.00%	0.86%	1.24%	4.37%	3.19%	2.08%	2.58%	5.41%	2.87%	2.02%	4.05%	1.44%	1.06%	1.85%	7.53%	3.26%	3.10%					
20	. Миронов Сергей Михайлович	72	2	5	2	7	4	0	5	0	0	0	3	0	2	3	2	9	7	2	3	4	0	3	0	3	0	1	5					
		0.64%	0.52%	1.01%	0.36%	1.18%	0.54%	0.00%	0.82%	0.00%	0.00%	0.00%	1.88%	0.00%	0.83%	0.49%	0.53%	1.70%	1.64%	0.49%	0.43%	1.61%	0.00%	0.43%	0.00%	0.51%	0.00%	0.54%	1.11%					
21	. Путин Владимир Владимирович	6687	201	237	284	320	381	303	299	193	67	133	104	257	161	333	210	302	250	242	483	167	114	501	138	334	294	129	250					
		59.11%	52.76%	47.78%	51.73%	54.15%	51.00%	54.20%	49.18%	60.31%	58.77%	63.03%	65.00%	73.43%	66.53%	53.88%	55.85%	56.98%	58.55%	59.46%	69.30%	67.34%	77.03%	72.29%	73.40%	56.32%	69.18%	70.11%	55.43%					
22	. Хакамада Ирина Муцуовна	283	5	14	15	13	17	33	17	11	1	15	2	12	7	21	10	6	7	4	17	6	2	17	2	4	2	10	13					
		2.50%	1.31%	2.82%	2.73%	2.20%	2.28%	5.90%	2.80%	3.44%	0.88%	7.11%	1.25%	3.43%	2.89%	3.40%	2.66%	1.13%	1.64%	0.98%	2.44%	2.42%	1.35%	2.45%	1.06%	0.67%	0.47%	5.43%	2.88%					
23	. Харитонов Николай Михайлович	1956	71	92	119	110	127	63	113	58	29	23	19	50	37	117	54	94	101	97	78	34	15	92	34	134	61	18	116					
