Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    ТИК Пригородного района																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228					
1	"Число избирателей, внесенных в список избирателей"	71710	1669	651	1140	2307	714	1007	3100	2735	1850	2163	1504	1520	2237	1757	1889	1668	1164	2125	1071	1137	2684	2300	1959	1168	1480	1297	714	1168	1512	1564	1778	2570	2786	2662	2138	830	869	272	208	160	2966	2295	1958	609	355					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	68903	1650	600	1050	2271	650	952	3100	2600	1750	2000	1450	1450	2210	1700	1800	1650	1100	2050	950	1050	2600	2280	1900	1000	1490	1200	630	1050	1350	1600	1630	2550	2600	2600	2150	800	850	250	180	160	2950	2200	1900	600	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	239	0	0	0	57	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	60858	1551	513	993	910	611	645	3092	2491	1630	1912	1384	1315	2008	1521	1758	1539	982	1703	752	1031	2504	2165	1866	946	1199	1130	605	973	817	1562	1623	2183	2537	1949	1754	753	670	159	106	131	2921	1758	1477	498	231					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1234	48	6	7	12	6	34	8	84	25	27	14	22	169	9	34	23	10	46	0	0	0	0	6	43	101	19	12	27	71	2	6	69	6	36	38	38	27	11	51	0	29	25	23	5	5					
6	Число погашенных избирательных бюллетеней	6572	51	81	50	1292	33	91	0	25	95	61	52	113	33	170	8	88	108	301	198	19	96	115	28	11	190	51	13	50	462	36	1	298	57	615	358	9	153	80	23	29	0	417	400	97	114					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1473	48	6	7	69	6	216	8	84	25	27	14	22	169	9	34	23	10	46	0	0	0	0	6	43	101	19	12	27	71	2	6	69	6	36	38	38	27	11	51	0	29	25	23	5	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	60726	1551	513	993	858	611	645	3092	2491	1630	1912	1384	1315	2008	1521	1758	1539	982	1703	751	1031	2504	2165	1866	937	1199	1130	605	973	817	1519	1623	2183	2537	1949	1752	753	670	159	106	131	2921	1733	1477	498	231					
9	Число недействительных избирательных бюллетеней	622	0	8	24	33	1	7	0	0	105	9	0	14	0	6	0	0	5	3	6	11	0	10	4	8	28	24	0	10	13	4	0	0	2	257	2	0	5	3	0	5	0	8	0	0	7					
10	Число действительных избирательных бюллетеней	61577	1599	511	976	894	616	854	3100	2575	1550	1930	1398	1323	2177	1524	1792	1562	987	1746	745	1020	2504	2155	1868	972	1272	1125	617	990	875	1517	1629	2252	2541	1728	1788	791	692	167	157	126	2950	1750	1500	503	229					
