Выборы Президента Российской Федерации																																																														
Дата голосования: 02.03.2008																																																														
																																																														
"Наименование Избирательной комиссии:    Тверь, Заволжская"																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
	Число участковых избирательных комиссий	55																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	55																																																												
																																																														
		Сумма	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065					
1	"Число избирателей, включенных в списки избирателей"	119141	2016	2019	2301	2454	2472	2625	2606	2337	2589	1547	1137	2459	2577	2613	2526	2523	2505	2189	2591	2371	2755	1865	1528	1858	2133	2671	2958	2974	1992	2402	2108	2595	2611	2403	2386	2484	1907	1960	2261	2796	2173	1718	2221	2807	2593	1255	1690	2353	2757	2551	3127	437	184	40	131					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	107795	1800	1800	2000	2200	2200	2300	2300	2100	2300	1400	1000	2200	2300	2300	2300	2300	2300	2000	2300	2100	2500	1700	1400	1700	2000	2400	2700	2700	1800	2100	2000	2300	2300	2200	2100	2400	1800	1800	2000	2500	2100	1600	2100	2500	2500	1100	1500	2100	2500	2400	2700	437	185	40	133					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	73346	1141	1229	1424	1570	1562	1594	1665	1395	1635	1072	749	1511	1574	1562	1717	1512	1497	1399	1717	1459	1631	1000	970	1153	1026	1599	1892	1760	1090	1400	1330	1733	1674	1569	1600	1709	1208	1100	1266	1832	1442	1053	1401	1763	1412	729	911	1418	1560	1531	2069	316	56	28	131					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3136	62	43	33	62	58	25	36	35	65	18	27	93	36	63	40	86	55	26	51	28	161	95	23	22	102	42	38	69	44	55	54	64	54	65	51	58	61	95	80	49	42	87	35	63	68	36	65	42	73	64	88	121	116	12	0					
6	Число погашенных избирательных бюллетеней	31313	597	528	543	568	580	681	599	670	600	310	224	596	690	675	543	702	748	575	532	613	708	605	407	525	872	759	770	871	666	645	616	503	572	566	449	633	531	605	654	619	616	460	664	674	1020	335	524	640	867	805	543	0	13	0	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3136	62	43	33	62	58	25	36	35	65	18	27	93	36	63	40	86	55	26	51	28	161	95	23	22	102	42	38	69	44	55	54	64	54	65	51	58	61	95	80	49	42	87	35	63	68	36	65	42	73	64	88	121	116	12	0					
8	Число бюллетеней в стационарных ящиках для голосования	73179	1139	1217	1424	1566	1562	1594	1665	1395	1635	1071	749	1508	1574	1562	1677	1509	1497	1399	1717	1427	1625	999	970	1153	1026	1599	1892	1757	1090	1399	1330	1728	1673	1568	1597	1709	1205	1096	1262	1828	1442	1048	1399	1763	1408	727	909	1416	1556	1531	2056	316	56	28	131					
9	Число недействительных избирательных бюллетеней	1337	23	20	29	14	18	18	40	27	24	20	21	22	27	34	33	28	26	20	35	26	26	17	19	9	13	15	20	32	26	17	27	29	29	24	27	43	29	19	24	64	37	34	34	43	25	17	8	23	19	23	56	0	0	0	4					
10	Число действительных избирательных бюллетеней	74978	1178	1240	1428	1614	1602	1601	1661	1403	1676	1069	755	1579	1583	1591	1684	1567	1526	1405	1733	1429	1760	1077	974	1166	1115	1626	1910	1794	1108	1437	1357	1763	1698	1609	1621	1724	1237	1172	1318	1813	1447	1101	1400	1783	1451	746	966	1435	1610	1572	2088	437	172	40	127					
11	Число полученных открепительных  удостоверений	2032	15	40	25	40	30	40	30	30	30	100	30	30	30	30	35	45	45	30	55	30	52	30	20	15	15	45	50	35	100	40	45	50	45	60	40	55	40	30	45	40	40	45	40	30	30	10	30	30	35	45	105	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1712	15	30	23	36	30	30	23	20	27	96	17	24	28	29	32	36	37	22	49	24	49	13	16	12	15	38	41	35	82	32	39	43	41	49	35	47	30	18	36	31	31	35	34	28	19	6	28	27	35	35	104	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1727	25	33	29	22	26	19	38	15	27	23	32	27	28	30	24	33	30	22	41	21	42	20	13	8	18	45	21	48	22	21	27	36	29	41	59	78	25	24	17	39	43	26	42	26	17	17	24	33	28	46	159	57	15	3	13					
14	Число неиспользованных открепительных удостоверений	320	0	10	2	4	0	10	7	10	3	4	13	6	2	1	3	9	8	8	6	6	3	17	4	3	0	7	9	0	18	8	6	7	4	11	5	8	10	12	9	9	9	10	6	2	11	4	2	3	0	10	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	136	1	0	2	1	2	0	4	3	5	0	0	6	2	5	2	6	3	3	1	6	4	2	3	1	3	1	2	3	2	1	2	10	7	1	1	4	2	6	2	6	1	1	2	2	2	2	0	2	4	3	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																														
