Выборы Президента Российской Федерации																																																																				
Дата голосования: 04.03.2012																																																																				
																																																																				
Наименование Избирательной комиссии:    Тверь, Заволжская																																																																				
																																																																				
Сводная таблица итогов голосования																																																																				
																																																																				
	Число участковых избирательных комиссий	57																																																																		
	Число участковых избирательных комиссий, приступивших к передаче сведений	57																																																																		
																																																																				
		Сумма	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991									
1	Число избирателей, включенных в список избирателей	119694	1902	2011	2220	2303	2363	2595	2527	2227	2522	1409	1254	2311	2586	2823	2534	2575	2366	2309	1879	2597	2255	1984	2260	2478	2178	1562	1774	2499	2573	2188	1894	2260	2298	2390	2079	2422	1861	2464	1768	1840	2142	2718	2067	1581	2165	2655	2625	1391	1866	2275	2787	2528	2930	1203	199	56	166									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	112582	1800	1900	2100	2200	2200	2400	2400	2100	2400	1300	1200	2200	2500	2600	2400	2400	2200	2200	1800	2400	2100	1700	2100	2400	2000	1500	1700	2400	2400	2100	1800	2100	2200	2300	2000	2300	2000	2300	1600	1700	2000	2500	2000	1500	2000	2500	2300	1300	1700	2100	2600	2400	2700	1150	190	60	182									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	71140	1046	1170	1350	1403	1382	1419	1559	1333	1366	821	832	1304	1348	1696	1569	1430	1310	1374	1174	1666	1383	1162	1471	1661	1105	958	1010	1443	1510	1188	1091	1351	1174	1417	1287	1527	1409	1631	1112	1051	1231	1833	1281	969	1376	1684	1403	793	1043	1291	1509	1376	1670	883	99	40	166									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1599	24	15	23	26	18	13	25	19	22	5	13	45	19	33	20	12	34	38	10	20	14	86	31	14	32	2	11	8	20	23	32	26	12	16	21	52	27	28	31	53	35	13	26	43	15	27	24	10	24	22	27	25	37	205	78	15	0									
6	Число погашенных избирательных бюллетеней	39843	730	715	727	771	800	968	816	748	1012	474	355	851	1133	871	811	958	856	788	616	714	703	452	598	725	863	540	679	949	870	889	677	723	1014	867	692	721	564	641	457	596	734	654	693	488	609	789	873	497	633	787	1064	999	993	62	13	5	16									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1599	24	15	23	26	18	13	25	19	22	5	13	45	19	33	20	12	34	38	10	20	14	86	31	14	32	2	11	8	20	23	32	26	12	16	21	52	27	28	31	53	35	13	26	43	15	27	24	10	24	22	27	25	37	205	78	15	0									
8	Число бюллетеней в стационарных ящиках для голосования	71106	1044	1169	1348	1402	1381	1419	1559	1333	1366	821	832	1302	1348	1694	1567	1429	1310	1373	1174	1664	1382	1161	1471	1659	1105	958	1010	1443	1509	1188	1091	1351	1172	1417	1287	1527	1408	1631	1112	1050	1227	1833	1281	969	1376	1684	1401	793	1043	1291	1509	1374	1670	883	99	40	166									
9	Число недействительных избирательных бюллетеней	924	10	12	24	15	12	32	24	22	11	11	8	21	17	22	23	11	9	24	11	21	11	93	19	20	17	12	3	16	10	9	13	12	15	18	19	13	13	21	6	17	20	21	15	13	18	29	11	14	9	11	20	14	18	11	1	0	2									
10	Число действительных избирательных бюллетеней	71781	1058	1172	1347	1413	1387	1400	1560	1330	1377	815	837	1326	1350	1705	1564	1430	1335	1387	1173	1663	1385	1154	1483	1653	1120	948	1018	1435	1519	1202	1110	1365	1169	1415	1289	1566	1422	1638	1137	1086	1242	1825	1292	999	1373	1682	1414	789	1058	1302	1516	1385	1689	1077	176	55	164									
11	Число полученных открепительных  удостоверений	2587	35	40	37	53	45	65	52	39	55	30	75	43	46	66	50	63	57	50	34	50	48	38	45	72	30	30	30	70	45	37	30	50	107	47	50	65	40	59	30	40	65	65	50	40	40	59	40	30	35	34	63	40	78	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2305	35	38	36	51	42	44	43	39	49	27	72	37	43	48	48	60	46	40	34	48	48	37	44	64	20	23	30	54	37	33	30	41	105	42	35	59	36	57	28	31	59	62	45	30	36	57	36	15	31	34	54	36	76	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2088	26	32	21	16	21	29	31	23	23	12	22	29	18	38	24	28	31	36	25	40	24	40	23	53	20	19	18	9	22	20	26	31	53	31	28	34	42	28	52	15	17	47	26	21	39	21	27	24	19	23	31	28	41	498	44	11	58									
14	Число неиспользованных открепительных удостоверений	282	0	2	1	2	3	21	9	0	6	3	3	6	3	18	2	3	11	10	0	2	0	1	1	8	10	7	0	16	8	4	0	9	2	5	15	6	4	2	2	9	6	3	5	10	4	2	4	15	4	0	9	4	2	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	172	1	2	3	1	3	1	1	6	5	0	3	4	7	5	1	6	1	0	4	6	5	6	4	8	5	0	4	3	5	2	6	2	5	4	6	4	9	4	0	1	1	2	3	3	0	3	5	0	0	1	4	3	4	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																				
19	Жириновский Владимир Вольфович	5595	79	84	118	104	129	153	121	100	127	74	56	114	112	127	159	119	112	99	110	109	109	109	121	100	79	114	77	121	150	97	75	88	108	99	95	93	87	110	83	70	73	126	103	63	97	99	140	49	68	118	138	128	134	44	8	2	14									
		7.70%	7.40%	7.09%	8.61%	7.28%	9.22%	10.68%	7.64%	7.40%	9.15%	8.96%	6.63%	8.46%	8.19%	7.35%	10.02%	8.26%	8.33%	7.02%	9.29%	6.47%	7.81%	8.74%	8.06%	5.98%	6.95%	11.88%	7.54%	8.34%	9.81%	8.01%	6.68%	6.39%	9.12%	6.91%	7.26%	5.89%	6.06%	6.63%	7.26%	6.35%	5.78%	6.83%	7.88%	6.23%	6.97%	5.79%	9.82%	6.10%	6.37%	8.99%	8.98%	9.15%	7.85%	4.04%	4.52%	3.64%	8.43%									
20	Зюганов Геннадий Андреевич	15196	215	222	283	359	303	336	357	292	278	157	161	283	301	321	322	289	291	349	253	398	335	233	325	383	216	163	163	293	307	236	197	252	199	254	305	363	335	373	262	261	282	434	273	244	342	408	259	137	205	253	280	272	394	119	31	19	19									
		20.90%	20.13%	18.75%	20.64%	25.14%	21.66%	23.46%	22.54%	21.60%	20.03%	19.01%	19.05%	21.01%	22.02%	18.59%	20.29%	20.06%	21.65%	24.73%	21.37%	23.63%	23.99%	18.68%	21.64%	22.89%	18.99%	16.98%	15.96%	20.19%	20.08%	19.49%	17.54%	18.30%	16.81%	17.73%	23.32%	22.99%	23.34%	22.48%	22.92%	23.66%	22.35%	23.51%	20.89%	24.11%	24.59%	23.85%	18.18%	17.06%	19.21%	19.27%	18.23%	19.44%	23.08%	10.94%	17.51%	34.55%	11.45%									
21	Миронов Сергей Михайлович	3804	56	71	80	88	76	73	116	92	87	38	47	82	59	73	80	57	70	88	48	66	86	45	98	74	55	36	54	103	92	55	68	76	64	78	59	100	57	99	62	68	62	87	74	54	60	85	64	26	56	74	87	75	70	36	8	3	7									
