Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Кологривская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176					
1	"Число избирателей, внесенных в списки избирателей"	6435	161	215	263	131	304	195	291	112	197	113	325	373	754	441	2198	255	107					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5754	156	219	259	134	305	206	290	112	197	121	331	381	572	443	1654	261	113					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3398	111	119	117	82	187	114	160	74	108	60	164	204	385	257	1053	137	66					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	546	14	32	46	20	18	8	35	10	13	15	56	31	41	16	142	35	14					
6	Число погашенных избирательных бюллетеней	1810	31	68	96	32	100	84	95	28	76	46	111	146	146	170	459	89	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	546	14	32	46	20	18	8	35	10	13	15	56	31	41	16	142	35	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3397	111	119	117	82	187	114	160	74	108	60	164	204	385	257	1052	137	66					
9	Число недействительных избирательных бюллетеней	42	2	2	0	0	1	1	3	0	1	0	1	6	3	2	20	0	0					
10	Число действительных избирательных бюллетеней	3901	123	149	163	102	204	121	192	84	120	75	219	229	423	271	1174	172	80					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	78	3	3	5	5	4	3	3	3	5	4	3	4	10	4	12	3	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	42	1	3	3	4	1	1	1	3	0	0	1	3	3	0	12	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	32	1	0	3	2	1	1	2	1	0	2	1	0	6	1	8	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	36	2	0	2	1	3	2	2	0	5	4	2	1	7	4	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	186	7	3	5	2	20	2	10	6	4	0	18	7	18	16	56	5	7					
		4.72%	5.60%	1.99%	3.07%	1.96%	9.76%	1.64%	5.13%	7.14%	3.31%	0.00%	8.18%	2.98%	4.23%	5.86%	4.69%	2.91%	8.75%					
19	2.Всероссийская политическая партия «Гражданская Сила»	15	1	0	0	0	0	0	0	0	0	1	0	3	3	0	7	0	0					
		0.38%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	1.28%	0.70%	0.00%	0.59%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0					
		0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.58%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	645	10	22	27	27	34	18	48	12	14	14	25	23	95	46	194	20	16					
