Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Селемджинская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617					
1	"Число избирателей, внесенных в списки"	8278	620	93	258	936	790	360	315	723	237	185	156	1068	1836	388	313					
2	"Число бюллетеней, полученных участковыми комиссиями"	8124	588	93	258	961	822	364	342	690	217	167	137	1039	1731	404	311					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	141	22	0	15	0	0	0	0	68	0	0	0	0	0	0	36					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4627	347	75	133	528	455	258	185	376	148	113	84	545	941	246	193					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	384	38	0	2	38	30	21	47	47	10	14	20	47	42	28	0					
6	Число погашенных бюллетеней	2972	181	18	108	395	337	85	110	199	59	40	33	447	748	130	82					
7	Число бюллетеней в переносных ящиках для голосования	525	60	0	17	38	30	21	47	115	10	14	20	47	42	28	36					
8	Число бюллетеней в стационарных ящиках для голосования	4627	347	75	133	528	455	258	185	376	148	113	84	545	941	246	193					
9	Число недействительных бюллетеней	34	4	0	0	9	4	0	3	3	1	0	0	3	5	2	0					
10	Число действительных бюллетеней	5118	403	75	150	557	481	279	229	488	157	127	104	589	978	272	229					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	189	10	5	5	19	25	10	5	20	5	5	5	20	20	20	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	112	4	0	5	19	25	8	4	15	1	1	2	8	5	15	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	27	3	0	0	3	2	1	2	4	0	2	0	0	5	2	3					
14	Число погашенных открепительных удостоверений	77	6	5	0	0	0	2	1	5	4	4	3	12	15	5	15					
15	Число открепительных удостоверений выданных ТИК	11	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	67	5	0	7	7	7	5	4	9	1	2	2	2	8	2	6					
		1.30%	1.22%	0.0%	4.66%	1.23%	1.44%	1.79%	1.72%	1.83%	0.63%	1.57%	1.92%	0.33%	0.81%	0.72%	2.62%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	71	11	0	3	6	1	3	2	11	4	1	1	5	16	6	1					
		1.37%	2.70%	0.0%	2.0%	1.06%	0.20%	1.07%	0.86%	2.24%	2.53%	0.78%	0.96%	0.84%	1.62%	2.18%	0.43%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	243	30	2	3	38	26	15	27	23	3	6	4	13	29	5	19					
		4.71%	7.37%	2.66%	2.0%	6.71%	5.36%	5.37%	11.63%	4.68%	1.89%	4.72%	3.84%	2.19%	2.95%	1.82%	8.29%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	172	15	1	1	19	12	3	5	25	8	1	1	20	36	22	3					
		3.33%	3.68%	1.33%	0.66%	3.35%	2.47%	1.07%	2.15%	5.09%	5.06%	0.78%	0.96%	3.37%	3.66%	8.02%	1.31%					
22	"5. ""За Русь Святую"""	45	2	1	1	4	2	3	3	10	2	4	2	1	7	2	1					
		0.87%	0.49%	1.33%	0.66%	0.70%	0.41%	1.07%	1.29%	2.03%	1.26%	3.14%	1.92%	0.16%	0.71%	0.72%	0.43%					
23	"6. ""Объединенная Российская партия ""Русь"""	15	1	1	0	1	1	0	2	1	1	0	0	2	1	0	4					
		0.29%	0.24%	1.33%	0.0%	0.17%	0.20%	0.0%	0.86%	0.20%	0.63%	0.0%	0.0%	0.33%	0.10%	0.0%	1.74%					
24	"7. ""Новый курс - Автомобильная Россия"""	40	1	1	2	7	5	4	1	4	0	0	3	0	10	0	2					
		0.77%	0.24%	1.33%	1.33%	1.23%	1.03%	1.43%	0.43%	0.81%	0.0%	0.0%	2.88%	0.0%	1.01%	0.0%	0.87%					
25	"8. ""Народно-республиканская партия России"""	6	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0					
		0.11%	0.0%	0.0%	0.0%	0.53%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	0	0	2	2	2	1	1	2	0	0	0	3	4	0	0					
		0.32%	0.0%	0.0%	1.33%	0.35%	0.41%	0.35%	0.43%	0.40%	0.0%	0.0%	0.0%	0.50%	0.40%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	213	13	3	5	31	21	18	17	34	4	13	4	15	18	6	11					
		4.13%	3.19%	4.0%	3.33%	5.47%	4.32%	6.45%	7.32%	6.92%	2.53%	10.23%	3.84%	2.53%	1.83%	2.18%	4.80%					
28	"11. ""Истинные патриоты России"""	6	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0					
		0.11%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.20%	0.63%	0.78%	0.0%	0.16%	0.0%	0.36%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	39	5	0	2	1	5	3	1	6	0	1	0	3	8	3	1					
		0.75%	1.22%	0.0%	1.33%	0.17%	1.03%	1.07%	0.43%	1.22%	0.0%	0.78%	0.0%	0.50%	0.81%	1.09%	0.43%					
30	"13. ""Демократическая партия России"""	16	0	0	0	5	2	1	2	0	2	0	0	2	0	1	1					
		0.31%	0.0%	0.0%	0.0%	0.88%	0.41%	0.35%	0.86%	0.0%	1.26%	0.0%	0.0%	0.33%	0.0%	0.36%	0.43%					
31	"14. ""Великая Россия - Евразийский Союз"""	21	4	0	0	1	3	0	2	3	0	1	1	2	3	0	1					
		0.40%	0.98%	0.0%	0.0%	0.17%	0.61%	0.0%	0.86%	0.61%	0.0%	0.78%	0.96%	0.33%	0.30%	0.0%	0.43%					
32	"15. ""Партия СЛОН"""	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	351	25	6	5	30	30	9	2	48	10	2	5	43	90	32	14					
		6.81%	6.14%	8.0%	3.33%	5.30%	6.18%	3.22%	0.86%	9.77%	6.32%	1.57%	4.80%	7.26%	9.15%	11.67%	6.11%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	16	2	0	3	2	1	1	0	0	0	0	0	3	2	2	0					
		0.31%	0.49%	0.0%	2.0%	0.35%	0.20%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.20%	0.72%	0.0%					
35	"18. ""ЛДПР"""	1090	82	24	14	98	137	44	48	111	27	29	27	142	233	53	21					
		21.15%	20.14%	32.0%	9.33%	17.31%	28.24%	15.77%	20.68%	22.60%	17.08%	22.83%	25.96%	23.98%	23.70%	19.34%	9.17%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	122	18	3	0	21	8	2	5	13	5	1	3	11	27	0	5					
		2.36%	4.42%	4.0%	0.0%	3.71%	1.64%	0.71%	2.15%	2.64%	3.16%	0.78%	2.88%	1.85%	2.74%	0.0%	2.18%					
37	"20. ""Политическая партия ""Единая Россия"""	1734	105	25	88	168	137	122	85	108	40	49	40	213	331	107	116					
		33.65%	25.79%	33.33%	58.66%	29.68%	28.24%	43.72%	36.63%	21.99%	25.31%	38.58%	38.46%	35.97%	33.67%	39.05%	50.65%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	0	0	1	4	2	1	0	0	0	0	2	2	2	1	0					
		0.29%	0.0%	0.0%	0.66%	0.70%	0.41%	0.35%	0.0%	0.0%	0.0%	0.0%	1.92%	0.33%	0.20%	0.36%	0.0%					
39	"22. ""Развитие предпринимательства"""	20	0	0	0	2	0	3	2	4	2	1	0	2	4	0	0					
		0.38%	0.0%	0.0%	0.0%	0.35%	0.0%	1.07%	0.86%	0.81%	1.26%	0.78%	0.0%	0.33%	0.40%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	575	44	3	4	92	57	26	12	46	42	14	9	79	110	21	16					
		11.16%	10.81%	4.0%	2.66%	16.25%	11.75%	9.31%	5.17%	9.36%	26.58%	11.02%	8.65%	13.34%	11.19%	7.66%	6.98%					
																						
41	Против всех	221	40	5	9	14	22	11	8	29	4	1	0	25	38	8	7					
		4.28%	9.82%	6.66%	6.0%	2.47%	4.53%	3.94%	3.44%	5.90%	2.53%	0.78%	0.0%	4.22%	3.86%	2.91%	3.05%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
