Выборы Президента Российской Федерации																																																														
Дата голосования: 02.03.2008																																																														
																																																														
Наименование Избирательной комиссии:    Кетовская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
	Число участковых избирательных комиссий	55																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	55																																																												
																																																														
		Сумма	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №1187	УИК №1188					
1	"Число избирателей, включенных в списки избирателей"	42487	1071	1088	1454	1393	1244	449	1436	1379	1141	580	317	788	421	1191	522	624	542	362	803	235	694	967	229	186	259	898	256	1502	278	1979	1615	126	194	2100	1430	450	633	169	1970	121	1652	878	1122	289	465	445	494	1082	409	2009	97	115	136	110	88					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41100	1000	1050	1350	1300	1260	400	2200	1300	1100	550	300	750	400	1100	500	600	500	330	720	200	650	920	210	170	250	850	250	1400	270	1850	1500	110	180	2000	1400	420	600	160	1900	120	1550	850	1050	280	450	450	470	1000	390	1920	100	110	130	110	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	24710	602	570	701	670	690	314	1029	906	661	310	150	455	250	682	402	387	294	230	566	141	462	637	168	132	164	482	166	721	187	1074	864	92	113	923	755	254	327	83	1130	79	791	553	659	135	283	350	359	721	238	1353	84	84	121	84	72					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2535	31	48	75	50	63	9	3	30	55	15	40	73	52	62	17	19	86	27	79	19	33	62	23	13	30	61	11	88	22	52	108	8	15	150	40	20	31	12	54	2	175	60	114	48	57	35	52	68	86	114	13	4	0	21	0					
6	Число погашенных избирательных бюллетеней	13855	367	432	574	580	507	77	1168	364	384	225	110	222	98	356	81	194	120	73	75	40	155	221	19	25	56	307	73	591	61	724	528	10	52	927	605	146	242	65	716	39	584	237	277	97	110	65	59	211	66	453	3	22	9	5	48					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2534	31	48	75	50	63	9	3	30	55	15	40	73	52	62	17	19	86	27	79	19	33	62	23	13	30	61	11	88	22	52	108	8	15	150	40	20	31	12	54	2	174	60	114	48	57	35	52	68	86	114	13	4	0	21	0					
8	Число бюллетеней в стационарных ящиках для голосования	24588	602	570	701	670	688	314	1029	906	661	310	150	455	250	682	402	387	294	230	566	141	462	637	168	132	164	482	166	721	187	1072	864	92	113	923	755	254	327	83	1130	79	787	553	659	135	283	350	359	721	238	1239	84	84	121	84	72					
9	Число недействительных избирательных бюллетеней	202	5	8	3	6	8	6	9	4	11	0	0	4	1	4	1	2	0	0	9	0	4	8	0	1	4	5	3	5	1	7	5	0	0	12	9	2	2	0	11	2	9	5	0	2	0	8	4	1	0	7	0	0	4	0	0					
10	Число действительных избирательных бюллетеней	26920	628	610	773	714	743	317	1023	932	705	325	190	524	301	740	418	404	380	257	636	160	491	691	191	144	190	538	174	804	208	1117	967	100	128	1061	786	272	356	95	1173	79	952	608	773	181	340	377	407	788	324	1346	97	88	117	105	72					
11	Число полученных открепительных  удостоверений	699	13	15	15	10	29	5	20	20	19	5	8	8	7	8	5	10	8	5	13	3	10	20	8	3	9	15	5	20	8	25	20	3	3	35	20	8	13	3	30	6	20	26	20	8	18	45	15	15	5	25	3	3	3	3	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	530	7	11	9	9	22	3	13	17	17	4	0	8	7	5	3	8	8	0	13	1	1	20	8	2	9	4	3	11	7	7	8	0	1	35	14	1	13	3	23	6	18	26	20	8	18	45	15	7	5	24	0	0	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	534	4	5	9	10	12	8	134	53	12	7	5	9	13	3	0	7	3	0	7	14	5	14	9	4	0	7	2	3	6	12	11	3	6	5	6	4	6	0	10	3	18	5	8	0	4	4	4	6	3	11	0	1	7	0	32					
14	Число неиспользованных открепительных удостоверений	169	6	4	6	1	7	2	7	3	2	1	8	0	0	3	2	2	0	5	0	2	9	0	0	1	0	11	2	9	1	18	12	3	2	0	6	7	0	0	7	0	2	0	0	0	0	0	0	8	0	1	3	3	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																														
18	Богданов Андрей Владимирович	274	9	12	12	5	6	3	22	16	13	2	4	3	4	3	1	2	1	1	6	2	2	2	1	0	2	7	1	6	1	10	14	0	1	7	8	2	4	3	17	0	9	15	5	0	3	3	5	9	2	4	0	0	0	1	3					
