Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Кошкинская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360					
1	"Число избирателей, внесенных в список избирателей"	17586	1302	920	1661	809	1468	1187	1005	288	681	324	385	352	529	217	355	168	341	332	246	228	177	330	415	529	249	562	159	345	352	180	335	91	175	164	262	224	239					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15770	1200	840	1500	730	1340	1070	880	250	590	270	350	320	470	190	310	150	300	300	220	200	160	290	370	470	220	510	140	310	320	160	310	80	160	140	230	200	220					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9988	715	475	912	406	895	591	665	180	363	190	214	208	277	119	207	101	203	213	160	164	102	174	233	286	145	332	93	196	182	83	185	55	112	106	189	119	138					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1130	67	24	23	32	16	65	81	21	53	36	35	28	36	19	31	17	30	35	22	9	22	36	37	35	12	34	13	35	40	32	20	10	20	21	31	21	31					
6	Число погашенных избирательных бюллетеней	4652	418	341	565	292	429	414	134	49	174	44	101	84	157	52	72	32	67	52	38	27	36	80	100	149	63	144	34	79	98	45	105	15	28	13	10	60	51					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1129	66	24	23	32	16	65	81	21	53	36	35	28	36	19	31	17	30	35	22	9	22	36	37	35	12	34	13	35	40	32	20	10	20	21	31	21	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9988	715	475	912	406	895	591	665	180	363	190	214	208	277	119	207	101	203	213	160	164	102	174	233	286	145	332	93	196	182	83	185	55	112	106	189	119	138					
9	Число недействительных избирательных бюллетеней	257	24	11	19	9	16	17	25	5	6	2	3	3	5	3	4	3	9	2	10	3	1	4	7	6	9	4	4	3	7	8	2	2	2	0	11	7	1					
10	Число действительных избирательных бюллетеней	10860	757	488	916	429	895	639	721	196	410	224	246	233	308	135	234	115	224	246	172	170	123	206	263	315	148	362	102	228	215	107	203	63	130	127	209	133	168					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	393	26	30	30	30	30	30	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	6	6	6	15	15	6	6	6	6	6	6	6	6	6	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	151	19	12	12	7	30	8	7	1	7	2	1	0	5	4	0	0	2	0	1	1	1	1	4	2	1	3	1	6	3	1	4	0	2	0	1	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	90	18	6	7	3	3	2	4	1	2	1	1	1	0	2	3	3	2	2	0	2	1	2	0	1	3	1	2	4	3	2	1	0	3	1	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	242	7	18	18	23	0	22	0	6	0	5	6	7	2	3	7	7	5	7	6	5	5	5	2	4	5	12	14	0	3	5	2	6	4	6	5	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1260	74	45	101	45	70	70	66	14	51	25	31	56	52	19	29	20	26	25	15	8	14	27	34	54	23	65	14	23	24	16	24	6	16	7	25	24	22					
		11.33%	9.48%	9.02%	10.80%	10.27%	7.68%	10.67%	8.85%	6.97%	12.26%	11.06%	12.45%	23.73%	16.61%	13.77%	12.18%	16.95%	11.16%	10.08%	8.24%	4.62%	11.29%	12.86%	12.59%	16.82%	14.65%	17.76%	13.21%	9.96%	10.81%	13.91%	11.71%	9.23%	12.12%	5.51%	11.36%	17.14%	13.02%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1229	92	80	93	69	104	86	67	18	44	20	27	33	67	28	47	15	27	13	15	13	14	19	29	36	19	35	6	24	11	6	18	3	14	11	8	10	8					
		11.06%	11.78%	16.03%	9.95%	15.75%	11.42%	13.11%	8.98%	8.96%	10.58%	8.85%	10.84%	13.98%	21.41%	20.29%	19.75%	12.71%	11.59%	5.24%	8.24%	7.51%	11.29%	9.05%	10.74%	11.21%	12.10%	9.56%	5.66%	10.39%	4.95%	5.22%	8.78%	4.62%	10.61%	8.66%	3.64%	7.14%	4.73%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	100	6	1	7	8	8	4	5	0	2	3	1	0	1	1	1	2	6	2	0	3	1	1	2	4	1	6	4	3	7	2	4	0	0	0	1	3	0					
		0.90%	0.77%	0.20%	0.75%	1.83%	0.88%	0.61%	0.67%	0.00%	0.48%	1.33%	0.40%	0.00%	0.32%	0.72%	0.42%	1.69%	2.58%	0.81%	0.00%	1.73%	0.81%	0.48%	0.74%	1.25%	0.64%	1.64%	3.77%	1.30%	3.15%	1.74%	1.95%	0.00%	0.00%	0.00%	0.45%	2.14%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2636	198	133	330	124	301	199	128	21	148	50	43	40	38	9	29	28	32	24	17	32	36	84	54	76	23	49	17	84	49	20	43	12	44	20	52	22	27					
		23.71%	25.35%	26.65%	35.29%	28.31%	33.04%	30.34%	17.16%	10.45%	35.58%	22.12%	17.27%	16.95%	12.14%	6.52%	12.18%	23.73%	13.73%	9.68%	9.34%	18.50%	29.03%	40.00%	20.00%	23.68%	14.65%	13.39%	16.04%	36.36%	22.07%	17.39%	20.98%	18.46%	33.33%	15.75%	23.64%	15.71%	15.98%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	99	12	7	7	8	13	5	6	1	1	4	0	0	4	1	0	1	0	1	1	0	3	3	2	2	0	2	1	3	2	3	1	0	0	0	0	5	0					
		0.89%	1.54%	1.40%	0.75%	1.83%	1.43%	0.76%	0.80%	0.50%	0.24%	1.77%	0.00%	0.00%	1.28%	0.72%	0.00%	0.85%	0.00%	0.40%	0.55%	0.00%	2.42%	1.43%	0.74%	0.62%	0.00%	0.55%	0.94%	1.30%	0.90%	2.61%	0.49%	0.00%	0.00%	0.00%	0.00%	3.57%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5506	371	220	377	173	397	275	449	142	161	121	143	104	145	77	128	49	132	180	124	113	55	71	142	142	81	203	60	91	120	59	113	42	56	89	123	67	111					
