Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Змеиногорская 																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819					
1	"Число избирателей, внесенных в списки"	8659	1658	278	991	181	127	154	618	113	241	359	65	924	152	134	1078	51	830	370	335					
2	"Число бюллетеней, полученных участковыми комиссиями"	9748	1623	267	1043	190	126	194	615	113	247	370	71	967	163	146	1130	88	848	1206	341					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5883	1097	213	614	141	97	154	469	105	172	261	65	566	116	97	590	44	525	344	213					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	215	30	5	29	6	0	0	21	1	6	5	0	23	0	2	41	7	9	26	4					
6	Число погашенных бюллетеней	3645	496	49	400	43	29	40	125	7	69	104	6	373	47	47	499	37	314	836	124					
7	Число бюллетеней в переносных ящиках для голосования	220	30	5	29	6	0	0	21	1	6	5	0	28	0	2	41	7	9	26	4					
8	Число бюллетеней в стационарных ящиках для голосования	5883	1097	213	614	141	97	154	469	105	172	261	65	566	116	97	590	44	525	344	213					
9	Число недействительных бюллетеней	63	7	2	8	2	3	2	8	0	0	9	0	4	0	0	3	0	8	2	5					
10	Число действительных бюллетеней	6040	1120	216	635	145	94	152	482	106	178	257	65	590	116	99	628	51	526	368	212					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	18	3	10	2	2	3	10	2	3	5	2	10	3	2	10	2	5	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	16	4	0	0	0	0	0	3	0	0	1	0	3	0	0	3	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	36	26	0	1	0	1	1	0	0	0	0	0	1	0	0	4	2	0	0	0					
14	Число погашенных открепительных удостоверений	84	14	3	10	2	2	3	7	2	3	4	2	7	3	2	7	2	5	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	57	14	2	5	1	0	0	4	0	1	7	2	8	1	0	0	0	4	5	3					
		0.93%	1.24%	0.91%	0.77%	0.68%	0.0%	0.0%	0.81%	0.0%	0.56%	2.63%	3.07%	1.34%	0.86%	0.0%	0.0%	0.0%	0.74%	1.35%	1.38%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	110	18	2	13	0	2	1	17	3	1	9	0	7	1	0	10	2	15	6	3					
		1.80%	1.59%	0.91%	2.02%	0.0%	2.06%	0.64%	3.46%	2.83%	0.56%	3.38%	0.0%	1.17%	0.86%	0.0%	1.58%	3.92%	2.80%	1.62%	1.38%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	134	25	1	13	4	1	1	5	0	2	8	3	17	2	0	16	3	18	13	2					
		2.19%	2.21%	0.45%	2.02%	2.72%	1.03%	0.64%	1.02%	0.0%	1.12%	3.00%	4.61%	2.86%	1.72%	0.0%	2.53%	5.88%	3.37%	3.51%	0.92%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	71	19	4	15	3	1	0	3	0	1	4	1	6	0	0	2	0	2	8	2					
		1.16%	1.68%	1.83%	2.33%	2.04%	1.03%	0.0%	0.61%	0.0%	0.56%	1.50%	1.53%	1.01%	0.0%	0.0%	0.31%	0.0%	0.37%	2.16%	0.92%					
22	"5. ""За Русь Святую"""	20	3	0	1	0	0	0	1	0	1	0	0	4	0	0	5	0	1	3	1					
		0.32%	0.26%	0.0%	0.15%	0.0%	0.0%	0.0%	0.20%	0.0%	0.56%	0.0%	0.0%	0.67%	0.0%	0.0%	0.79%	0.0%	0.18%	0.81%	0.46%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	0	1	2	0	0	0	2	0	3	0	0	1	0	0	0	0	2	0	1					
		0.19%	0.0%	0.45%	0.31%	0.0%	0.0%	0.0%	0.40%	0.0%	1.68%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.46%					
24	"7. ""Новый курс - Автомобильная Россия"""	16	3	1	1	0	1	0	4	1	0	1	0	1	0	0	2	0	0	1	0					
		0.26%	0.26%	0.45%	0.15%	0.0%	1.03%	0.0%	0.81%	0.94%	0.0%	0.37%	0.0%	0.16%	0.0%	0.0%	0.31%	0.0%	0.0%	0.27%	0.0%					
25	"8. ""Народно-республиканская партия России"""	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.04%	0.08%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	6	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0					
		0.09%	0.08%	0.0%	0.0%	0.0%	1.03%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.15%	0.0%	0.0%	0.27%	0.0%					
27	"10. ""Аграрная партия России"""	1256	240	62	159	26	15	61	68	7	28	65	16	129	28	11	126	11	96	74	34					
		20.58%	21.29%	28.44%	24.72%	17.68%	15.46%	39.61%	13.87%	6.60%	15.73%	24.43%	24.61%	21.71%	24.13%	11.11%	19.96%	21.56%	17.97%	20.0%	15.66%					
28	"11. ""Истинные патриоты России"""	9	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	4	0	0					
		0.14%	0.08%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.15%	0.0%	0.74%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	50	6	2	5	4	0	0	2	11	1	1	0	6	1	0	5	0	4	2	0					
		0.81%	0.53%	0.91%	0.77%	2.72%	0.0%	0.0%	0.40%	10.37%	0.56%	0.37%	0.0%	1.01%	0.86%	0.0%	0.79%	0.0%	0.74%	0.54%	0.0%					
30	"13. ""Демократическая партия России"""	11	1	0	1	1	0	0	0	0	0	2	0	1	0	0	3	1	1	0	0					
		0.18%	0.08%	0.0%	0.15%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.16%	0.0%	0.0%	0.47%	1.96%	0.18%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2					
		0.09%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.15%	0.0%	0.18%	0.0%	0.92%					
32	"15. ""Партия СЛОН"""	6	0	0	2	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0					
		0.09%	0.0%	0.0%	0.31%	0.0%	2.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	334	68	21	44	5	12	5	28	0	5	17	2	24	7	3	25	3	7	38	20					
		5.47%	6.03%	9.63%	6.84%	3.40%	12.37%	3.24%	5.71%	0.0%	2.80%	6.39%	3.07%	4.04%	6.03%	3.03%	3.96%	5.88%	1.31%	10.27%	9.21%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	14	1	0	1	1	0	0	1	1	0	2	0	0	0	0	1	0	1	3	2					
		0.22%	0.08%	0.0%	0.15%	0.68%	0.0%	0.0%	0.20%	0.94%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.18%	0.81%	0.92%					
35	"18. ""ЛДПР"""	903	132	30	87	33	17	24	67	8	25	52	4	98	37	10	100	5	76	53	45					
		14.79%	11.71%	13.76%	13.53%	22.44%	17.52%	15.58%	13.67%	7.54%	14.04%	19.54%	6.15%	16.49%	31.89%	10.10%	15.84%	9.80%	14.23%	14.32%	20.73%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	105	14	2	4	1	2	3	10	1	3	7	2	8	0	2	11	2	16	10	7					
		1.72%	1.24%	0.91%	0.62%	0.68%	2.06%	1.94%	2.04%	0.94%	1.68%	2.63%	3.07%	1.34%	0.0%	2.02%	1.74%	3.92%	2.99%	2.70%	3.22%					
37	"20. ""Политическая партия ""Единая Россия"""	1565	322	64	128	50	14	14	105	34	89	46	20	115	17	28	169	24	184	87	55					
		25.64%	28.57%	29.35%	19.90%	34.01%	14.43%	9.09%	21.42%	32.07%	50.0%	17.29%	30.76%	19.36%	14.65%	28.28%	26.78%	47.05%	34.45%	23.51%	25.34%					
38	"21. ""Российская Конституционно-демократическая партия"""	11	2	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	2	1	1					
		0.18%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.16%	0.86%	0.0%	0.31%	0.0%	0.37%	0.27%	0.46%					
39	"22. ""Развитие предпринимательства"""	17	2	0	4	0	1	0	0	0	0	0	0	2	0	0	1	0	5	2	0					
		0.27%	0.17%	0.0%	0.62%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.15%	0.0%	0.93%	0.54%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1154	197	19	131	14	19	42	147	39	12	33	10	147	19	44	125	0	73	56	27					
		18.90%	17.48%	8.71%	20.37%	9.52%	19.58%	27.27%	29.99%	36.79%	6.74%	12.40%	15.38%	24.74%	16.37%	44.44%	19.80%	0.0%	13.67%	15.13%	12.44%					
																										
41	Против всех	170	50	5	18	0	6	1	16	1	6	3	5	11	1	1	20	0	14	5	7					
		2.78%	4.43%	2.29%	2.79%	0.0%	6.18%	0.64%	3.26%	0.94%	3.37%	1.12%	7.69%	1.85%	0.86%	1.01%	3.16%	0.0%	2.62%	1.35%	3.22%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
