Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Западнодвинская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283					
1	"Число избирателей, внесенных в списки"	15687	648	486	1020	815	1266	1048	1043	970	849	58	259	79	172	380	211	190	330	321	452	300	913	115	262	238	127	351	120	170	279	201	155	895	964					
2	"Число бюллетеней, полученных участковыми комиссиями"	15940	640	492	1020	820	1270	1045	1055	1007	852	60	260	80	176	385	220	260	328	355	462	302	925	116	268	257	132	351	121	171	286	197	162	895	970					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7607	325	270	519	286	692	535	476	501	410	58	140	43	90	213	108	100	104	156	96	122	429	52	103	84	62	167	71	87	158	97	53	502	498					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2221	29	19	27	117	39	24	93	31	81	0	58	18	27	58	72	90	146	107	234	122	156	31	87	89	47	114	17	47	37	43	55	29	77					
6	Число погашенных бюллетеней	6112	286	203	474	417	539	486	486	475	361	2	62	19	59	114	40	70	78	92	132	58	340	33	78	84	23	70	33	37	91	57	54	364	395					
7	Число бюллетеней в переносных ящиках для голосования	2221	29	19	27	117	39	24	93	31	81	0	58	18	27	58	72	90	146	107	234	122	156	31	87	89	47	114	17	47	37	43	55	29	77					
8	Число бюллетеней в стационарных ящиках для голосования	7600	325	270	519	286	692	531	474	501	410	58	140	43	90	213	108	100	104	156	96	122	428	52	103	84	62	167	71	87	158	97	53	502	498					
9	Число недействительных бюллетеней	165	2	1	19	11	10	5	4	6	5	3	0	3	0	13	1	5	0	4	0	1	6	0	1	0	1	8	2	5	4	8	0	18	19					
10	Число действительных бюллетеней	9656	352	288	527	392	721	550	563	526	486	55	198	58	117	258	179	185	250	259	330	243	578	83	189	173	108	273	86	129	191	132	108	513	556					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	399	9	10	20	20	20	20	20	20	20	0	10	5	10	10	10	10	10	10	15	10	20	5	9	10	5	10	5	10	10	10	5	20	21					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	36	0	2	2	0	4	4	2	5	1	0	0	1	1	2	0	0	1	0	0	0	2	1	1	0	3	2	0	0	1	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	32	0	1	0	0	2	3	0	4	0	0	1	1	0	2	0	0	0	1	1	2	5	0	1	0	1	2	0	2	0	0	0	2	1					
14	Число погашенных открепительных удостоверений	363	9	8	18	20	16	16	18	15	19	0	10	4	9	8	10	10	9	10	15	10	18	4	8	10	2	8	5	10	9	10	5	20	20					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	204	6	12	8	4	9	10	12	11	14	2	2	2	1	8	11	8	4	6	6	3	12	0	1	1	0	9	2	5	9	1	3	7	15					
		2.07%	1.69%	4.15%	1.46%	0.99%	1.23%	1.80%	2.11%	2.06%	2.85%	3.44%	1.01%	3.27%	0.85%	2.95%	6.11%	4.21%	1.6%	2.28%	1.81%	1.22%	2.05%	0.0%	0.52%	0.57%	0.0%	3.20%	2.27%	3.73%	4.61%	0.71%	2.77%	1.31%	2.60%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	98	2	4	6	2	10	5	6	3	9	2	2	1	1	4	0	3	2	4	3	0	5	1	1	6	0	2	2	4	0	1	0	4	3					
		0.99%	0.56%	1.38%	1.09%	0.49%	1.36%	0.90%	1.05%	0.56%	1.83%	3.44%	1.01%	1.63%	0.85%	1.47%	0.0%	1.57%	0.8%	1.52%	0.90%	0.0%	0.85%	1.20%	0.52%	3.46%	0.0%	0.71%	2.27%	2.98%	0.0%	0.71%	0.0%	0.75%	0.52%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	250	4	10	19	7	12	8	13	16	14	0	3	2	4	15	2	5	6	3	11	5	12	5	5	10	1	5	4	2	7	2	7	7	24					
		2.54%	1.12%	3.46%	3.47%	1.73%	1.64%	1.44%	2.29%	3.00%	2.85%	0.0%	1.51%	3.27%	3.41%	5.53%	1.11%	2.63%	2.4%	1.14%	3.33%	2.04%	2.05%	6.02%	2.63%	5.78%	0.91%	1.77%	4.54%	1.49%	3.58%	1.42%	6.48%	1.31%	4.17%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	155	7	3	8	6	15	11	12	9	5	1	6	2	2	4	5	6	4	7	1	0	4	1	3	0	1	2	5	2	5	0	0	5	13					
