Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Прионежская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №414	УИК №415	УИК №416	УИК №417					
1	"Число избирателей, внесенных в список избирателей"	20117	1863	231	1117	558	2014	1088	2081	1517	1826	1096	195	1366	891	1242	159	232	1030	114	850	647					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19450	1900	200	1000	500	2000	1000	2000	1500	1800	1000	190	1300	900	1200	140	220	1000	100	850	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9046	842	56	488	192	799	356	991	712	1177	441	61	633	387	509	72	114	441	54	444	277					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	603	70	32	47	25	62	20	20	44	16	42	16	20	27	40	5	12	17	5	44	39					
6	Число погашенных избирательных бюллетеней	9801	988	112	465	283	1139	624	989	744	607	517	113	647	486	651	63	94	542	41	362	334					
7	Число избирательных бюллетеней в переносных ящиках для голосования	603	70	32	47	25	62	20	20	44	16	42	16	20	27	40	5	12	17	5	44	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9041	842	56	488	192	799	356	990	709	1176	441	61	633	387	509	72	114	441	54	444	277					
9	Число недействительных избирательных бюллетеней	205	16	2	7	1	29	9	18	14	32	6	3	16	12	7	5	0	7	1	12	8					
10	Число действительных избирательных бюллетеней	9439	896	86	528	216	832	367	992	739	1160	477	74	637	402	542	72	126	451	58	476	308					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	288	15	10	15	15	20	10	15	13	70	10	5	10	10	10	5	5	15	5	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	176	12	3	5	3	13	9	15	13	62	5	1	7	5	5	0	2	4	2	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	85	6	1	5	3	4	4	4	4	11	2	2	6	2	9	3	5	3	2	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	112	3	7	10	12	7	1	0	0	8	5	4	3	5	5	5	3	11	3	10	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	1	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1719	144	15	81	39	143	55	187	152	164	103	10	153	85	89	18	17	104	10	69	81					
		17.82%	15.79%	17.05%	15.14%	17.97%	16.61%	14.63%	18.51%	20.19%	13.76%	21.33%	12.99%	23.43%	20.53%	16.21%	23.38%	13.49%	22.71%	16.95%	14.14%	25.63%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1907	138	4	87	38	177	104	206	84	377	97	17	135	90	94	12	18	91	8	80	50					
		19.77%	15.13%	4.55%	16.26%	17.51%	20.56%	27.66%	20.40%	11.16%	31.63%	20.08%	22.08%	20.67%	21.74%	17.12%	15.58%	14.29%	19.87%	13.56%	16.39%	15.82%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	78	5	2	3	0	5	3	10	8	14	6	1	7	5	3	0	1	1	0	3	1					
		0.81%	0.55%	2.27%	0.56%	0.00%	0.58%	0.80%	0.99%	1.06%	1.17%	1.24%	1.30%	1.07%	1.21%	0.55%	0.00%	0.79%	0.22%	0.00%	0.61%	0.32%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1472	134	29	72	29	131	59	161	130	188	59	9	91	63	91	10	19	56	16	83	42					
		15.26%	14.69%	32.95%	13.46%	13.36%	15.21%	15.69%	15.94%	17.26%	15.77%	12.22%	11.69%	13.94%	15.22%	16.58%	12.99%	15.08%	12.23%	27.12%	17.01%	13.29%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	560	45	2	18	19	69	18	60	85	41	33	1	40	29	27	9	9	12	6	26	11					
		5.81%	4.93%	2.27%	3.36%	8.76%	8.01%	4.79%	5.94%	11.29%	3.44%	6.83%	1.30%	6.13%	7.00%	4.92%	11.69%	7.14%	2.62%	10.17%	5.33%	3.48%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3637	428	34	265	90	299	125	366	269	358	177	35	209	129	232	23	61	184	17	213	123					
		37.71%	46.93%	38.64%	49.53%	41.47%	34.73%	33.24%	36.24%	35.72%	30.03%	36.65%	45.45%	32.01%	31.16%	42.26%	29.87%	48.41%	40.17%	28.81%	43.65%	38.92%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	66	2	0	2	1	8	3	2	11	18	2	1	2	1	6	0	1	3	1	2	0					
		0.68%	0.22%	0.00%	0.37%	0.46%	0.93%	0.80%	0.20%	1.46%	1.51%	0.41%	1.30%	0.31%	0.24%	1.09%	0.00%	0.79%	0.66%	1.69%	0.41%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
