Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Торжокская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152					
1	"Число избирателей, внесенных в список избирателей"	16758	229	232	482	145	521	570	557	878	423	137	127	613	263	747	393	323	120	609	561	394	482	284	721	260	1462	354	498	423	265	416	446	331	142	131	611	192	517	226	346	327					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16020	200	200	450	120	500	550	500	850	350	120	120	900	250	700	400	300	120	550	550	400	450	250	700	250	1400	350	400	400	250	400	400	300	150	120	600	170	500	200	300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7364	95	134	140	60	283	236	136	470	236	75	77	388	130	262	182	178	63	300	269	191	256	113	283	88	703	151	114	139	64	123	161	156	65	49	244	69	219	123	177	162					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3368	46	40	109	38	85	136	146	41	1	12	23	225	58	106	145	100	43	121	31	86	55	104	169	53	193	107	177	101	86	106	98	111	28	29	72	43	38	40	75	91					
6	Число погашенных избирательных бюллетеней	5288	59	26	201	22	132	178	218	339	113	33	20	287	62	332	73	22	14	129	250	123	139	33	248	109	504	92	109	160	100	171	141	33	57	42	284	58	243	37	48	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3368	46	40	109	38	85	136	146	41	1	12	23	225	58	106	145	100	43	121	31	86	55	104	169	53	193	107	177	101	86	106	98	111	28	29	72	43	38	40	75	91					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7359	95	134	140	60	278	236	136	470	236	75	77	388	130	262	182	178	63	300	269	191	256	113	283	88	703	151	114	139	64	123	161	156	65	49	244	69	219	123	177	162					
9	Число недействительных избирательных бюллетеней	76	0	0	5	2	0	1	2	5	4	0	0	4	0	7	0	0	0	0	5	1	2	0	4	0	11	2	2	1	1	3	1	4	0	1	4	1	3	0	0	0					
10	Число действительных избирательных бюллетеней	10651	141	174	244	96	363	371	280	506	233	87	100	609	188	361	327	278	106	421	295	276	309	217	448	141	885	256	289	239	149	226	258	263	93	77	312	111	254	163	252	253					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	422	5	5	10	5	15	30	10	25	10	10	5	22	10	10	10	10	5	10	10	10	10	10	15	5	10	10	10	5	10	10	10	10	10	10	10	10	5	10	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	225	1	5	9	3	4	7	4	21	9	5	1	18	6	6	4	2	0	10	1	10	1	2	8	1	10	2	7	1	5	4	2	10	10	8	10	0	3	1	9	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	278	1	6	7	3	20	11	13	13	27	1	2	0	8	20	3	3	0	3	9	3	4	2	16	2	10	6	4	0	8	17	7	8	6	4	5	2	7	1	7	9					
14	Число погашенных неиспользованных открепительных удостоверений	197	4	0	1	2	11	23	6	4	1	5	4	4	4	4	6	8	5	0	9	0	9	8	7	4	0	8	3	4	5	6	8	0	0	2	0	10	2	9	6	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1069	8	10	22	13	27	64	35	52	52	12	8	59	20	43	21	34	3	23	29	32	44	22	44	18	88	22	28	12	18	23	23	14	2	3	31	24	30	14	23	19					
		9.97%	5.67%	5.75%	8.84%	13.27%	7.44%	17.20%	12.41%	10.18%	21.94%	13.79%	8.00%	9.62%	10.64%	11.68%	6.42%	12.23%	2.83%	5.46%	9.67%	11.55%	14.15%	10.14%	9.73%	12.77%	9.82%	8.53%	9.62%	5.00%	12.00%	10.04%	8.88%	5.24%	2.15%	3.85%	9.81%	21.43%	11.67%	8.59%	9.13%	7.51%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	997	10	15	26	15	3	25	37	47	26	7	10	40	35	28	16	12	8	33	42	26	31	13	47	10	90	26	30	29	13	40	42	13	12	5	40	17	34	8	28	8					
