Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Торжокская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224					
1	"Число избирателей, внесенных в списки избирателей"	17469	213	218	493	150	432	578	553	901	475	145	229	151	1010	278	726	133	271	242	403	346	160	145	547	595	410	489	793	1490	360	340	423	458	416	146	366	610	519	232	271	388	364					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16440	200	200	500	150	400	550	550	900	350	140	200	150	950	250	650	110	250	200	400	350	150	130	500	600	400	450	750	1400	350	300	400	400	400	110	350	600	500	200	250	400	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8259	97	88	161	50	221	243	142	489	311	91	95	79	587	152	348	64	83	133	99	158	61	48	301	301	195	278	325	836	162	133	203	203	204	58	163	306	236	127	120	123	185					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3664	67	49	174	76	115	162	140	35	11	34	55	54	120	51	121	46	88	52	228	102	54	71	140	28	89	61	208	155	73	108	93	111	86	41	82	112	32	58	90	130	62					
6	Число погашенных избирательных бюллетеней	4517	36	63	165	24	64	145	268	376	28	15	50	17	243	47	181	0	79	15	73	90	35	11	59	271	116	111	217	409	115	59	104	86	110	11	105	182	232	15	40	147	103					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3664	67	49	174	76	115	162	140	35	11	34	55	54	120	51	121	46	88	52	228	102	54	71	140	28	89	61	208	155	73	108	93	111	86	41	82	112	32	58	90	130	62					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8259	97	88	161	50	221	243	142	489	311	91	95	79	587	152	348	64	83	133	99	158	61	48	301	301	195	278	325	836	162	133	203	203	204	58	163	306	236	127	120	123	185					
9	Число недействительных избирательных бюллетеней	29	0	0	1	1	1	2	0	3	2	1	0	0	3	1	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0	2	1	1	1	0	0	1	2	0	1	0	0					
10	Число действительных избирательных бюллетеней	11894	164	137	334	125	335	403	282	521	320	124	150	133	704	202	468	110	171	185	327	258	115	119	441	328	284	338	533	991	235	239	295	313	289	99	245	417	266	185	209	253	247					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	380	5	5	10	5	20	30	10	20	8	5	5	5	15	10	10	5	5	5	13	8	5	5	10	10	8	9	12	18	8	8	10	9	8	5	5	10	10	10	5	8	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	277	0	1	4	2	15	29	6	20	8	5	3	0	6	10	7	5	5	5	11	8	5	1	10	10	8	9	12	0	1	1	10	4	4	5	5	7	4	10	5	8	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	340	0	4	4	0	7	25	3	15	90	2	1	2	10	3	24	3	4	3	2	2	1	2	18	1	4	4	28	16	11	4	1	3	4	6	4	15	2	6	0	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	103	5	4	6	3	5	1	4	0	0	0	2	5	9	0	3	0	0	0	2	0	0	4	0	0	0	0	0	18	7	7	0	5	4	0	0	3	6	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	1	2	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	1	0	4	0	0	2	0	0	0	0	0	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	553	11	4	6	4	4	21	17	15	9	4	7	17	22	9	4	4	8	10	15	6	9	1	8	21	24	37	13	61	17	19	17	18	14	8	21	18	8	6	2	11	23					
		4.64%	6.71%	2.92%	1.79%	3.17%	1.19%	5.19%	6.03%	2.86%	2.80%	3.20%	4.67%	12.78%	3.11%	4.43%	0.85%	3.64%	4.68%	5.41%	4.59%	2.31%	7.83%	0.84%	1.81%	6.38%	8.45%	10.91%	2.44%	6.16%	7.23%	7.88%	5.74%	5.73%	4.83%	8.08%	8.57%	4.31%	2.99%	3.24%	0.95%	4.35%	9.31%					
19	2.Всероссийская политическая партия «Гражданская Сила»	48	0	0	0	0	2	3	0	3	2	0	1	0	6	0	5	0	0	1	0	0	0	0	1	4	2	3	1	6	2	0	0	0	0	0	1	0	0	1	0	0	4					
		0.40%	0.00%	0.00%	0.00%	0.00%	0.60%	0.74%	0.00%	0.57%	0.62%	0.00%	0.67%	0.00%	0.85%	0.00%	1.07%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.23%	1.22%	0.70%	0.88%	0.19%	0.61%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.54%	0.00%	0.00%	1.62%					
20	3.Политическая партия «Демократическая партия России»	13	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	1	1	0	0	1	0	0	1	0					
		0.11%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.35%	0.19%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.68%	0.00%	0.34%	1.01%	0.00%	0.00%	0.37%	0.00%	0.00%	0.40%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	947	6	6	16	8	22	21	34	28	49	1	17	14	41	6	14	6	7	3	7	23	4	5	25	71	27	19	36	45	25	36	12	47	45	16	15	35	44	10	8	43	50					
		7.94%	3.66%	4.38%	4.78%	6.35%	6.55%	5.19%	12.06%	5.34%	15.22%	0.80%	11.33%	10.53%	5.80%	2.96%	2.99%	5.45%	4.09%	1.62%	2.14%	8.85%	3.48%	4.20%	5.67%	21.58%	9.51%	5.60%	6.75%	4.54%	10.64%	14.94%	4.05%	14.97%	15.52%	16.16%	6.12%	8.37%	16.42%	5.41%	3.81%	16.99%	20.24%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	23	0	0	0	1	0	0	0	4	1	0	0	0	0	0	1	0	0	1	0	0	1	0	4	0	1	0	1	3	0	0	1	3	0	0	0	0	0	1	0	0	0					
		0.19%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.76%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.54%	0.00%	0.00%	0.87%	0.00%	0.91%	0.00%	0.35%	0.00%	0.19%	0.30%	0.00%	0.00%	0.34%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	6	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1076	13	15	25	8	16	30	22	66	38	11	16	7	78	16	51	11	12	14	32	23	4	7	31	40	23	31	48	78	20	17	31	25	29	4	18	41	32	15	25	27	26					
		9.02%	7.93%	10.95%	7.46%	6.35%	4.76%	7.41%	7.80%	12.60%	11.80%	8.80%	10.67%	5.26%	11.03%	7.88%	10.87%	10.00%	7.02%	7.57%	9.79%	8.85%	3.48%	5.88%	7.03%	12.16%	8.10%	9.14%	9.01%	7.87%	8.51%	7.05%	10.47%	7.96%	10.00%	4.04%	7.35%	9.81%	11.94%	8.11%	11.90%	10.67%	10.53%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	579	8	6	18	9	9	19	10	29	21	2	11	14	44	8	11	1	3	7	16	12	3	7	11	23	20	16	26	34	16	14	6	15	17	6	13	20	18	14	5	20	17					
		4.86%	4.88%	4.38%	5.37%	7.14%	2.68%	4.69%	3.55%	5.53%	6.52%	1.60%	7.33%	10.53%	6.22%	3.94%	2.35%	0.91%	1.75%	3.78%	4.89%	4.62%	2.61%	5.88%	2.49%	6.99%	7.04%	4.72%	4.88%	3.43%	6.81%	5.81%	2.03%	4.78%	5.86%	6.06%	5.31%	4.78%	6.72%	7.57%	2.38%	7.91%	6.88%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	72	0	1	4	0	4	3	0	2	4	0	1	1	3	2	1	0	1	1	0	0	0	1	0	3	3	1	4	13	1	2	0	2	5	1	0	1	0	0	2	1	4					
		0.60%	0.00%	0.73%	1.19%	0.00%	1.19%	0.74%	0.00%	0.38%	1.24%	0.00%	0.67%	0.75%	0.42%	0.99%	0.21%	0.00%	0.58%	0.54%	0.00%	0.00%	0.00%	0.84%	0.00%	0.91%	1.06%	0.29%	0.75%	1.31%	0.43%	0.83%	0.00%	0.64%	1.72%	1.01%	0.00%	0.24%	0.00%	0.00%	0.95%	0.40%	1.62%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8539	126	105	263	95	277	305	198	367	194	105	94	80	507	161	379	88	140	148	257	193	94	96	359	162	183	230	399	746	154	149	225	202	177	63	177	302	163	138	166	149	123					
		71.62%	76.83%	76.64%	78.51%	75.40%	82.44%	75.31%	70.21%	70.04%	60.25%	84.00%	62.67%	60.15%	71.71%	79.31%	80.81%	80.00%	81.87%	80.00%	78.59%	74.23%	81.74%	80.67%	81.41%	49.24%	64.44%	67.85%	74.86%	75.28%	65.53%	61.83%	76.01%	64.33%	61.03%	63.64%	72.24%	72.25%	60.82%	74.59%	79.05%	58.89%	49.80%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	38	0	0	2	0	0	1	0	5	1	1	2	0	3	0	1	0	0	0	0	0	0	0	2	3	1	1	4	5	0	2	1	1	0	0	0	0	0	0	1	1	0					
		0.32%	0.00%	0.00%	0.60%	0.00%	0.00%	0.25%	0.00%	0.95%	0.31%	0.80%	1.33%	0.00%	0.42%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.91%	0.35%	0.29%	0.75%	0.50%	0.00%	0.83%	0.34%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.40%	0.00%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
