Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Гунибская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367					
1	"Число избирателей, внесенных в список избирателей"	14861	507	18	234	296	792	1312	281	232	179	132	475	263	111	560	131	49	506	505	428	446	62	144	35	843	300	244	458	16	501	59	575	695	732	390	435	229	320	224	67	257	479	257	82					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14167	507	18	220	306	804	1270	280	210	139	123	475	247	110	545	128	49	500	490	420	400	58	139	40	700	284	221	450	11	460	55	560	682	676	370	400	230	280	200	61	220	470	253	106					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7885	319	18	105	208	405	907	168	146	76	89	237	118	101	309	62	49	136	52	77	274	38	86	14	455	213	181	211	8	229	34	198	373	415	103	210	191	280	141	50	160	245	133	61					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1530	49	0	28	0	43	14	38	23	0	9	20	26	1	34	7	0	104	212	135	46	0	0	0	85	71	16	28	0	57	5	170	35	77	111	23	0	0	0	0	0	39	24	0					
6	Число погашенных избирательных бюллетеней	4752	139	0	87	98	356	349	74	41	63	25	218	103	8	202	59	0	260	226	208	80	20	53	26	160	0	24	211	3	174	16	192	274	184	156	167	39	0	59	11	60	186	96	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1530	49	0	28	0	43	14	38	23	0	9	20	26	1	34	7	0	104	212	135	46	0	0	0	85	71	16	28	0	57	5	170	35	77	111	23	0	0	0	0	0	39	24	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7885	319	18	105	208	405	907	168	146	76	89	237	118	101	309	62	49	136	52	77	274	38	86	14	455	213	181	211	8	229	34	198	373	415	103	210	191	280	141	50	160	245	133	61					
9	Число недействительных избирательных бюллетеней	70	0	0	0	0	0	25	0	0	0	4	20	0	0	0	0	1	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	5	0	0	4	0	0	0	2	0	0	2	0					
10	Число действительных избирательных бюллетеней	9345	368	18	133	208	448	896	206	169	76	94	237	144	102	343	69	48	240	264	212	320	38	86	14	534	284	196	239	8	286	39	368	403	492	214	229	191	280	141	48	160	284	155	61					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	86	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
