Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Черемисиновская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8479	1681	1702	393	214	154	162	106	222	329	246	299	162	325	311	331	74	420	152	251	305	131	222	153	134									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6950	1400	1400	350	170	120	130	90	170	280	190	240	130	260	250	260	60	340	130	200	250	110	180	130	110									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	2953	622	592	113	85	29	63	23	53	123	84	77	56	131	133	87	38	173	74	80	85	38	91	74	29									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1144	22	30	78	21	39	30	42	59	50	76	63	35	91	35	81	13	69	37	72	80	39	33	12	37									
6	Число погашенных избирательных бюллетеней	2853	756	778	159	64	52	37	25	58	107	30	100	39	38	82	92	9	98	19	48	85	33	56	44	44									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1144	22	30	78	21	39	30	42	59	50	76	63	35	91	35	81	13	69	37	72	80	39	33	12	37									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	2952	622	592	113	85	29	63	23	53	123	84	77	56	131	133	87	38	173	74	80	85	37	91	74	29									
9	Число недействительных избирательных бюллетеней	58	23	14	3	0	0	0	0	1	3	2	2	3	1	0	0	1	0	2	2	0	0	0	0	1									
10	Число действительных избирательных бюллетеней	4038	621	608	188	106	68	93	65	111	170	158	138	88	221	168	168	50	242	109	150	165	76	124	86	65									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	141	25	15	5	5	5	5	2	5	10	5	5	5	5	5	5	2	5	5	5	5	2	4	4	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	64	16	11	0	0	1	5	0	0	10	3	0	0	1	0	2	0	0	5	0	2	0	4	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	24	5	0	1	0	1	0	0	3	0	5	0	2	1	0	1	0	1	1	2	0	0	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	77	9	4	5	5	4	0	2	5	0	2	5	5	4	5	3	2	5	0	5	3	2	0	0	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	6	1	1	0	1	0	0	0	8	1	1	0	2	2	0	0	2	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	23	5	7	0	1	1	0	0	0	0	0	0	0	2	4	1	0	1	0	0	1	0	0	0	0									
		0.56%	0.78%	1.13%	0.00%	0.94%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	2.38%	0.60%	0.00%	0.41%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	142	28	23	7	3	4	4	0	3	11	2	6	6	6	4	8	0	1	1	5	8	1	5	5	1									
		3.47%	4.35%	3.70%	3.66%	2.83%	5.88%	4.30%	0.00%	2.68%	6.36%	1.25%	4.29%	6.59%	2.70%	2.38%	4.76%	0.00%	0.41%	0.90%	3.29%	4.85%	1.32%	4.03%	5.81%	1.52%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	59	13	10	5	0	1	0	0	0	1	1	2	2	4	3	1	0	3	1	8	4	0	0	0	0									
		1.44%	2.02%	1.61%	2.62%	0.00%	1.47%	0.00%	0.00%	0.00%	0.58%	0.63%	1.43%	2.20%	1.80%	1.79%	0.60%	0.00%	1.24%	0.90%	5.26%	2.42%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2396	298	313	121	66	44	54	49	81	96	125	85	28	153	113	104	36	169	78	90	91	53	84	37	28									
		58.50%	46.27%	50.32%	63.35%	62.26%	64.71%	58.06%	75.38%	72.32%	55.49%	78.13%	60.71%	30.77%	68.92%	67.26%	61.90%	70.59%	69.83%	70.27%	59.21%	55.15%	69.74%	67.74%	43.02%	42.42%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	7	5	1	0	0	0	0	0	0	0	2	2	3	2	1	0	3	1	0	1	0	1	0	1									
		0.73%	1.09%	0.80%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	2.20%	1.35%	1.19%	0.60%	0.00%	1.24%	0.90%	0.00%	0.61%	0.00%	0.81%	0.00%	1.52%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	1	0	1	0	1	0	0	0	0	1	1	1	1	0	0	6	1	0	0	0	0	0	0									
		0.34%	0.00%	0.16%	0.00%	0.94%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.71%	1.10%	0.45%	0.60%	0.00%	0.00%	2.48%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	651	119	98	30	19	7	17	8	18	30	13	23	25	26	21	28	6	34	17	24	24	10	15	22	17									
		15.89%	18.48%	15.76%	15.71%	17.92%	10.29%	18.28%	12.31%	16.07%	17.34%	8.13%	16.43%	27.47%	11.71%	12.50%	16.67%	11.76%	14.05%	15.32%	15.79%	14.55%	13.16%	12.10%	25.58%	25.76%									
