Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Малгобекская городская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28					
1	"Число избирателей, внесенных в списки"	17879	875	1179	1461	1794	1719	1469	1335	2000	1326	1041	510	362	466	700	1642					
2	"Число бюллетеней, полученных участковыми комиссиями"	14251	770	880	1100	1600	1430	1200	1100	1600	1000	931	400	280	360	680	920					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6442	451	383	454	539	452	392	521	601	422	438	192	248	163	379	807					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	283	3	23	4	17	8	2	13	27	22	28	10	0	0	48	78					
6	Число погашенных бюллетеней	7526	316	474	642	1044	970	806	566	972	556	465	198	32	197	253	35					
7	Число бюллетеней в переносных ящиках для голосования	283	3	23	4	17	8	2	13	27	22	28	10	0	0	48	78					
8	Число бюллетеней в стационарных ящиках для голосования	6482	451	383	454	579	452	392	521	601	422	438	192	248	163	379	807					
9	Число недействительных бюллетеней	307	9	0	18	17	7	7	8	24	30	2	15	0	8	6	156					
10	Число действительных бюллетеней	6458	445	406	440	579	453	387	526	604	414	464	187	248	155	421	729					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	50	3	3	3	4	4	4	4	4	3	3	3	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	12	3	0	0	4	1	1	0	0	0	0	0	0	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	10	1	0	0	0	1	3	0	0	0	0	0	1	1	1	2					
14	Число погашенных открепительных удостоверений	38	0	3	3	0	3	3	4	4	3	3	3	3	3	0	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	117	5	16	7	9	6	3	7	8	0	14	2	1	9	11	19					
		1.72%	1.10%	3.94%	1.52%	1.51%	1.30%	0.76%	1.31%	1.27%	0.0%	3.00%	0.99%	0.40%	5.52%	2.57%	2.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	148	15	9	10	10	18	18	17	4	7	7	7	1	6	4	15					
		2.18%	3.30%	2.21%	2.18%	1.67%	3.91%	4.56%	3.18%	0.63%	1.57%	1.50%	3.46%	0.40%	3.68%	0.93%	1.69%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	75	4	0	8	0	10	9	0	8	7	5	3	2	8	3	8					
		1.10%	0.88%	0.0%	1.74%	0.0%	2.17%	2.28%	0.0%	1.27%	1.57%	1.07%	1.48%	0.80%	4.90%	0.70%	0.90%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	343	21	13	23	30	24	20	20	25	27	10	15	21	16	41	37					
		5.07%	4.62%	3.20%	5.02%	5.03%	5.21%	5.07%	3.74%	3.98%	6.08%	2.14%	7.42%	8.46%	9.81%	9.60%	4.18%					
22	"5. ""За Русь Святую"""	47	7	1	2	15	0	2	0	2	2	1	3	2	1	2	7					
		0.69%	1.54%	0.24%	0.43%	2.51%	0.0%	0.50%	0.0%	0.31%	0.45%	0.21%	1.48%	0.80%	0.61%	0.46%	0.79%					
23	"6. ""Объединенная Российская партия ""Русь"""	42	2	1	1	2	0	3	0	2	3	7	5	5	0	3	8					
		0.62%	0.44%	0.24%	0.21%	0.33%	0.0%	0.76%	0.0%	0.31%	0.67%	1.50%	2.47%	2.01%	0.0%	0.70%	0.90%					
24	"7. ""Новый курс - Автомобильная Россия"""	26	1	1	1	2	1	4	2	3	0	0	1	3	4	0	3					
		0.38%	0.22%	0.24%	0.21%	0.33%	0.21%	1.01%	0.37%	0.47%	0.0%	0.0%	0.49%	1.20%	2.45%	0.0%	0.33%					
