Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Татышлинская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №2979	УИК №2980	УИК №2981	УИК №2982	УИК №2983	УИК №2984	УИК №2985	УИК №2986	УИК №2987	УИК №2988	УИК №2989	УИК №2990	УИК №2991	УИК №2992	УИК №2993	УИК №2994	УИК №2995	УИК №2996	УИК №2997	УИК №2998	УИК №2999	УИК №3000	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029					
1	"Число избирателей, внесенных в списки избирателей"	18527	295	84	336	522	130	197	196	250	369	371	142	110	523	374	788	1396	971	848	729	496	224	86	431	450	75	385	287	629	292	457	450	176	207	107	243	311	94	675	228	253	142	486	197	342	433	252	389	356	370	202	171					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18500	292	85	336	522	130	199	197	250	370	378	144	114	542	373	775	1370	950	845	728	500	225	88	436	449	75	386	288	628	294	454	445	176	207	107	245	312	94	675	229	253	142	485	199	342	431	252	385	357	365	205	171					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17914	289	84	333	509	127	197	181	248	304	357	127	104	507	359	756	1349	950	831	718	496	200	83	420	443	71	361	267	623	257	448	438	161	207	107	235	292	88	660	225	239	142	466	195	331	425	247	382	349	361	200	165					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	348	0	0	0	6	3	0	15	0	50	14	14	6	6	10	12	19	0	1	6	0	7	3	7	4	4	17	15	1	32	5	4	14	0	0	8	19	6	7	0	14	0	9	2	8	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	238	3	1	3	7	0	2	1	2	16	7	3	4	29	4	7	2	0	13	4	4	18	2	9	2	0	8	6	4	5	1	3	1	0	0	2	1	0	8	4	0	0	10	2	3	6	5	3	8	4	5	6					
7	Число избирательных бюллетеней в переносных ящиках для голосования	348	0	0	0	6	3	0	15	0	50	14	14	6	6	10	12	19	0	1	6	0	7	3	7	4	4	17	15	1	32	5	4	14	0	0	8	19	6	7	0	14	0	9	2	8	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17914	289	84	333	509	127	197	181	248	304	357	127	104	507	359	756	1349	950	831	718	496	200	83	420	443	71	361	267	623	257	448	438	161	207	107	235	292	88	660	225	239	142	466	195	331	425	247	382	349	361	200	165					
9	Число недействительных избирательных бюллетеней	73	1	0	0	0	0	1	0	0	0	1	0	0	3	0	8	7	2	5	2	0	18	0	2	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	1	0	4	3	0	0	0	0	9	0	1	0					
10	Число действительных избирательных бюллетеней	18189	288	84	333	515	130	196	196	248	354	370	141	110	510	369	760	1361	948	827	722	496	189	86	425	447	75	378	282	624	289	453	439	174	207	107	242	311	94	667	225	252	142	471	194	339	425	247	382	340	361	199	165					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	278	2	1	1	2	1	1	1	1	5	3	1	1	15	7	33	36	36	36	13	4	10	1	2	1	1	7	6	8	1	5	5	1	1	1	1	1	1	2	1	1	1	5	1	1	2	2	2	2	3	1	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	245	2	1	1	2	1	1	1	1	5	3	1	1	15	7	33	36	13	31	13	4	8	1	2	1	1	7	6	8	1	5	5	1	1	1	1	1	1	2	1	1	1	5	1	0	2	2	2	0	3	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	103	0	0	2	3	0	0	0	1	2	4	0	0	0	5	8	27	0	7	5	0	2	1	1	6	0	4	4	2	1	4	0	0	0	0	0	0	0	3	0	0	0	2	0	0	2	0	0	0	7	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	6	0	2	3	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	83	1	4	2	2	0	1	0	1	2	3	1	1	1	2	5	3	1	3	2	4	1	0	2	1	0	3	2	2	1	1	2	0	0	0	0	1	0	2	5	1	0	0	1	4	4	5	0	3	1	2	0					
		0.45%	0.35%	4.76%	0.60%	0.39%	0.00%	0.51%	0.00%	0.40%	0.56%	0.81%	0.71%	0.91%	0.19%	0.54%	0.65%	0.22%	0.11%	0.36%	0.28%	0.81%	0.48%	0.00%	0.47%	0.22%	0.00%	0.79%	0.71%	0.32%	0.35%	0.22%	0.45%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.30%	2.22%	0.40%	0.00%	0.00%	0.51%	1.18%	0.94%	2.02%	0.00%	0.86%	0.28%	1.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	10	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0					
		0.05%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.26%	0.00%	0.11%	0.12%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	226	4	0	4	5	0	2	6	2	3	2	0	2	10	2	10	10	18	11	11	2	4	1	2	1	1	10	7	6	6	8	7	2	3	1	1	2	1	6	2	4	2	4	1	3	3	5	9	6	4	4	6					
		1.24%	1.38%	0.00%	1.20%	0.97%	0.00%	1.02%	3.06%	0.81%	0.85%	0.54%	0.00%	1.82%	1.95%	0.54%	1.30%	0.73%	1.89%	1.32%	1.52%	0.40%	1.93%	1.16%	0.47%	0.22%	1.33%	2.65%	2.48%	0.96%	2.08%	1.77%	1.58%	1.14%	1.45%	0.93%	0.41%	0.64%	1.06%	0.90%	0.89%	1.58%	1.41%	0.84%	0.51%	0.88%	0.71%	2.02%	2.36%	1.72%	1.11%	2.00%	3.64%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.09%	0.00%	0.00%	0.00%	0.39%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.11%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.35%	1.77%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.28%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	127	2	0	4	3	1	1	0	2	1	2	1	0	5	3	2	11	2	4	3	1	0	2	0	2	1	2	3	5	3	4	4	3	0	0	0	1	1	6	2	1	3	13	1	3	2	2	5	3	5	2	0					
