Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Вичугская городская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	30336	1144	1072	1279	1683	1939	1306	1835	1299	1770	1643	2027	1081	1398	1459	1095	1130	1766	1148	1014	1638	1610									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28700	1100	1000	1200	1600	1900	1200	1700	1200	1700	1600	2000	1000	1300	1400	1000	1000	1600	1100	1000	1600	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8480	371	316	398	377	471	403	613	458	519	380	511	247	337	327	317	336	678	210	356	472	383									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2873	65	133	97	120	96	105	103	140	65	345	110	133	182	73	180	174	230	172	132	112	106									
6	Число погашенных избирательных бюллетеней	17347	664	551	705	1103	1333	692	984	602	1116	875	1379	620	781	1000	503	490	692	718	512	1016	1011									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2873	65	133	97	120	96	105	103	140	65	345	110	133	182	73	180	174	230	172	132	112	106									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8440	371	316	398	377	471	403	573	458	519	380	511	247	337	327	317	336	678	210	356	472	383									
9	Число недействительных избирательных бюллетеней	148	8	3	12	6	9	7	10	4	12	10	7	5	5	8	12	4	5	4	4	7	6									
10	Число действительных избирательных бюллетеней	11165	428	446	483	491	558	501	666	594	572	715	614	375	514	392	485	506	903	378	484	577	483									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	650	30	30	30	30	30	30	30	30	30	40	30	30	30	30	30	30	30	40	30	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	482	8	30	14	26	19	30	18	30	25	40	30	9	13	13	30	30	30	40	20	15	12									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	263	8	8	2	7	26	8	15	8	8	8	7	24	12	5	15	26	41	16	7	7	5									
14	Число погашенных неиспользованных открепительных удостоверений	168	22	0	16	4	11	0	12	0	5	0	0	21	17	17	0	0	0	0	10	15	18									
