Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Немская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812					
1	"Число избирателей, внесенных в списки избирателей"	6968	72	1131	355	141	83	365	550	207	288	407	1534	1291	283	261					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7528	88	1190	387	154	97	414	585	230	365	415	1613	1370	320	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4790	58	722	268	93	63	263	393	159	200	173	1121	871	211	195					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1061	14	220	59	30	13	74	36	38	71	159	94	147	55	51					
6	Число погашенных избирательных бюллетеней	1677	16	248	60	31	21	77	156	33	94	83	398	352	54	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1061	14	220	59	30	13	74	36	38	71	159	94	147	55	51					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4776	58	708	268	93	63	263	393	159	200	173	1121	871	211	195					
9	Число недействительных избирательных бюллетеней	55	1	6	2	0	1	4	12	1	2	0	13	12	1	0					
10	Число действительных избирательных бюллетеней	5782	71	922	325	123	75	333	417	196	269	332	1202	1006	265	246					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	320	3	38	22	10	15	20	25	14	30	10	56	32	30	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	319	3	38	22	10	15	20	25	14	30	10	55	32	30	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	105	0	13	10	2	4	10	7	9	2	6	20	14	2	6					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	200	0	45	22	1	3	22	12	5	3	11	29	28	0	19					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	617	7	92	25	23	14	31	55	29	46	30	116	80	46	23					
		10.57%	9.72%	9.91%	7.65%	18.70%	18.42%	9.20%	12.82%	14.72%	16.97%	9.04%	9.55%	7.86%	17.29%	9.35%					
19	2.Всероссийская политическая партия «Гражданская Сила»	17	0	4	0	0	0	1	0	0	1	0	3	6	2	0					
		0.29%	0.00%	0.43%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.37%	0.00%	0.25%	0.59%	0.75%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	0	1	0	0	0	0	1	0	1	0	1	0					
		0.07%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.08%	0.00%	0.38%	0.00%					
