Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Мантуровского района																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761					
1	"Число избирателей, внесенных в списки избирателей"	11433	307	288	356	319	99	63	439	690	200	150	343	2130	320	327	497	237	446	153	272	350	134	2120	370	247	576					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10895	275	275	350	310	100	65	400	650	205	145	315	2000	325	325	470	235	440	150	260	330	130	2000	365	225	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7652	208	170	225	249	53	47	304	449	139	102	217	1550	242	259	352	168	263	95	186	246	85	1269	241	133	400					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2115	60	93	121	57	43	16	89	163	60	43	98	164	70	48	77	65	116	53	72	78	40	174	116	92	107					
6	Число погашенных избирательных бюллетеней	1128	7	12	4	4	4	2	7	38	6	0	0	286	13	18	41	2	61	2	2	6	5	557	8	0	43					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2115	60	93	121	57	43	16	89	163	60	43	98	164	70	48	77	65	116	53	72	78	40	174	116	92	107					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7652	208	170	225	249	53	47	304	449	139	102	217	1550	242	259	352	168	263	95	186	246	85	1269	241	133	400					
9	Число недействительных избирательных бюллетеней	109	5	1	2	6	0	1	2	6	4	3	6	23	2	2	14	2	3	0	0	2	0	12	7	1	5					
10	Число действительных избирательных бюллетеней	9658	263	262	344	300	96	62	391	606	195	142	309	1691	310	305	415	231	376	148	258	322	125	1431	350	224	502					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1073	18	23	23	28	13	13	45	75	19	9	23	187	60	38	47	33	35	13	36	28	13	165	35	28	66					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	993	16	23	23	28	8	10	45	75	18	7	23	185	60	38	45	31	35	13	36	28	13	115	35	23	60					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	236	4	9	2	7	3	2	6	9	6	5	10	62	17	7	7	4	4	7	5	7	3	34	4	0	12					
14	Число погашенных неиспользованных открепительных удостоверений	80	2	0	0	0	5	3	0	0	1	2	0	2	0	0	2	2	0	0	0	0	0	50	0	5	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	0	0	1	2	0	0	1	0	0	0	1	8	5	3	3	1	1	0	3	2	1	2	1	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	141	6	5	7	7	1	0	7	5	1	4	9	24	3	4	4	0	3	7	1	4	6	20	7	1	5					
		1.44%	2.24%	1.90%	2.02%	2.29%	1.04%	0.00%	1.78%	0.82%	0.50%	2.76%	2.86%	1.40%	0.96%	1.30%	0.93%	0.00%	0.79%	4.73%	0.39%	1.23%	4.80%	1.39%	1.96%	0.44%	0.99%					
19	2.Всероссийская политическая партия «Гражданская Сила»	30	1	0	2	0	0	0	1	1	1	0	0	9	0	0	2	0	1	0	0	1	4	4	1	0	2					
		0.31%	0.37%	0.00%	0.58%	0.00%	0.00%	0.00%	0.25%	0.16%	0.50%	0.00%	0.00%	0.53%	0.00%	0.00%	0.47%	0.00%	0.26%	0.00%	0.00%	0.31%	3.20%	0.28%	0.28%	0.00%	0.39%					
20	3.Политическая партия «Демократическая партия России»	14	2	0	1	1	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	2	3	0	0					
		0.14%	0.75%	0.00%	0.29%	0.33%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.95%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.84%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	889	8	35	38	13	4	10	48	49	16	16	31	144	23	26	36	9	25	7	25	22	24	148	32	22	78					
		9.10%	2.99%	13.31%	10.98%	4.25%	4.17%	15.87%	12.21%	8.01%	8.04%	11.03%	9.84%	8.40%	7.37%	8.47%	8.39%	3.86%	6.60%	4.73%	9.69%	6.79%	19.20%	10.26%	8.96%	9.78%	15.38%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	12	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	6	1	0	0					
		0.12%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.32%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.80%	0.42%	0.28%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	8	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0					
		0.08%	0.37%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	522	15	13	13	13	10	0	20	34	32	15	13	105	16	17	25	10	12	5	7	15	3	77	17	12	23					
		5.34%	5.60%	4.94%	3.76%	4.25%	10.42%	0.00%	5.09%	5.56%	16.08%	10.34%	4.13%	6.13%	5.13%	5.54%	5.83%	4.29%	3.17%	3.38%	2.71%	4.63%	2.40%	5.34%	4.76%	5.33%	4.54%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	671	1	8	16	11	3	1	14	22	10	8	24	170	21	26	20	6	16	4	7	22	15	185	25	10	26					
		6.87%	0.37%	3.04%	4.62%	3.59%	3.13%	1.59%	3.56%	3.59%	5.03%	5.52%	7.62%	9.92%	6.73%	8.47%	4.66%	2.58%	4.22%	2.70%	2.71%	6.79%	12.00%	12.82%	7.00%	4.44%	5.13%					
