Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Анучинская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23					
1	"Число избирателей, внесенных в список избирателей"	11529	2298	1079	433	203	288	133	602	203	209	153	247	96	305	158	456	477	638	799	283	163	207	1220	879					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11381	2253	1095	426	201	291	133	593	192	215	148	246	92	311	156	467	465	615	800	277	163	192	1190	860					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	189	0	0	27	27	17	0	0	0	0	0	0	0	0	33	0	50	35	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5703	1098	504	131	86	106	78	309	116	119	105	120	49	155	52	251	210	276	449	200	89	124	622	454					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	279	42	7	11	5	1	8	9	18	3	10	0	9	9	3	21	9	10	20	4	10	9	38	23					
6	Число погашенных избирательных бюллетеней	5210	1113	584	257	83	167	47	275	58	93	33	126	34	147	68	195	196	294	331	73	64	59	530	383					
7	Число избирательных бюллетеней в переносных ящиках для голосования	468	42	7	38	32	18	8	9	18	3	10	0	9	9	36	21	59	45	20	4	10	9	38	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5703	1098	504	131	86	106	78	309	116	119	105	120	49	155	52	251	210	276	449	200	89	124	622	454					
9	Число недействительных избирательных бюллетеней	164	14	9	12	1	6	2	11	4	6	2	3	2	4	2	4	8	14	14	6	2	7	19	12					
10	Число действительных избирательных бюллетеней	6007	1126	502	157	117	118	84	307	130	116	113	117	56	160	86	268	261	307	455	198	97	126	641	465					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	248	33	25	10	3	9	5	13	4	5	3	2	10	13	4	12	6	3	12	6	4	4	16	46					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	229	32	25	10	3	9	5	12	3	5	3	2	10	10	4	11	6	3	12	6	0	2	14	42					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	112	15	7	1	8	3	3	9	4	1	5	3	4	2	3	3	4	3	4	8	4	2	9	7					
14	Число погашенных неиспользованных открепительных удостоверений	19	1	0	0	0	0	0	1	1	0	0	0	0	3	0	1	0	0	0	0	4	2	2	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1031	252	87	25	5	13	13	49	29	15	11	20	6	24	10	47	48	41	60	39	18	15	151	53					
		16.71%	22.11%	17.03%	14.79%	4.24%	10.48%	15.12%	15.41%	21.64%	12.30%	9.57%	16.67%	10.34%	14.63%	11.36%	17.28%	17.84%	12.77%	12.79%	19.12%	18.18%	11.28%	22.88%	11.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1044	189	99	19	24	16	17	56	25	22	4	11	12	18	12	45	58	63	69	27	13	24	94	127					
		16.92%	16.58%	19.37%	11.24%	20.34%	12.90%	19.77%	17.61%	18.66%	18.03%	3.48%	9.17%	20.69%	10.98%	13.64%	16.54%	21.56%	19.63%	14.71%	13.24%	13.13%	18.05%	14.24%	26.62%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	11	3	2	4	4	0	3	2	2	4	1	2	3	1	3	3	1	3	3	1	2	6	5					
		1.12%	0.96%	0.59%	1.18%	3.39%	3.23%	0.00%	0.94%	1.49%	1.64%	3.48%	0.83%	3.45%	1.83%	1.14%	1.10%	1.12%	0.31%	0.64%	1.47%	1.01%	1.50%	0.91%	1.05%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1397	325	112	46	41	34	12	61	29	42	22	30	22	33	14	52	52	53	101	52	19	33	143	69					
		22.64%	28.51%	21.92%	27.22%	34.75%	27.42%	13.95%	19.18%	21.64%	34.43%	19.13%	25.00%	37.93%	20.12%	15.91%	19.12%	19.33%	16.51%	21.54%	25.49%	19.19%	24.81%	21.67%	14.47%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	90	15	12	3	0	0	1	5	3	1	1	3	1	0	0	7	5	1	7	1	1	4	16	3					
		1.46%	1.32%	2.35%	1.78%	0.00%	0.00%	1.16%	1.57%	2.24%	0.82%	0.87%	2.50%	1.72%	0.00%	0.00%	2.57%	1.86%	0.31%	1.49%	0.49%	1.01%	3.01%	2.42%	0.63%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2353	330	186	62	43	51	41	133	41	34	71	48	13	81	49	113	95	148	213	76	45	48	225	207					
		38.13%	28.95%	36.40%	36.69%	36.44%	41.13%	47.67%	41.82%	30.60%	27.87%	61.74%	40.00%	22.41%	49.39%	55.68%	41.54%	35.32%	46.11%	45.42%	37.25%	45.45%	36.09%	34.09%	43.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	4	3	0	0	0	0	0	1	0	0	4	0	1	0	1	0	0	2	0	0	0	6	1					
		0.37%	0.35%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	3.33%	0.00%	0.61%	0.00%	0.37%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.91%	0.21%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
