Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Чусовская городская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №4401	УИК №4402	УИК №4403	УИК №4404	УИК №4405	УИК №4406	УИК №4407	УИК №4408	УИК №4409	УИК №4410	УИК №4411	УИК №4412	УИК №4413	УИК №4414	УИК №4415	УИК №4416	УИК №4417	УИК №4418	УИК №4419	УИК №4420	УИК №4421	УИК №4422	УИК №4423	УИК №4424	УИК №4425	УИК №4426	УИК №4427	УИК №4428	УИК №4429	УИК №4430	УИК №4431	УИК №4432	УИК №4433	УИК №4434	УИК №4435	УИК №4436	УИК №4437	УИК №4438	УИК №4439	УИК №4440	УИК №4441	УИК №4442	УИК №4443	УИК №4444	УИК №4445	УИК №4446	УИК №4447	УИК №4448	УИК №4449	УИК №4450	УИК №4451					
1	"Число избирателей, внесенных в списки"	59020	1052	816	1446	1044	1818	517	2198	1153	1262	1024	584	2079	1934	2622	2597	2268	2846	2419	1961	2684	2301	1975	2119	560	514	1793	1770	797	1006	191	212	339	518	603	647	224	615	977	288	514	303	575	949	128	208	320	1684	545	696	83	1242					
2	"Число бюллетеней, полученных участковыми комиссиями"	59280	1100	830	1500	1000	1700	500	2000	1100	1300	1000	600	2000	2000	2600	2600	2200	2800	2400	1900	2600	2300	1900	2100	550	530	1800	1800	900	1100	190	230	370	500	600	700	260	680	1000	320	540	370	610	1000	170	250	320	1850	600	730	80	1200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	696	0	0	0	0	6	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	68	0	0	37	21	28	174	0	43	0	0	140	34	0	0	86	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31904	363	307	664	434	797	229	965	585	734	490	314	1091	1006	1592	1583	1350	1658	1419	1106	1630	1367	1025	1280	258	293	870	856	459	564	150	112	211	259	336	246	93	311	598	190	354	201	245	525	96	171	156	861	357	383	78	682					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2967	185	115	81	107	91	34	237	30	89	35	43	66	93	58	95	203	42	54	44	35	37	46	47	29	18	78	74	37	58	0	9	26	46	57	76	22	39	31	48	31	29	58	30	24	12	18	124	14	34	0	78					
6	Число погашенных бюллетеней	23709	552	408	755	459	806	237	798	485	477	475	243	843	872	950	919	647	1099	927	750	935	896	829	773	263	219	852	870	404	448	40	41	133	195	170	357	117	156	371	39	155	140	167	411	50	67	60	865	229	313	2	440					
7	Число бюллетеней в переносных ящиках для голосования	3391	185	115	81	107	97	34	237	30	89	35	43	66	122	58	95	203	42	54	44	35	37	46	47	29	18	78	74	37	58	0	9	26	46	94	97	50	39	31	91	31	29	198	64	24	12	104	124	14	34	0	78					
8	Число бюллетеней в стационарных ящиках для голосования	32045	363	307	664	434	797	229	964	585	734	486	314	1090	1001	1530	1583	1350	1657	1419	1106	1624	1367	1025	1279	258	293	870	856	459	594	150	180	196	258	336	246	93	485	567	190	354	201	245	525	96	171	156	861	357	383	78	679					
9	Число недействительных бюллетеней	397	11	1	8	4	14	3	6	10	9	11	1	17	21	10	18	11	9	10	13	27	6	12	19	6	2	18	17	0	12	0	1	2	4	5	8	0	3	3	0	7	1	6	3	1	7	0	16	9	3	1	11					
10	Число действительных бюллетеней	35039	537	421	737	537	880	260	1195	605	814	510	356	1139	1102	1578	1660	1542	1690	1463	1137	1632	1398	1059	1307	281	309	930	913	496	640	150	188	220	300	425	335	143	521	595	281	378	229	437	586	119	176	260	969	362	414	77	746					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	630	11	11	11	11	12	11	11	11	12	11	11	12	12	12	12	12	12	14	10	12	15	13	10	4	5	15	10	20	20	20	20	20	20	5	5	5	20	5	5	5	5	5	5	20	5	7	30	35	20	20	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	613	11	11	11	11	12	11	11	11	12	4	11	12	12	12	12	12	12	14	10	12	15	13	10	4	5	15	10	20	20	20	20	20	20	5	5	5	20	5	5	5	5	5	5	20	5	7	30	35	20	10	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	489	8	4	5	17	39	9	14	17	25	11	9	6	2	13	38	12	23	24	6	16	1	13	8	3	0	8	3	12	0	0	1	11	0	9	5	0	5	11	4	1	11	7	3	3	3	15	18	12	6	6	12					
14	Число погашенных открепительных удостоверений	17	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0					
15	Число открепительных удостоверений выданных ТИК	70	3	1	0	1	1	3	1	3	0	1	1	0	3	2	2	1	6	3	0	1	2	1	4	1	1	5	3	2	1	0	0	0	0	1	1	2	2	1	0	0	0	3	1	0	0	0	2	2	0	0	2					
16	Число утраченных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	"1. ""ЕДИНЕНИЕ"""	456	6	6	7	9	13	11	12	10	8	6	12	10	12	22	16	17	21	15	18	5	8	8	17	2	2	14	12	4	14	1	0	3	11	7	2	1	12	14	6	3	3	6	8	0	2	3	27	11	11	1	7					
		1.28%	1.09%	1.42%	0.93%	1.66%	1.45%	4.18%	0.99%	1.62%	0.97%	1.15%	3.36%	0.86%	1.06%	1.38%	0.95%	1.09%	1.23%	1.01%	1.56%	0.30%	0.56%	0.74%	1.28%	0.69%	0.64%	1.47%	1.29%	0.80%	2.14%	0.66%	0.0%	1.35%	3.61%	1.62%	0.58%	0.69%	2.29%	2.34%	2.13%	0.77%	1.30%	1.35%	1.35%	0.0%	1.09%	1.15%	2.74%	2.96%	2.63%	1.28%	0.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1560	16	14	26	31	37	2	55	26	42	14	7	51	42	74	86	103	94	103	72	101	82	70	59	6	11	32	30	12	31	1	0	2	4	10	17	4	9	25	1	5	2	7	25	2	5	4	26	13	5	0	64					
		4.40%	2.91%	3.31%	3.48%	5.73%	4.13%	0.76%	4.57%	4.22%	5.10%	2.68%	1.96%	4.41%	3.73%	4.65%	5.12%	6.63%	5.53%	6.99%	6.26%	6.08%	5.84%	6.53%	4.44%	2.09%	3.53%	3.37%	3.22%	2.41%	4.75%	0.66%	0.0%	0.90%	1.31%	2.32%	4.95%	2.79%	1.71%	4.18%	0.35%	1.29%	0.86%	1.58%	4.24%	1.66%	2.73%	1.53%	2.63%	3.50%	1.19%	0.0%	8.45%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1266	12	18	18	25	45	7	44	23	25	15	9	33	43	53	80	54	55	46	30	54	55	37	47	6	11	29	33	21	31	0	2	10	13	24	22	4	13	20	6	15	3	13	18	3	4	5	57	21	14	1	39					
		3.57%	2.18%	4.26%	2.41%	4.62%	5.03%	2.66%	3.66%	3.73%	3.03%	2.87%	2.52%	2.85%	3.82%	3.33%	4.76%	3.47%	3.23%	3.12%	2.60%	3.25%	3.91%	3.45%	3.54%	2.09%	3.53%	3.05%	3.54%	4.23%	4.75%	0.0%	1.05%	4.50%	4.27%	5.58%	6.41%	2.79%	2.48%	3.34%	2.13%	3.89%	1.30%	2.93%	3.05%	2.5%	2.18%	1.92%	5.78%	5.66%	3.35%	1.28%	5.15%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1381	7	10	27	22	23	10	30	31	36	21	10	50	41	84	71	77	92	78	59	91	93	57	75	10	2	41	36	26	20	0	3	4	7	12	10	1	4	10	10	8	4	9	6	2	1	9	17	7	8	0	19					
