Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Рыбинская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854					
1	"Число избирателей, внесенных в списки"	14453	574	480	57	176	362	126	631	349	210	179	125	1471	672	118	69	74	65	409	670	94	134	139	56	67	965	123	144	292	166	579	71	78	168	935	324	334	2967					
2	"Число бюллетеней, полученных участковыми комиссиями"	14097	573	463	50	176	362	122	627	344	212	183	129	1460	668	128	69	74	69	415	686	94	134	137	57	73	944	121	144	290	165	576	73	78	164	929	324	225	2759					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7162	272	301	32	94	188	89	304	181	93	76	75	673	223	79	45	49	45	227	276	62	70	76	40	59	473	77	89	110	83	323	54	59	109	396	197	138	1425					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	725	82	41	10	16	27	6	21	18	20	25	0	30	26	0	13	0	0	39	6	7	9	8	6	0	77	21	9	26	18	19	1	5	6	33	17	25	58					
6	Число погашенных бюллетеней	6210	219	121	8	66	147	27	302	145	99	82	54	757	419	49	11	25	24	149	404	25	55	53	11	14	394	23	46	154	64	234	18	14	49	500	110	62	1276					
7	Число бюллетеней в переносных ящиках для голосования	725	82	41	10	16	27	6	21	18	20	25	0	30	26	0	13	0	0	39	6	7	9	8	6	0	77	21	9	26	18	19	1	5	6	33	17	25	58					
8	Число бюллетеней в стационарных ящиках для голосования	7151	272	301	32	94	188	89	304	181	93	76	75	673	223	79	45	49	45	227	276	62	70	76	40	59	473	77	89	110	83	323	54	59	109	396	197	138	1414					
9	Число недействительных бюллетеней	138	5	3	1	1	7	1	2	9	2	2	1	6	5	3	0	2	0	8	3	3	1	2	2	3	2	2	5	1	0	11	2	1	1	17	7	2	15					
10	Число действительных бюллетеней	7738	349	339	41	109	208	94	323	190	111	99	74	697	244	76	58	47	45	258	279	66	78	82	44	56	548	96	93	135	101	331	53	63	114	412	207	161	1457					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	190	10	5	2	2	3	2	10	5	2	2	2	15	5	2	2	2	2	5	12	2	2	2	2	2	14	2	2	3	2	6	2	2	2	10	3	2	40					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	30	2	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	2	1	0	0	0	2	2	1	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	15	1	0	1	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	2	0	0	2					
14	Число погашенных открепительных удостоверений	160	8	5	2	2	3	2	7	5	2	2	2	13	5	2	2	2	2	4	12	2	2	2	2	2	13	2	2	1	0	5	2	2	2	8	1	1	29					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	85	1	2	1	5	3	1	2	1	1	1	1	6	3	1	1	0	4	6	3	3	0	6	2	1	2	0	6	1	4	3	2	0	1	2	3	0	6					
		1.07%	0.28%	0.58%	2.38%	4.54%	1.39%	1.05%	0.61%	0.50%	0.88%	0.99%	1.33%	0.85%	1.20%	1.26%	1.72%	0.0%	8.88%	2.25%	1.06%	4.34%	0.0%	7.14%	4.34%	1.69%	0.36%	0.0%	6.12%	0.73%	3.96%	0.87%	3.63%	0.0%	0.86%	0.46%	1.40%	0.0%	0.40%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	66	1	0	0	1	2	0	4	2	0	1	0	5	1	1	2	0	0	1	5	2	1	1	0	2	8	0	0	0	2	5	0	0	1	4	2	3	9					
		0.83%	0.28%	0.0%	0.0%	0.90%	0.93%	0.0%	1.23%	1.00%	0.0%	0.99%	0.0%	0.71%	0.40%	1.26%	3.44%	0.0%	0.0%	0.37%	1.77%	2.89%	1.26%	1.19%	0.0%	3.38%	1.45%	0.0%	0.0%	0.0%	1.98%	1.46%	0.0%	0.0%	0.86%	0.93%	0.93%	1.84%	0.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	140	6	2	0	2	4	3	1	5	2	4	0	14	5	0	0	0	0	4	7	2	0	2	2	1	10	1	7	0	0	10	2	0	4	11	4	0	25					
		1.77%	1.69%	0.58%	0.0%	1.81%	1.86%	3.15%	0.30%	2.51%	1.76%	3.96%	0.0%	1.99%	2.00%	0.0%	0.0%	0.0%	0.0%	1.50%	2.48%	2.89%	0.0%	2.38%	4.34%	1.69%	1.81%	1.02%	7.14%	0.0%	0.0%	2.92%	3.63%	0.0%	3.47%	2.56%	1.86%	0.0%	1.69%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	78	4	4	0	0	1	0	0	1	3	0	0	7	1	0	0	0	0	4	1	0	1	0	1	0	9	0	3	1	0	4	1	0	3	10	1	0	18					
		0.99%	1.12%	1.16%	0.0%	0.0%	0.46%	0.0%	0.0%	0.50%	2.65%	0.0%	0.0%	0.99%	0.40%	0.0%	0.0%	0.0%	0.0%	1.50%	0.35%	0.0%	1.26%	0.0%	2.17%	0.0%	1.63%	0.0%	3.06%	0.73%	0.0%	1.16%	1.81%	0.0%	2.60%	2.33%	0.46%	0.0%	1.22%					
22	"5. ""За Русь Святую"""	27	0	0	0	1	0	0	4	0	2	3	0	3	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	5					
		0.34%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	1.23%	0.0%	1.76%	2.97%	0.0%	0.42%	0.40%	0.0%	0.0%	0.0%	0.0%	0.75%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	0.33%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	1	1	0	2	0	0	1	2	0	0	0	3	0	2	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	4	0	1					
		0.31%	0.28%	0.29%	0.0%	1.81%	0.0%	0.0%	0.30%	1.00%	0.0%	0.0%	0.0%	0.42%	0.0%	2.53%	0.0%	0.0%	0.0%	0.75%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.23%	1.86%	0.0%	0.06%					
24	"7. ""Новый курс - Автомобильная Россия"""	29	0	1	0	0	0	0	0	2	3	1	1	3	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	1	0	2	0	0	0	1	1	0	7					
		0.36%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	1.00%	2.65%	0.99%	1.33%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	1.26%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.73%	0.0%	0.58%	0.0%	0.0%	0.0%	0.23%	0.46%	0.0%	0.47%					
25	"8. ""Народно-республиканская партия России"""	13	0	1	0	0	1	0	2	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1					
