Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
"Наименование Избирательной комиссии:    Пермь, Орджоникидзевская"																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327	УИК №3328	УИК №3329	УИК №3330	УИК №3331	УИК №3332	УИК №3333	УИК №3334	УИК №3335	УИК №3336	УИК №3337	УИК №3338	УИК №3339	УИК №3340	УИК №3341	УИК №3342	УИК №3343	УИК №3344	УИК №3345	УИК №3346	УИК №3347	УИК №3348	УИК №3349	УИК №3350					
1	"Число избирателей, внесенных в списки"	85179	1106	1483	2924	1083	103	2176	2545	1560	1814	2188	2037	1843	2093	1772	2679	1309	1948	256	1117	1706	2755	2397	2313	2142	2083	988	925	2211	2641	1605	2256	1907	1653	1731	1955	2620	2249	2361	1788	281	1400	1287	1949	1927	949	2012	824	267	238	1723					
2	"Число бюллетеней, полученных участковыми комиссиями"	88205	1330	1670	2950	1200	105	2250	2600	1700	1900	2200	2000	2100	2480	1600	2900	1300	1900	310	1000	1600	2700	2000	2400	2300	2000	1000	850	2300	2700	1640	2235	1900	1700	1600	1830	2700	2200	2360	1800	650	1400	1475	1975	2270	1000	2065	1560	270	300	1930					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	47191	625	738	1596	583	49	1212	1403	853	1111	1171	1068	1372	1158	968	1421	670	1058	236	535	825	1511	1363	1123	1239	979	532	823	1221	1291	759	1157	1091	759	784	1134	1707	1280	1321	1026	255	762	666	965	1083	486	1177	776	230	195	844					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1492	42	40	44	17	54	28	13	19	12	53	32	15	36	25	31	36	17	19	16	23	39	17	17	17	19	31	0	41	26	37	25	24	29	32	13	6	22	39	31	26	53	71	25	25	89	23	41	23	43	36					
6	Число погашенных бюллетеней	39522	663	892	1310	600	2	1010	1184	828	777	976	900	713	1286	607	1448	594	825	55	449	752	1150	620	1260	1044	1002	437	27	1038	1383	844	1053	785	912	784	683	987	898	1000	743	369	585	738	985	1162	425	865	743	17	62	1050					
7	Число бюллетеней в переносных ящиках для голосования	1492	42	40	44	17	54	28	13	19	12	53	32	15	36	25	31	36	17	19	16	23	39	17	17	17	19	31	0	41	26	37	25	24	29	32	13	6	22	39	31	26	53	71	25	25	89	23	41	23	43	36					
8	Число бюллетеней в стационарных ящиках для голосования	46997	592	738	1595	582	49	1212	1403	853	1111	1169	1066	1371	1152	968	1421	670	1054	235	535	825	1511	1357	1123	1239	960	525	821	1221	1291	759	1153	1084	759	784	1132	1630	1279	1318	1023	255	762	666	964	1082	486	1177	776	230	195	834					
9	Число недействительных бюллетеней	1093	14	18	54	18	3	38	18	8	12	32	19	19	17	29	22	9	17	27	11	21	17	19	33	12	40	15	17	45	29	20	47	10	18	17	9	32	16	36	19	6	32	19	17	24	31	32	37	9	10	19					
10	Число действительных бюллетеней	47396	620	760	1585	581	100	1202	1398	864	1111	1190	1079	1367	1171	964	1430	697	1054	227	540	827	1533	1355	1107	1244	939	541	804	1217	1288	776	1131	1098	770	799	1136	1604	1285	1321	1035	275	783	718	972	1083	544	1168	780	244	228	851					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	2224	15	20	45	35	5	25	70	45	40	65	40	50	60	40	50	31	50	5	20	40	60	55	65	57	40	90	0	72	100	31	50	61	58	46	63	42	52	60	69	16	44	31	72	57	32	60	50	0	0	40					
