Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Муйская																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417					
1	"Число избирателей, внесенных в список"	12577	948	1529	987	1224	1140	1113	921	556	1001	1301	606	467	586	198					
2	Число полученных избирательных бюллетеней	11150	750	1250	850	1050	1050	1050	750	750	825	1125	460	460	570	210					
3	"Число избирательных бюллетеней, выданных  досрочно"	109	1	2	1	1	78	4	6	16	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6839	643	1102	485	777	602	681	509	250	334	459	369	90	406	132					
5	"Число избирательных бюллетеней, выданных вне помещения"	418	32	34	4	35	13	4	9	198	7	4	1	0	47	30					
6	Число погашенных избирательных бюллетеней	3784	74	112	360	237	357	361	226	286	484	662	90	370	117	48					
7	Число избирательных бюллетеней в переносных ящиках	527	33	36	5	36	91	8	15	214	7	4	1	0	47	30					
8	Число бюллетеней в стационарных ящиках для голосования	6838	643	1102	485	777	601	681	509	250	334	459	369	90	406	132					
9	Число недействительных избирательных бюллетеней	68	8	11	9	8	6	4	8	7	4	2	0	0	1	0					
10	Число действительных избирательных бюллетеней	7297	668	1127	481	805	686	685	516	457	337	461	370	90	452	162					
11	Число полученных открепительных  удостоверений	495	35	40	40	40	40	40	30	30	40	40	40	40	20	20					
12	Число выданных открепительных удостоверений	142	8	33	12	8	15	10	7	0	2	3	3	31	8	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	99	6	10	0	1	4	4	2	13	14	14	23	2	5	1					
14	Число неиспользованных открепительных удостоверений	353	27	7	28	32	25	30	23	30	38	37	37	9	12	18					
15	"Число открепительных удостоверений, выданных в ТИК"	5	1	1	0	0	0	1	1	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	330	28	61	20	33	27	24	34	11	21	25	16	1	22	7					
		4.48%	4.14%	5.36%	4.08%	4.06%	3.90%	3.48%	6.49%	2.37%	6.16%	5.40%	4.32%	1.11%	4.86%	4.32%					
19	. Малышкин Олег Александрович	212	23	21	13	17	15	26	16	13	11	18	12	5	19	3					
		2.88%	3.40%	1.85%	2.65%	2.09%	2.17%	3.77%	3.05%	2.80%	3.23%	3.89%	3.24%	5.56%	4.19%	1.85%					
20	. Миронов Сергей Михайлович	40	6	9	3	2	2	4	3	5	1	0	3	0	2	0					
		0.54%	0.89%	0.79%	0.61%	0.25%	0.29%	0.58%	0.57%	1.08%	0.29%	0.00%	0.81%	0.00%	0.44%	0.00%					
21	. Путин Владимир Владимирович	5223	463	791	371	597	484	483	348	364	217	332	281	68	288	136					
		70.92%	68.49%	69.51%	75.71%	73.43%	69.94%	70.10%	66.41%	78.45%	63.64%	71.71%	75.95%	75.56%	63.58%	83.95%					
22	. Хакамада Ирина Муцуовна	373	55	71	15	34	37	35	26	20	22	30	15	2	11	0					
		5.06%	8.14%	6.24%	3.06%	4.18%	5.35%	5.08%	4.96%	4.31%	6.45%	6.48%	4.05%	2.22%	2.43%	0.00%					
23	. Харитонов Николай Михайлович	824	58	124	51	88	94	84	68	32	46	41	22	4	96	16					
		11.19%	8.58%	10.90%	10.41%	10.82%	13.58%	12.19%	12.98%	6.90%	13.49%	8.86%	5.95%	4.44%	21.19%	9.88%					
																					
24	Против всех	295	35	50	8	34	27	29	21	12	19	15	21	10	14	0					
		4.01%	5.18%	4.39%	1.63%	4.18%	3.90%	4.21%	4.01%	2.59%	5.57%	3.24%	5.68%	11.11%	3.09%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
