Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Харабалинская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369					
1	"Число избирателей, внесенных в списки"	30837	770	228	1781	1938	1175	242	1187	1385	1097	1299	1205	1357	1155	1353	1201	1670	1182	1912	200	1078	1581	1506	334	218	1648	431	1104	600					
2	"Число бюллетеней, полученных участковыми комиссиями"	30687	770	220	1770	1920	1180	240	1170	1370	1090	1260	1200	1360	1240	1350	1165	1640	1170	1900	202	1050	1580	1500	330	220	1650	430	1100	610					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13894	378	150	653	739	563	132	520	497	511	650	491	598	513	723	590	663	550	876	122	670	723	612	132	104	654	227	531	322					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	728	23	5	42	37	26	1	27	29	10	20	17	30	35	47	45	71	39	27	4	9	35	58	20	0	36	4	8	23					
6	Число погашенных бюллетеней	15960	369	65	1075	1144	591	107	623	844	569	590	692	732	692	580	530	906	581	997	76	266	822	830	178	116	960	199	561	265					
7	Число бюллетеней в переносных ящиках для голосования	832	23	5	42	37	26	1	27	29	10	20	17	30	34	47	45	71	39	27	4	114	35	58	20	0	36	4	8	23					
8	Число бюллетеней в стационарных ящиках для голосования	13883	378	150	644	739	563	132	520	497	511	650	491	598	513	723	590	662	550	875	122	670	723	612	132	104	654	227	531	322					
9	Число недействительных бюллетеней	337	8	8	16	14	28	1	21	5	6	5	18	20	13	14	4	10	10	31	4	2	10	28	2	2	31	3	15	8					
10	Число действительных бюллетеней	14378	393	147	670	762	561	132	526	521	515	665	490	608	534	756	631	723	579	871	122	782	748	642	150	102	659	228	524	337					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	216	6	3	10	10	7	2	7	8	9	8	6	7	8	6	9	8	7	9	2	31	7	7	3	2	13	8	6	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	82	0	0	1	1	2	0	2	1	8	5	1	0	1	3	4	4	3	3	1	16	2	3	1	1	9	4	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	43	3	1	0	1	1	0	0	2	3	0	0	1	0	1	2	2	2	3	1	6	0	4	2	0	1	3	3	1					
14	Число погашенных открепительных удостоверений	134	6	3	9	9	5	2	5	7	1	3	5	7	7	3	5	4	4	6	1	15	5	4	2	1	4	4	4	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	328	13	5	14	23	17	7	5	12	8	8	4	6	10	6	10	17	11	19	5	16	22	6	3	8	34	9	19	11					
		2.22%	3.24%	3.22%	2.04%	2.96%	2.88%	5.26%	0.91%	2.28%	1.53%	1.19%	0.78%	0.95%	1.82%	0.77%	1.57%	2.31%	1.86%	2.10%	3.96%	2.04%	2.90%	0.89%	1.97%	7.69%	4.92%	3.89%	3.52%	3.18%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	147	4	1	5	9	7	2	3	7	1	10	2	6	5	4	4	6	2	5	1	8	14	7	1	1	15	10	5	2					
		0.99%	0.99%	0.64%	0.72%	1.15%	1.18%	1.50%	0.54%	1.33%	0.19%	1.49%	0.39%	0.95%	0.91%	0.51%	0.62%	0.81%	0.33%	0.55%	0.79%	1.02%	1.84%	1.04%	0.65%	0.96%	2.17%	4.32%	0.92%	0.57%					
