Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Хотынецкая																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734					
1	"Число избирателей, внесенных в списки"	9026	576	235	260	405	577	226	321	551	255	332	224	409	465	329	482	855	881	1643					
2	"Число бюллетеней, полученных участковыми комиссиями"	8797	557	231	253	380	569	226	318	546	247	331	218	407	483	323	476	822	859	1551					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5420	288	123	166	253	389	72	226	481	128	155	133	244	251	255	354	439	569	894					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1669	130	98	74	74	133	136	69	27	102	140	61	124	83	56	98	131	36	97					
6	Число погашенных бюллетеней	1708	139	10	13	53	47	18	23	38	17	36	24	39	149	12	24	252	254	560					
7	Число бюллетеней в переносных ящиках для голосования	1669	130	98	74	74	133	136	69	27	102	140	61	124	83	56	98	131	36	97					
8	Число бюллетеней в стационарных ящиках для голосования	5416	287	123	166	253	389	72	226	481	128	155	133	244	251	255	354	436	569	894					
9	Число недействительных бюллетеней	64	6	1	7	5	0	1	3	3	0	1	0	0	3	1	3	8	3	19					
10	Число действительных бюллетеней	7021	411	220	233	322	522	207	292	505	230	294	194	368	331	310	449	559	602	972					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	5	4	4	5	5	4	4	5	4	4	4	5	5	4	5	2	12	19					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	59	5	4	1	2	3	1	4	0	0	1	0	2	1	0	5	2	9	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	59	2	1	2	0	3	3	1	0	24	1	1	0	2	6	2	1	1	9					
14	Число погашенных открепительных удостоверений	41	0	0	3	3	2	3	0	5	4	3	4	3	4	4	0	0	3	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	76	1	0	1	6	4	2	0	12	4	1	2	2	4	1	3	12	8	13					
		1.07%	0.23%	0.0%	0.41%	1.83%	0.76%	0.96%	0.0%	2.36%	1.73%	0.33%	1.03%	0.54%	1.19%	0.32%	0.66%	2.11%	1.32%	1.31%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	53	2	0	1	4	4	0	2	1	0	2	0	0	1	8	3	1	13	11					
		0.74%	0.47%	0.0%	0.41%	1.22%	0.76%	0.0%	0.67%	0.19%	0.0%	0.67%	0.0%	0.0%	0.29%	2.57%	0.66%	0.17%	2.14%	1.10%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	48	0	0	2	1	1	1	1	0	2	2	2	4	0	3	10	8	3	8					
		0.67%	0.0%	0.0%	0.83%	0.30%	0.19%	0.48%	0.33%	0.0%	0.86%	0.67%	1.03%	1.08%	0.0%	0.96%	2.21%	1.41%	0.49%	0.80%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	31	1	0	1	3	2	1	0	1	1	0	0	0	0	1	2	2	9	7					
		0.43%	0.23%	0.0%	0.41%	0.91%	0.38%	0.48%	0.0%	0.19%	0.43%	0.0%	0.0%	0.0%	0.0%	0.32%	0.44%	0.35%	1.48%	0.70%					
22	"5. ""За Русь Святую"""	31	1	1	1	0	1	1	0	0	1	0	0	0	1	3	1	3	7	10					
		0.43%	0.23%	0.45%	0.41%	0.0%	0.19%	0.48%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.29%	0.96%	0.22%	0.52%	1.15%	1.00%					
23	"6. ""Объединенная Российская партия ""Русь"""	11	1	0	0	0	0	0	0	1	6	0	0	0	0	1	0	1	0	1					
		0.15%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	2.60%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.17%	0.0%	0.10%					
24	"7. ""Новый курс - Автомобильная Россия"""	25	1	0	0	0	3	0	1	4	0	2	0	0	0	2	0	3	3	6					
		0.35%	0.23%	0.0%	0.0%	0.0%	0.57%	0.0%	0.33%	0.78%	0.0%	0.67%	0.0%	0.0%	0.0%	0.64%	0.0%	0.52%	0.49%	0.60%					
25	"8. ""Народно-республиканская партия России"""	10	1	0	0	0	0	1	2	0	1	0	1	2	1	0	0	0	1	0					
		0.14%	0.23%	0.0%	0.0%	0.0%	0.0%	0.48%	0.67%	0.0%	0.43%	0.0%	0.51%	0.54%	0.29%	0.0%	0.0%	0.0%	0.16%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	5	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0					
		0.07%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.33%	0.0%					
27	"10. ""Аграрная партия России"""	175	10	3	1	12	9	2	11	20	4	6	8	2	14	2	12	17	10	32					
		2.47%	2.39%	1.35%	0.41%	3.66%	1.72%	0.96%	3.72%	3.93%	1.73%	2.03%	4.12%	0.54%	4.19%	0.64%	2.65%	2.99%	1.65%	3.22%					
28	"11. ""Истинные патриоты России"""	32	0	0	0	11	5	0	0	2	1	0	3	2	8	0	0	0	0	0					
		0.45%	0.0%	0.0%	0.0%	3.36%	0.95%	0.0%	0.0%	0.39%	0.43%	0.0%	1.54%	0.54%	2.39%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	42	3	3	1	5	2	0	0	0	0	0	4	3	1	3	2	3	3	9					
		0.59%	0.71%	1.35%	0.41%	1.52%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	2.06%	0.81%	0.29%	0.96%	0.44%	0.52%	0.49%	0.90%					
30	"13. ""Демократическая партия России"""	6	0	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1					
		0.08%	0.0%	0.0%	0.83%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.10%					
