Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    Милославская																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250					
1	"Число избирателей, внесенных в список"	12170	1362	2248	247	417	685	268	240	189	676	243	135	419	149	142	87	179	104	120	108	240	259	295	187	295	203	94	66	231	303	153	418	341	143	269	326	169	160					
2	Число полученных избирательных бюллетеней	12282	1382	2290	248	414	677	270	240	187	681	249	131	422	151	146	88	184	104	119	110	241	261	290	183	296	203	94	69	281	306	148	449	344	150	266	330	168	110					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6239	661	1201	130	186	406	154	116	73	315	132	72	150	75	97	22	110	63	76	49	128	134	153	103	164	126	24	45	152	144	70	220	149	84	164	161	63	67					
5	"Число избирательных бюллетеней, выданных вне помещения"	1488	67	83	7	78	63	19	45	41	37	14	21	116	25	8	35	8	1	10	25	23	61	36	20	67	23	35	9	30	77	24	101	77	13	45	67	55	22					
6	Число погашенных избирательных бюллетеней	4555	654	1006	111	150	208	97	79	73	329	103	38	156	51	41	31	66	40	33	36	90	66	101	60	65	54	35	15	99	85	54	128	118	53	57	102	50	21					
7	Число избирательных бюллетеней в переносных ящиках	1488	67	83	7	78	63	19	45	41	37	14	21	116	25	8	35	8	1	10	25	23	61	36	20	67	23	35	9	30	77	24	101	77	13	45	67	55	22					
8	Число бюллетеней в стационарных ящиках для голосования	6133	658	1199	130	186	406	154	116	73	315	132	72	150	75	97	22	110	63	76	49	128	34	152	103	164	126	24	45	152	144	70	220	149	84	164	161	63	67					
9	Число недействительных избирательных бюллетеней	125	10	10	2	1	10	5	5	3	6	4	3	1	1	2	2	2	0	5	2	2	7	1	3	3	4	0	0	6	2	1	7	3	1	4	6	0	1					
10	Число действительных избирательных бюллетеней	7496	715	1272	135	263	459	168	156	111	346	142	90	265	99	103	55	116	64	81	72	149	88	187	120	228	145	59	54	176	219	93	314	223	96	205	222	118	88					
11	Число полученных открепительных  удостоверений	497	50	40	20	10	20	10	10	10	27	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	15	15					
12	Число выданных открепительных удостоверений	134	23	40	6	5	6	2	0	0	4	6	0	1	1	0	2	0	0	0	3	6	1	1	0	0	0	0	1	0	3	0	16	0	0	0	7	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	124	4	6	1	2	2	1	3	4	4	2	4	5	2	7	2	5	5	3	7	6	4	4	5	3	2	4	0	3	3	5	1	0	0	5	0	2	8					
14	Число неиспользованных открепительных удостоверений	363	27	0	14	5	14	8	10	10	23	4	10	9	9	10	8	10	10	10	7	4	9	9	10	10	10	10	9	10	7	10	4	10	10	10	3	15	15					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	. Глазьев Сергей Юрьевич	166	12	39	4	8	11	0	2	5	5	4	0	0	0	2	3	2	1	0	3	7	3	4	5	12	2	3	0	3	10	0	2	7	0	2	4	1	0					
