Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Кормиловская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304					
1	"Число избирателей, внесенных в списки"	17939	2554	1240	2801	760	858	140	97	610	108	527	200	444	552	266	66	469	595	101	480	116	294	911	170	841	71	130	68	465	691	777	64	126	67	280					
2	"Число бюллетеней, полученных участковыми комиссиями"	16581	2295	1080	2540	670	770	143	96	555	114	490	215	405	520	250	75	450	550	121	475	118	280	840	181	800	86	141	76	430	625	700	73	129	63	225					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10132	1330	574	1321	360	444	64	48	366	92	312	146	259	416	171	47	269	323	78	318	86	200	618	130	483	57	86	52	333	412	406	54	77	47	153					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1184	80	82	32	37	43	39	24	38	5	31	34	22	44	21	15	24	76	9	50	10	19	80	15	46	7	6	14	57	75	40	4	30	5	70					
6	Число погашенных бюллетеней	5265	885	424	1187	273	283	40	24	151	17	147	35	124	60	58	13	157	151	34	107	22	61	142	36	271	22	49	10	40	138	254	15	22	11	2					
7	Число бюллетеней в переносных ящиках для голосования	1184	80	82	32	37	43	39	24	38	5	31	34	22	44	21	15	24	76	9	50	10	19	80	15	46	7	6	14	57	75	40	4	30	5	70					
8	Число бюллетеней в стационарных ящиках для голосования	10130	1329	574	1321	360	444	64	48	366	92	312	146	259	416	171	47	269	323	78	318	86	200	618	130	482	57	86	52	333	412	406	54	77	47	153					
9	Число недействительных бюллетеней	280	26	13	29	7	21	7	2	11	8	15	1	1	9	4	0	7	11	8	6	4	4	11	5	5	2	4	0	22	13	8	8	1	1	6					
10	Число действительных бюллетеней	11034	1383	643	1324	390	466	96	70	393	89	328	179	280	451	188	62	286	388	79	362	92	215	687	140	523	62	88	66	368	474	438	50	106	51	217					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	228	20	10	20	10	10	5	3	8	3	8	5	11	8	3	3	5	8	3	8	3	3	13	4	10	3	3	3	8	5	10	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	109	7	6	16	1	3	0	1	3	0	4	2	11	6	1	0	1	0	1	5	0	0	13	3	7	3	3	0	8	0	4	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	1	2	4	5	3	0	1	3	1	0	0	0	0	0	0	4	0	0	3	0	0	4	0	5	0	0	0	2	2	2	0	0	1	3					
14	Число погашенных открепительных удостоверений	119	13	4	4	9	7	5	2	5	3	4	3	0	2	2	3	4	8	2	3	3	3	0	1	3	0	0	3	0	5	6	3	3	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	308	34	5	19	11	9	0	4	12	5	12	1	10	15	4	1	11	6	5	18	4	6	26	8	7	4	0	3	20	22	15	0	3	3	5					
		2.72%	2.41%	0.76%	1.40%	2.77%	1.84%	0.0%	5.55%	2.97%	5.15%	3.49%	0.55%	3.55%	3.26%	2.08%	1.61%	3.75%	1.50%	5.74%	4.89%	4.16%	2.73%	3.72%	5.51%	1.32%	6.25%	0.0%	4.54%	5.12%	4.51%	3.36%	0.0%	2.80%	5.76%	2.24%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	217	30	10	30	15	13	1	0	9	4	2	4	2	4	2	2	7	10	1	3	0	3	8	2	18	0	4	0	6	14	10	0	0	1	2					
		1.91%	2.12%	1.52%	2.21%	3.77%	2.66%	0.97%	0.0%	2.22%	4.12%	0.58%	2.22%	0.71%	0.86%	1.04%	3.22%	2.38%	2.50%	1.14%	0.81%	0.0%	1.36%	1.14%	1.37%	3.40%	0.0%	4.34%	0.0%	1.53%	2.87%	2.24%	0.0%	0.0%	1.92%	0.89%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	492	52	24	40	26	30	3	4	18	6	14	8	6	13	16	1	10	22	5	16	6	11	19	1	25	5	11	3	10	23	23	8	10	8	15					
		4.34%	3.69%	3.65%	2.95%	6.54%	6.16%	2.91%	5.55%	4.45%	6.18%	4.08%	4.44%	2.13%	2.82%	8.33%	1.61%	3.41%	5.51%	5.74%	4.34%	6.25%	5.02%	2.72%	0.68%	4.73%	7.81%	11.95%	4.54%	2.56%	4.72%	5.15%	13.79%	9.34%	15.38%	6.72%					
