Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Вятско-Полянская городская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194					
1	"Число избирателей, внесенных в списки избирателей"	31490	1696	2087	1767	2769	1636	1560	1634	1748	1665	1550	2866	1535	1418	1682	2298	1719	226	255	1379					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31697	1600	2040	1860	2740	1540	1600	1660	1660	1700	1580	2900	1600	1460	1700	2327	1720	300	350	1360					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20997	1027	1414	1185	1905	1122	1054	1111	1292	1131	979	1856	917	952	1171	1489	1045	214	147	986					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1785	74	56	138	82	133	64	84	170	81	115	93	171	49	83	76	118	0	108	90					
6	Число погашенных избирательных бюллетеней	8915	499	570	537	753	285	482	465	198	488	486	951	512	459	446	762	557	86	95	284					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1785	74	56	138	82	133	64	84	170	81	115	93	171	49	83	76	118	0	108	90					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20817	1027	1414	1185	1904	1122	1053	1111	1122	1130	979	1851	917	952	1171	1487	1045	214	147	986					
9	Число недействительных избирательных бюллетеней	194	8	9	8	10	15	11	10	14	6	11	23	7	3	15	20	14	2	1	7					
10	Число действительных избирательных бюллетеней	22408	1093	1461	1315	1976	1240	1106	1185	1278	1205	1083	1921	1081	998	1239	1543	1149	212	254	1069					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	675	30	42	70	55	20	40	35	25	45	23	50	45	30	70	45	30	0	0	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	671	30	42	70	55	19	39	35	25	44	22	50	45	30	70	45	30	0	0	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	350	19	17	9	16	19	15	17	14	11	6	18	7	10	17	16	11	41	57	30					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	104	3	10	5	13	9	5	9	9	4	0	15	2	2	2	10	1	0	0	5					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	790	64	13	71	33	13	36	26	23	54	60	108	61	40	43	42	45	10	11	37					
		3.50%	5.81%	0.88%	5.37%	1.66%	1.04%	3.22%	2.18%	1.78%	4.46%	5.48%	5.56%	5.61%	3.99%	3.43%	2.69%	3.87%	4.67%	4.31%	3.44%					
19	2.Всероссийская политическая партия «Гражданская Сила»	130	8	11	9	18	1	2	5	5	9	5	13	5	4	4	11	15	0	0	5					
		0.58%	0.73%	0.75%	0.68%	0.91%	0.08%	0.18%	0.42%	0.39%	0.74%	0.46%	0.67%	0.46%	0.40%	0.32%	0.70%	1.29%	0.00%	0.00%	0.46%					
20	3.Политическая партия «Демократическая партия России»	24	3	0	1	2	1	1	0	1	3	1	1	1	0	2	4	3	0	0	0					
		0.11%	0.27%	0.00%	0.08%	0.10%	0.08%	0.09%	0.00%	0.08%	0.25%	0.09%	0.05%	0.09%	0.00%	0.16%	0.26%	0.26%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3223	145	236	185	211	196	153	172	237	175	190	287	173	121	132	170	175	31	34	200					
		14.26%	13.17%	16.05%	13.98%	10.62%	15.62%	13.70%	14.39%	18.34%	14.45%	17.37%	14.76%	15.90%	12.09%	10.53%	10.88%	15.05%	14.49%	13.33%	18.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	119	6	3	7	16	4	6	9	4	7	5	9	2	0	11	12	11	0	0	7					
		0.53%	0.54%	0.20%	0.53%	0.81%	0.32%	0.54%	0.75%	0.31%	0.58%	0.46%	0.46%	0.18%	0.00%	0.88%	0.77%	0.95%	0.00%	0.00%	0.65%					
23	6.Политическая партия «Партия социальной справедливости»	64	4	4	1	5	5	3	5	2	7	2	5	4	0	3	5	5	0	0	4					
		0.28%	0.36%	0.27%	0.08%	0.25%	0.40%	0.27%	0.42%	0.15%	0.58%	0.18%	0.26%	0.37%	0.00%	0.24%	0.32%	0.43%	0.00%	0.00%	0.37%					
