Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Рыльского района																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950					
1	"Число избирателей, внесенных в списки избирателей"	30095	1316	1190	1312	1453	1646	1223	1661	2137	1356	504	236	177	439	210	328	237	278	266	150	1230	434	470	1906	250	638	197	79	855	441	179	472	1097	456	87	650	377	228	107	256	449	405	405	232	267	99	303	746	290	371					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27270	1190	1070	1170	1330	1500	1070	1500	1920	1200	460	220	160	400	190	290	220	250	240	140	1130	390	430	1730	230	610	180	70	770	400	160	430	1010	420	80	590	350	210	90	230	400	370	370	210	240	90	270	680	270	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17431	793	636	717	861	913	783	848	1117	775	246	154	105	265	117	209	142	162	194	111	698	250	311	1099	202	424	128	51	442	306	113	335	518	246	38	324	262	153	63	176	258	207	280	151	181	61	181	411	178	236					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1879	53	68	30	21	56	56	42	40	36	82	24	38	63	43	35	10	25	13	26	100	81	15	57	18	32	26	6	35	25	23	37	72	89	17	87	63	25	22	30	20	49	14	24	18	12	39	14	51	17					
6	Число погашенных избирательных бюллетеней	7960	344	366	423	448	531	231	610	763	389	132	42	17	72	30	46	68	63	33	3	332	59	104	574	10	154	26	13	293	69	24	58	420	85	25	179	25	32	5	24	122	114	76	35	41	17	50	255	41	87					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1879	53	68	30	21	56	56	42	40	36	82	24	38	63	43	35	10	25	13	26	100	81	15	57	18	32	26	6	35	25	23	37	72	89	17	87	63	25	22	30	20	49	14	24	18	12	39	14	51	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17430	793	636	717	861	913	783	848	1117	775	246	154	105	265	117	209	142	162	194	111	697	250	311	1099	202	424	128	51	442	306	113	335	518	246	38	324	262	153	63	176	258	207	280	151	181	61	181	411	178	236					
9	Число недействительных избирательных бюллетеней	221	6	7	5	9	9	5	9	8	7	5	2	3	0	1	7	5	4	3	2	13	2	2	17	0	9	2	2	7	3	4	4	5	6	0	8	3	0	0	0	2	6	8	4	1	0	6	6	1	3					
10	Число действительных избирательных бюллетеней	19088	840	697	742	873	960	834	881	1149	804	323	176	140	328	159	237	147	183	204	135	784	329	324	1139	220	447	152	55	470	328	132	368	585	329	55	403	322	178	85	206	276	250	286	171	198	73	214	419	228	250					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	537	23	15	28	45	45	15	34	35	30	5	6	4	6	4	4	4	6	4	3	16	5	6	31	4	15	3	3	10	5	3	5	18	12	3	8	5	4	3	4	6	6	6	4	4	3	4	15	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	379	18	15	28	41	42	9	30	27	24	0	6	3	1	2	0	2	5	1	1	10	1	5	24	2	14	2	0	3	1	1	2	18	8	0	4	2	1	0	4	2	5	2	1	2	0	2	4	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	202	11	2	12	8	9	16	4	6	6	2	2	3	4	2	2	1	4	2	1	4	3	4	19	1	3	3	5	2	2	5	2	6	1	3	2	2	2	2	2	4	2	1	4	3	3	2	6	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	158	5	0	0	4	3	6	4	8	6	5	0	1	5	2	4	2	1	3	2	6	4	1	7	2	1	1	3	7	4	2	3	0	4	3	4	3	3	3	0	4	1	4	3	2	3	2	11	5	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	1	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	1.Политическая партия «Аграрная партия России»	343	16	17	15	13	24	7	17	22	16	7	8	3	2	5	4	8	3	3	2	11	4	5	26	0	17	1	0	10	9	1	7	13	2	0	3	2	1	4	9	2	4	2	1	2	1	3	3	1	7					
		1.78%	1.89%	2.41%	2.01%	1.47%	2.48%	0.83%	1.91%	1.90%	1.97%	2.13%	4.49%	2.10%	0.61%	3.13%	1.64%	5.26%	1.60%	1.45%	1.46%	1.38%	1.21%	1.53%	2.25%	0.00%	3.73%	0.65%	0.00%	2.10%	2.72%	0.74%	1.88%	2.20%	0.60%	0.00%	0.73%	0.62%	0.56%	4.71%	4.37%	0.72%	1.56%	0.68%	0.57%	1.01%	1.37%	1.36%	0.71%	0.44%	2.77%					
19	2.Всероссийская политическая партия «Гражданская Сила»	58	1	0	5	6	4	0	4	4	3	1	0	0	4	0	0	1	0	0	0	1	0	1	6	2	3	0	0	0	1	1	1	2	1	0	0	0	0	0	2	0	0	1	0	1	0	0	1	1	0					
		0.30%	0.12%	0.00%	0.67%	0.68%	0.41%	0.00%	0.45%	0.35%	0.37%	0.30%	0.00%	0.00%	1.22%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.13%	0.00%	0.31%	0.52%	0.91%	0.66%	0.00%	0.00%	0.00%	0.30%	0.74%	0.27%	0.34%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.34%	0.00%	0.50%	0.00%	0.00%	0.24%	0.44%	0.00%					
20	3.Политическая партия «Демократическая партия России»	27	3	0	1	1	3	4	1	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	1	2	0	1	0	0	0	0	0	0					
		0.14%	0.35%	0.00%	0.13%	0.11%	0.31%	0.48%	0.11%	0.00%	0.00%	0.30%	0.56%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.49%	0.31%	0.00%	0.00%	0.49%	0.36%	0.78%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2067	149	132	111	118	137	91	131	169	134	11	10	4	17	11	16	5	17	12	1	61	22	23	137	10	32	7	2	42	20	4	26	73	15	3	50	3	20	7	24	37	19	38	26	19	3	15	22	6	25					
		10.70%	17.61%	18.75%	14.86%	13.38%	14.14%	10.85%	14.72%	14.61%	16.52%	3.35%	5.62%	2.80%	5.18%	6.88%	6.56%	3.29%	9.09%	5.80%	0.73%	7.65%	6.65%	7.06%	11.85%	4.55%	7.02%	4.55%	3.51%	8.81%	6.04%	2.94%	6.99%	12.37%	4.48%	5.45%	12.17%	0.92%	11.24%	8.24%	11.65%	13.31%	7.42%	12.93%	14.86%	9.55%	4.11%	6.82%	5.18%	2.62%	9.88%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	81	3	5	6	7	2	18	2	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	1	1	2	8	2	0	1	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1					
		0.42%	0.35%	0.71%	0.80%	0.79%	0.21%	2.15%	0.22%	0.35%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.78%	0.00%	0.22%	0.65%	3.51%	1.68%	0.60%	0.00%	0.27%	0.34%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	1.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%					
23	6.Политическая партия «Партия социальной справедливости»	25	4	1	1	0	1	1	1	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.13%	0.47%	0.14%	0.13%	0.00%	0.10%	0.12%	0.11%	0.00%	0.49%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.54%	0.17%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1635	86	63	60	74	110	92	103	132	97	12	5	19	17	11	14	6	5	20	3	73	27	46	94	6	31	11	5	59	15	17	43	40	10	2	32	12	5	6	22	27	13	18	21	12	3	16	17	10	13					
		8.47%	10.17%	8.95%	8.03%	8.39%	11.35%	10.97%	11.57%	11.41%	11.96%	3.66%	2.81%	13.29%	5.18%	6.88%	5.74%	3.95%	2.67%	9.66%	2.19%	9.16%	8.16%	14.11%	8.13%	2.73%	6.80%	7.14%	8.77%	12.37%	4.53%	12.50%	11.56%	6.78%	2.99%	3.64%	7.79%	3.69%	2.81%	7.06%	10.68%	9.71%	5.08%	6.12%	12.00%	6.03%	4.11%	7.27%	4.00%	4.37%	5.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1722	52	67	78	95	84	112	79	119	62	7	5	4	6	2	14	12	10	20	1	69	33	38	190	28	7	10	2	36	13	3	35	68	14	1	19	7	3	3	10	22	10	7	26	14	4	4	161	52	4					
		8.92%	6.15%	9.52%	10.44%	10.77%	8.67%	13.35%	8.88%	10.29%	7.64%	2.13%	2.81%	2.80%	1.83%	1.25%	5.74%	7.89%	5.35%	9.66%	0.73%	8.66%	9.97%	11.66%	16.44%	12.73%	1.54%	6.49%	3.51%	7.55%	3.93%	2.21%	9.41%	11.53%	4.18%	1.82%	4.62%	2.15%	1.69%	3.53%	4.85%	7.91%	3.91%	2.38%	14.86%	7.04%	5.48%	1.82%	37.88%	22.71%	1.58%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	108	6	2	11	2	15	1	6	2	4	1	0	2	0	0	3	0	0	3	1	5	1	4	8	2	7	0	0	4	1	0	1	5	0	1	1	1	1	0	0	3	0	1	0	1	0	1	1	0	0					
		0.56%	0.71%	0.28%	1.47%	0.23%	1.55%	0.12%	0.67%	0.17%	0.49%	0.30%	0.00%	1.40%	0.00%	0.00%	1.23%	0.00%	0.00%	1.45%	0.73%	0.63%	0.30%	1.23%	0.69%	0.91%	1.54%	0.00%	0.00%	0.84%	0.30%	0.00%	0.27%	0.85%	0.00%	1.82%	0.24%	0.31%	0.56%	0.00%	0.00%	1.08%	0.00%	0.34%	0.00%	0.50%	0.00%	0.45%	0.24%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12931	507	408	447	550	576	506	535	692	481	283	144	107	280	130	184	114	148	146	127	554	240	201	655	171	348	122	43	307	267	106	252	377	287	48	295	294	148	65	138	179	202	219	95	149	61	174	213	156	200					
		66.97%	59.93%	57.95%	59.84%	62.36%	59.44%	60.31%	60.11%	59.81%	59.31%	86.28%	80.90%	74.83%	85.37%	81.25%	75.41%	75.00%	79.14%	70.53%	92.70%	69.51%	72.51%	61.66%	56.66%	77.73%	76.32%	79.22%	75.44%	64.36%	80.66%	77.94%	67.74%	63.90%	85.67%	87.27%	71.78%	90.46%	83.15%	76.47%	66.99%	64.39%	78.91%	74.49%	54.29%	74.87%	83.56%	79.09%	50.12%	68.12%	79.05%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	91	13	2	7	7	4	2	2	5	2	0	3	0	1	0	2	0	0	0	0	8	1	6	12	1	1	0	1	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	2	0					
		0.47%	1.54%	0.28%	0.94%	0.79%	0.41%	0.24%	0.22%	0.43%	0.25%	0.00%	1.69%	0.00%	0.30%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	1.00%	0.30%	1.84%	1.04%	0.45%	0.22%	0.00%	1.75%	0.42%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.57%	0.00%	1.37%	0.45%	0.00%	0.87%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
