Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Островская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280					
1	"Число избирателей, внесенных в список избирателей"	26097	1828	961	574	228	164	1636	2004	1723	2041	1877	1679	463	1160	194	1731	1778	313	265	256	209	361	241	243	520	115	113	484	254	196	217	208	533	264	431	127	298	218	190					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26546	1821	965	570	240	160	1650	1970	1750	2200	1900	1700	480	1180	200	1740	1820	320	270	260	230	350	250	260	530	120	110	490	260	200	220	220	540	280	450	130	300	220	190					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11335	1092	589	193	86	83	521	1010	750	915	619	660	125	548	67	817	746	98	60	93	91	104	87	111	234	29	44	268	105	73	112	83	242	122	219	20	112	96	111					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2405	19	35	32	40	33	49	28	33	135	80	39	195	7	41	11	15	130	127	90	44	112	76	54	63	72	48	52	55	93	20	42	106	40	88	101	96	46	58					
6	Число погашенных избирательных бюллетеней	12806	710	341	345	114	44	1080	932	967	1150	1201	1001	160	625	92	912	1059	92	83	77	95	134	87	95	233	19	18	170	100	34	88	95	192	118	143	9	92	78	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2405	19	35	32	40	33	49	28	33	135	80	39	195	7	41	11	15	130	127	90	44	112	76	54	63	72	48	52	55	93	20	42	106	40	88	101	96	46	58					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11331	1088	589	193	86	83	521	1010	750	915	619	660	125	548	67	817	746	98	60	93	91	104	87	111	234	29	44	268	105	73	112	83	242	122	219	20	112	96	111					
9	Число недействительных избирательных бюллетеней	199	18	14	6	0	0	15	15	12	12	11	14	2	11	2	19	8	2	1	3	1	5	1	0	8	0	1	4	2	0	1	1	7	0	0	0	0	0	3					
10	Число действительных избирательных бюллетеней	13537	1089	610	219	126	116	555	1023	771	1038	688	685	318	544	106	809	753	226	186	180	134	211	162	165	289	101	91	316	158	166	131	124	341	162	307	121	208	142	166					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	635	30	30	20	10	10	20	40	20	30	30	20	20	20	10	20	40	10	10	20	15	10	10	15	10	10	10	20	10	10	10	10	25	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	357	22	6	1	2	0	6	34	17	25	21	17	20	13	1	14	21	10	6	20	15	4	3	14	5	1	1	20	2	2	0	1	21	4	2	0	5	0	1					
