Выборы Президента Российской Федерации																																																							
																																																							
Наименование Избирательной комиссии:    Мелекесская																																																							
																																																							
Итоги голосования 																																																							
																																																							
		Сумма	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370					
1	"Число избирателей, внесенных в список"	31260	719	172	281	533	223	295	464	538	248	229	2483	247	252	780	73	782	220	146	217	1194	2430	1726	1505	406	94	2152	1673	1588	283	174	856	76	130	247	351	793	1204	559	971	116	70	865	437	227	980	375	291	585					
2	Число полученных избирательных бюллетеней	29719	684	170	269	503	210	285	436	513	232	222	2356	228	240	756	67	745	197	166	196	1119	2318	1624	1444	392	98	1987	1595	1482	255	170	826	79	132	234	336	753	1179	543	931	116	70	816	417	215	944	355	267	547					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	19774	543	136	164	376	187	252	280	351	200	194	1402	206	189	540	63	485	152	117	172	659	1652	976	890	257	64	930	662	774	99	153	604	72	109	187	291	555	967	334	609	105	59	649	333	160	700	244	245	426					
5	"Число избирательных бюллетеней, выданных вне помещения"	1695	40	19	45	54	12	22	89	62	13	0	61	0	16	40	4	78	20	16	4	75	82	70	121	26	25	77	24	18	30	0	44	0	15	37	27	38	65	49	79	5	3	18	17	9	56	38	10	42					
6	Число погашенных избирательных бюллетеней	8250	101	15	60	73	11	11	67	100	19	28	893	22	35	176	0	182	25	33	20	385	584	578	433	109	9	980	909	690	126	17	178	7	8	10	18	160	147	160	243	6	8	149	67	46	188	73	12	79					
7	Число избирательных бюллетеней в переносных ящиках	1695	40	19	45	54	12	22	89	62	13	0	61	0	16	40	4	78	20	16	4	75	82	70	121	26	25	77	24	18	30	0	44	0	15	37	27	38	65	49	79	5	3	18	17	9	56	38	10	42					
8	Число бюллетеней в стационарных ящиках для голосования	19769	543	135	164	376	187	252	280	351	200	194	1402	206	189	540	63	485	152	117	172	659	1652	976	890	257	64	930	662	774	99	153	602	72	109	187	291	554	966	334	609	105	59	649	333	160	700	244	245	426					
9	Число недействительных избирательных бюллетеней	275	5	1	1	7	5	5	4	12	0	0	13	1	0	6	1	5	0	3	5	6	18	22	9	3	0	13	10	5	0	0	10	0	1	3	4	5	7	6	13	2	4	35	6	0	4	3	6	6					
10	Число действительных избирательных бюллетеней	21189	578	153	208	423	194	269	365	401	213	194	1450	205	205	574	66	558	172	130	171	728	1716	1024	1002	280	89	994	676	787	129	153	636	72	123	221	314	587	1024	377	675	108	58	632	344	169	752	279	249	462					
11	Число полученных открепительных  удостоверений	560	12	3	5	8	4	5	7	9	4	4	40	4	4	13	1	13	3	20	3	18	38	27	39	7	2	34	27	25	4	3	14	1	2	4	6	13	45	9	16	2	1	14	7	4	16	6	5	9					
12	Число выданных открепительных удостоверений	203	4	0	0	1	0	0	1	8	0	1	9	0	1	1	0	3	1	20	1	7	10	11	32	1	1	8	8	7	0	0	4	0	0	1	6	0	38	6	7	0	0	0	0	1	4	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	172	6	3	1	1	1	0	5	4	1	1	7	1	3	3	0	4	3	2	3	2	8	16	26	0	0	4	2	4	5	3	8	1	0	3	6	0	14	1	2	2	0	2	0	1	7	4	0	2					
14	Число неиспользованных открепительных удостоверений	357	8	3	5	7	4	5	6	1	4	3	31	4	3	12	1	10	2	0	2	11	28	16	7	6	1	26	19	18	4	3	10	1	2	3	0	13	7	3	9	2	1	14	7	3	12	6	5	9					
15	"Число открепительных удостоверений, выданных в ТИК"	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																							
18	. Глазьев Сергей Юрьевич	536	14	3	2	3	0	1	6	10	4	6	37	2	0	13	0	19	7	3	1	26	42	33	31	10	0	40	21	23	8	2	11	0	1	2	2	32	24	10	15	1	0	6	6	4	22	8	9	16					
		2.50%	2.40%	1.95%	0.96%	0.70%	0.00%	0.36%	1.63%	2.42%	1.88%	3.09%	2.53%	0.97%	0.00%	2.24%	0.00%	3.37%	4.07%	2.26%	0.57%	3.54%	2.42%	3.15%	3.07%	3.53%	0.00%	3.97%	3.06%	2.90%	6.20%	1.31%	1.70%	0.00%	0.81%	0.89%	0.63%	5.41%	2.33%	2.61%	2.18%	0.91%	0.00%	0.90%	1.71%	2.37%	2.91%	2.84%	3.53%	3.42%					
19	. Малышкин Олег Александрович	483	17	1	5	3	6	0	5	8	5	7	24	3	1	11	5	16	9	10	4	22	37	22	23	2	7	37	11	30	5	2	11	2	1	3	11	6	17	8	17	0	0	8	11	9	29	0	3	9					
		2.25%	2.92%	0.65%	2.39%	0.70%	3.02%	0.00%	1.36%	1.94%	2.35%	3.61%	1.64%	1.46%	0.49%	1.90%	7.46%	2.84%	5.23%	7.52%	2.27%	3.00%	2.13%	2.10%	2.27%	0.71%	7.87%	3.67%	1.60%	3.79%	3.88%	1.31%	1.70%	2.78%	0.81%	1.34%	3.46%	1.01%	1.65%	2.09%	2.47%	0.00%	0.00%	1.20%	3.14%	5.33%	3.84%	0.00%	1.18%	1.92%					
20	. Миронов Сергей Михайлович	130	2	1	0	5	2	3	0	3	1	0	4	0	2	2	0	5	1	1	0	7	10	7	4	5	0	16	2	4	2	0	2	0	0	0	3	1	9	2	1	0	0	11	1	2	6	0	1	2					
		0.61%	0.34%	0.65%	0.00%	1.16%	1.01%	1.09%	0.00%	0.73%	0.47%	0.00%	0.27%	0.00%	0.98%	0.34%	0.00%	0.89%	0.58%	0.75%	0.00%	0.95%	0.58%	0.67%	0.40%	1.77%	0.00%	1.59%	0.29%	0.51%	1.55%	0.00%	0.31%	0.00%	0.00%	0.00%	0.94%	0.17%	0.87%	0.52%	0.15%	0.00%	0.00%	1.65%	0.29%	1.18%	0.79%	0.00%	0.39%	0.43%					
21	. Путин Владимир Владимирович	14311	462	112	126	265	163	185	256	241	170	127	1119	181	181	411	57	368	127	84	130	461	1180	558	723	116	66	580	372	433	81	126	459	59	83	144	222	446	731	237	417	81	47	460	227	109	545	139	158	286					
		66.67%	79.25%	72.73%	60.29%	61.63%	81.91%	67.52%	69.38%	58.35%	79.81%	65.46%	76.49%	87.86%	88.29%	70.86%	85.07%	65.36%	73.84%	63.16%	73.86%	62.81%	68.05%	53.35%	71.51%	40.99%	74.16%	57.60%	54.23%	54.67%	62.79%	82.35%	71.05%	81.94%	66.94%	64.29%	69.81%	75.34%	70.90%	61.88%	60.61%	73.64%	75.81%	68.97%	64.86%	64.50%	72.09%	49.29%	61.96%	61.11%					
22	. Хакамада Ирина Муцуовна	334	3	2	4	4	0	5	6	4	8	2	27	4	2	8	0	13	10	1	5	22	30	20	7	5	3	37	10	21	2	1	2	0	1	1	8	9	10	4	19	0	0	0	4	2	4	0	1	3					
		1.56%	0.51%	1.30%	1.91%	0.93%	0.00%	1.82%	1.63%	0.97%	3.76%	1.03%	1.85%	1.94%	0.98%	1.38%	0.00%	2.31%	5.81%	0.75%	2.84%	3.00%	1.73%	1.91%	0.69%	1.77%	3.37%	3.67%	1.46%	2.65%	1.55%	0.65%	0.31%	0.00%	0.81%	0.45%	2.52%	1.52%	0.97%	1.04%	2.76%	0.00%	0.00%	0.00%	1.14%	1.18%	0.53%	0.00%	0.39%	0.64%					
23	. Харитонов Николай Михайлович	5024	74	33	68	140	22	74	90	131	23	50	222	14	18	122	4	120	16	29	30	175	371	361	187	138	13	263	239	254	29	22	141	11	36	65	61	85	206	108	197	26	10	143	82	37	139	122	77	146					
		23.41%	12.69%	21.43%	32.54%	32.56%	11.06%	27.01%	24.39%	31.72%	10.80%	25.77%	15.17%	6.80%	8.78%	21.03%	5.97%	21.31%	9.30%	21.80%	17.05%	23.84%	21.40%	34.51%	18.50%	48.76%	14.61%	26.12%	34.84%	32.07%	22.48%	14.38%	21.83%	15.28%	29.03%	29.02%	19.18%	14.36%	19.98%	28.20%	28.63%	23.64%	16.13%	21.44%	23.43%	21.89%	18.39%	43.26%	30.20%	31.20%					
																																																							
24	Против всех	371	6	1	3	3	1	1	2	4	2	2	17	1	1	7	0	17	2	2	1	15	46	23	27	4	0	21	21	22	2	0	10	0	1	6	7	8	27	8	9	0	1	4	13	6	7	10	0	0					
		1.73%	1.03%	0.65%	1.44%	0.70%	0.50%	0.36%	0.54%	0.97%	0.94%	1.03%	1.16%	0.49%	0.49%	1.21%	0.00%	3.02%	1.16%	1.50%	0.57%	2.04%	2.65%	2.20%	2.67%	1.41%	0.00%	2.09%	3.06%	2.78%	1.55%	0.00%	1.55%	0.00%	0.81%	2.68%	2.20%	1.35%	2.62%	2.09%	1.31%	0.00%	1.61%	0.60%	3.71%	3.55%	0.93%	3.55%	0.00%	0.00%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
