Выборы Президента Российской Федерации																																																							
Дата голосования: 02.03.2008																																																							
																																																							
Наименование Избирательной комиссии:    Мелекесская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
	Число участковых избирательных комиссий	48																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	48																																																					
																																																							
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368					
1	"Число избирателей, включенных в списки избирателей"	30827	1224	2402	1686	219	2157	1388	1525	420	261	82	770	512	263	1075	519	338	114	1440	483	137	2596	248	246	248	249	391	277	611	1187	863	749	141	196	61	252	826	196	284	601	104	63	1024	72	642	761	483	237	204					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	28964	1150	2300	1650	210	2090	1350	1350	400	220	80	750	500	250	1000	500	300	100	1300	450	120	2280	230	220	230	220	350	250	550	1150	800	730	130	169	60	225	750	180	250	570	100	55	995	70	730	750	450	200	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	19785	754	1768	1105	177	1029	702	856	281	129	59	592	323	183	641	330	263	87	799	311	103	1395	211	214	183	197	247	230	348	964	736	479	111	166	50	138	533	141	216	247	83	47	660	60	523	489	331	168	126					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2837	130	125	124	24	140	74	65	72	36	20	68	85	30	102	86	34	12	215	83	10	153	9	6	19	13	34	12	57	55	40	61	19	0	6	52	46	18	24	198	9	6	151	7	119	90	40	20	38					
6	Число погашенных избирательных бюллетеней	6342	266	407	421	9	921	574	429	47	55	1	90	92	37	257	84	3	1	286	56	7	732	10	0	28	10	69	8	145	131	24	190	0	3	4	35	171	21	10	125	8	2	184	3	88	171	79	12	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2836	130	125	124	24	140	74	65	72	36	20	68	85	30	102	86	34	12	215	83	10	153	9	6	19	13	34	12	57	55	40	61	19	0	6	52	46	18	24	198	9	6	151	7	119	89	40	20	38					
8	Число бюллетеней в стационарных ящиках для голосования	19769	754	1768	1093	177	1029	702	856	281	129	59	592	323	183	641	330	263	87	799	311	103	1395	211	214	183	197	247	230	348	964	734	479	111	166	50	138	533	141	216	247	83	47	660	60	523	487	331	168	126					
9	Число недействительных избирательных бюллетеней	200	5	10	8	2	7	10	8	3	1	2	8	8	4	3	3	2	0	9	5	4	22	0	2	0	1	5	1	4	8	13	9	1	0	0	2	6	0	1	3	3	0	3	0	3	6	2	0	3					
10	Число действительных избирательных бюллетеней	22405	879	1883	1209	199	1162	766	913	350	164	77	652	400	209	740	413	295	99	1005	389	109	1526	220	218	202	209	276	241	401	1011	761	531	129	166	56	188	573	159	239	442	89	53	808	67	639	570	369	188	161					
11	Число полученных открепительных  удостоверений	1277	40	80	55	10	23	30	30	25	23	12	19	15	18	25	48	20	15	140	50	30	65	10	10	10	10	5	5	5	75	50	20	5	5	5	5	45	5	5	25	12	5	20	5	55	40	20	20	27					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1271	40	80	55	10	23	30	30	25	23	10	19	15	18	25	48	20	15	140	50	30	65	10	10	10	10	5	5	1	75	50	20	5	5	5	5	45	5	5	25	12	5	20	5	55	40	20	20	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	371	7	7	5	6	9	10	13	8	5	2	4	2	3	6	4	4	3	28	8	10	28	8	1	1	5	3	0	17	11	57	8	5	26	2	0	7	2	3	1	3	6	13	1	5	3	6	2	3					
14	Число неиспользованных открепительных удостоверений	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	23	0	0	1	0	2	1	3	0	0	0	0	0	1	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																							
18	Богданов Андрей Владимирович	177	7	14	14	2	18	4	6	2	3	1	2	8	0	5	1	2	1	6	7	2	8	1	2	1	2	5	0	2	7	4	10	1	1	0	3	6	2	1	3	1	0	2	0	1	4	2	0	3					
		0.78%	0.79%	0.74%	1.15%	0.99%	1.54%	0.52%	0.65%	0.57%	1.82%	1.27%	0.30%	1.96%	0.00%	0.67%	0.24%	0.67%	1.01%	0.59%	1.78%	1.77%	0.52%	0.45%	0.91%	0.50%	0.95%	1.78%	0.00%	0.49%	0.69%	0.52%	1.85%	0.77%	0.60%	0.00%	1.58%	1.04%	1.26%	0.42%	0.67%	1.09%	0.00%	0.25%	0.00%	0.16%	0.69%	0.54%	0.00%	1.83%					
19	Жириновский Владимир Вольфович	1906	82	160	124	26	112	69	101	20	10	12	60	12	15	61	48	25	1	102	39	18	120	14	20	19	18	11	1	26	78	56	64	13	15	1	12	23	16	4	26	6	6	59	3	57	52	43	18	28					
		8.43%	9.28%	8.45%	10.19%	12.94%	9.58%	8.89%	10.97%	5.67%	6.06%	15.19%	9.09%	2.94%	7.04%	8.21%	11.54%	8.42%	1.01%	10.06%	9.90%	15.93%	7.75%	6.36%	9.09%	9.41%	8.57%	3.91%	0.41%	6.42%	7.65%	7.24%	11.85%	10.00%	9.04%	1.79%	6.32%	3.97%	10.06%	1.67%	5.84%	6.52%	11.32%	7.27%	4.48%	8.88%	9.03%	11.59%	9.57%	17.07%					
20	Зюганов Геннадий Андреевич	5159	203	498	354	34	261	229	242	120	54	8	88	125	55	262	96	70	23	193	122	25	333	36	53	46	19	74	79	99	241	121	86	15	33	11	33	101	25	74	107	16	8	116	8	87	137	81	32	26					
		22.82%	22.96%	26.31%	29.09%	16.92%	22.33%	29.51%	26.28%	33.99%	32.73%	10.13%	13.33%	30.64%	25.82%	35.26%	23.08%	23.57%	23.23%	19.03%	30.96%	22.12%	21.51%	16.36%	24.09%	22.77%	9.05%	26.33%	32.64%	24.44%	23.65%	15.63%	15.93%	11.54%	19.88%	19.64%	17.37%	17.44%	15.72%	30.83%	24.04%	17.39%	15.09%	14.30%	11.94%	13.55%	23.78%	21.83%	17.02%	15.85%					
21	Медведев Дмитрий Анатольевич	15163	587	1211	717	137	771	464	564	208	97	56	502	255	139	412	268	198	74	704	221	64	1065	169	143	136	170	186	161	274	685	580	371	100	117	44	140	443	116	160	306	66	39	631	56	494	377	243	138	104					
		67.08%	66.40%	63.97%	58.92%	68.16%	65.95%	59.79%	61.24%	58.92%	58.79%	70.89%	76.06%	62.50%	65.26%	55.45%	64.42%	66.67%	74.75%	69.43%	56.09%	56.64%	68.80%	76.82%	65.00%	67.33%	80.95%	66.19%	66.53%	67.65%	67.22%	74.94%	68.70%	76.92%	70.48%	78.57%	73.68%	76.51%	72.96%	66.67%	68.76%	71.74%	73.58%	77.81%	83.58%	76.95%	65.45%	65.50%	73.40%	63.41%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
